Symbol,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SLAB_122019C60,11:108.92,11:106.24,11.0,11:112.56,11:111.8,11:108.15,11:108.56:212242:45.0:0,11:109.0:168881:45.0:0,11:108.32:100523:45.0:0,11:108.33:336728:45.0:0,11:109.02:306797:45.0:0,11:108.69:224743:45.0:0,11:109.46:170771:45.0:0,11:108.08:158321:45.0:0,11:104.42:488368:45.0:0,11:103.06:379988:45.0:0,[11:103.53:211236:45.0:0
SLAB_122019C65,0:108.92,0:106.24,0.0,0:112.56,0:111.8,0:108.15,0:108.56:212242:0.0:0,0:109.0:168881:0.0:0,0:108.32:100523:0.0:0,0:108.33:336728:0.0:0,0:109.02:306797:0.0:0,0:108.69:224743:0.0:0,0:109.46:170771:0.0:0,0:108.08:158321:0.0:0,0:104.42:488368:0.0:0,0:103.06:379988:0.0:0,[0:103.53:211236:0.0:0
SLAB_122019C70,0:108.92,0:106.24,0.0,0:112.56,0:111.8,0:108.15,0:108.56:212242:0.0:0,0:109.0:168881:0.0:0,0:108.32:100523:0.0:0,0:108.33:336728:0.0:0,0:109.02:306797:0.0:0,0:108.69:224743:0.0:0,0:109.46:170771:0.0:0,0:108.08:158321:0.0:0,0:104.42:488368:0.0:0,0:103.06:379988:0.0:0,[0:103.53:211236:0.0:0
SLAB_122019C75,0:108.92,0:106.24,0.0,0:112.56,0:111.8,0:108.15,0:108.56:212242:0.0:0,0:109.0:168881:0.0:0,0:108.32:100523:0.0:0,0:108.33:336728:0.0:0,0:109.02:306797:0.0:0,0:108.69:224743:0.0:0,0:109.46:170771:0.0:0,0:108.08:158321:0.0:0,0:104.42:488368:0.0:0,0:103.06:379988:0.0:0,[0:103.53:211236:0.0:0
SLAB_122019C80,0:108.92,0:106.24,0.0,0:112.56,0:111.8,0:108.15,0:108.56:212242:0.0:0,0:109.0:168881:0.0:0,0:108.32:100523:0.0:0,0:108.33:336728:0.0:0,0:109.02:306797:0.0:0,0:108.69:224743:0.0:0,0:109.46:170771:0.0:0,0:108.08:158321:0.0:0,0:104.42:488368:0.0:0,0:103.06:379988:0.0:0,[0:103.53:211236:0.0:0
SLAB_122019C85,0:108.92,0:106.24,0.0,0:112.56,0:111.8,0:108.15,0:108.56:212242:0.0:0,0:109.0:168881:0.0:0,0:108.32:100523:0.0:0,0:108.33:336728:0.0:0,0:109.02:306797:0.0:0,0:108.69:224743:0.0:0,0:109.46:170771:0.0:0,0:108.08:158321:0.0:0,0:104.42:488368:0.0:0,0:103.06:379988:0.0:0,[0:103.53:211236:0.0:0
SLAB_122019C90,23:108.92,23:106.24,23.0,20:112.56,20:111.8,20:108.15,20:108.56:212242:20.4:0,20:109.0:168881:20.4:0,20:108.32:100523:20.4:0,20:108.33:336728:20.4:0,20:109.02:306797:20.4:0,20:108.69:224743:20.4:0,20:109.46:170771:20.4:0,20:108.08:158321:20.4:0,20:104.42:488368:20.4:0,20:103.06:379988:20.4:0,[20:103.53:211236:20.4:0
SLAB_122019C95,78:108.92,78:106.24,78.0,78:112.56,78:111.8,78:108.15,78:108.56:212242:23.03:0,78:109.0:168881:23.03:0,78:108.32:100523:23.03:0,78:108.33:336728:23.03:0,78:109.02:306797:23.03:0,78:108.69:224743:23.03:0,78:109.46:170771:23.03:0,78:108.08:158321:23.03:0,78:104.42:488368:23.03:0,78:103.06:379988:23.03:0,[78:103.53:211236:23.03:0
SLAB_122019C100,4:108.92,4:106.24,4.0,4:112.56,4:111.8,4:108.15,4:108.56:212242:11.2:0,4:109.0:168881:11.2:0,4:108.32:100523:11.2:0,4:108.33:336728:11.2:0,4:109.02:306797:11.2:0,4:108.69:224743:11.2:0,4:109.46:170771:11.2:0,4:108.08:158321:11.2:0,4:104.42:488368:11.2:0,4:103.06:379988:11.2:0,[4:103.53:211236:11.2:0
SLAB_122019C105,8:108.92,8:106.24,8.0,8:112.56,8:111.8,8:108.15,8:108.56:212242:9.04:0,8:109.0:168881:9.04:0,8:108.32:100523:9.04:0,8:108.33:336728:9.04:0,8:109.02:306797:9.04:0,8:108.69:224743:9.04:0,8:109.46:170771:9.04:0,8:108.08:158321:9.04:0,8:104.42:488368:3.5:3,11:103.06:379988:2.4:50,[61:103.53:211236:2.8:64
