Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
UBER_121319C27,91:27.01:44941622:1.65:3,91:27.14:41300937:1.5:28,113:26.7:32448063:1.25:18,124:26.71:33124982:1.1:61,118:25.99:27991933:0.79:21,131:26.79:41353173:1.05:133,227:26.75:37309667:1.05:173,318:28.03:52741127:1.87:68,302:29.46:55638958:2.9:248,[228:29.56:44372725:3.12:81
UBER_121319C27.5,101:27.01:44941622:1.2:20,116:27.14:41300937:1.2:134,118:26.7:32448063:1.09:8,123:26.71:33124982:0.85:7,129:25.99:27991933:0.65:4,130:26.79:41353173:0.85:4,131:26.75:37309667:0.87:24,142:28.03:52741127:1.37:145,106:29.46:55638958:2.45:85,[81:29.56:44372725:2.6:9
UBER_121319C28,113:27.01:44941622:1.04:18,117:27.14:41300937:1.05:12,119:26.7:32448063:0.9:13,130:26.71:33124982:0.7:24,127:25.99:27991933:0.5:33,134:26.79:41353173:0.7:30,136:26.75:37309667:0.68:134,376:28.03:52741127:1.2:381,568:29.46:55638958:2.13:1214,[1401:29.56:44372725:2.32:139
UBER_121319C28.5,103:27.01:44941622:1.08:10,103:27.14:41300937:1.08:0,103:26.7:32448063:0.65:53,135:26.71:33124982:0.55:11,130:25.99:27991933:0.55:2,131:26.79:41353173:0.55:80,80:26.75:37309667:0.5:32,127:28.03:52741127:1.0:341,280:29.46:55638958:1.75:61,[273:29.56:44372725:2.0:15
UBER_121319C29,141:27.01:44941622:0.65:25,164:27.14:41300937:0.7:32,177:26.7:32448063:0.61:39,200:26.71:33124982:0.45:25,201:25.99:27991933:0.3:54,202:26.79:41353173:0.41:15,206:26.75:37309667:0.35:3,204:28.03:52741127:0.8:32,217:29.46:55638958:1.5:279,[342:29.56:44372725:1.65:32
UBER_121319C29.5,2747:27.01:44941622:0.7:0,2747:27.14:41300937:0.53:18,2755:26.7:32448063:0.45:215,2760:26.71:33124982:0.32:3,2760:25.99:27991933:0.25:5,2765:26.79:41353173:0.25:0,2765:26.75:37309667:0.3:21,2773:28.03:52741127:0.6:28,2799:29.46:55638958:1.2:89,[2815:29.56:44372725:1.35:96
UBER_121319C30,89:27.01:44941622:0.44:9,86:27.14:41300937:0.42:15,91:26.7:32448063:0.3:279,362:26.71:33124982:0.26:6,359:25.99:27991933:0.26:0,359:26.79:41353173:0.2:19,373:26.75:37309667:0.25:18,388:28.03:52741127:0.45:267,474:29.46:55638958:1.01:187,[542:29.56:44372725:1.05:485
UBER_121319C30.5,24:27.01:44941622:0.43:7,26:27.14:41300937:0.35:26,51:26.7:32448063:0.2:3,51:26.71:33124982:0.2:0,51:25.99:27991933:0.11:8,57:26.79:41353173:0.11:0,57:26.75:37309667:0.17:1,58:28.03:52741127:0.35:19,61:29.46:55638958:0.73:14,[65:29.56:44372725:0.9:35
UBER_121319C31,50:27.01:44941622:0.31:14,53:27.14:41300937:0.27:120,135:26.7:32448063:0.2:2,133:26.71:33124982:0.15:310,411:25.99:27991933:0.1:5,411:26.79:41353173:0.1:5,415:26.75:37309667:0.11:50,455:28.03:52741127:0.3:21,435:29.46:55638958:0.62:211,[486:29.56:44372725:0.7:70
UBER_121319C31.5,6:27.01:44941622:0.29:1,6:27.14:41300937:0.29:0,6:26.7:32448063:0.25:1,7:26.71:33124982:0.13:1,7:25.99:27991933:0.13:0,7:26.79:41353173:0.13:0,7:26.75:37309667:0.1:25,32:28.03:52741127:0.19:200,232:29.46:55638958:0.49:87,[288:29.56:44372725:0.5:288
