Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
APH_122019C130,0:104.2,0:104.41,0:102.89,0:102.53:1031772:0.0:0,0:102.7:790191:0.0:0,0:102.17:610144:0.0:0,0:101.45:530480:0.0:0,0:101.67:664557:0.0:0,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_122019C135,0:104.2,0:104.41,0:102.89,0:102.53:1031772:0.0:0,0:102.7:790191:0.0:0,0:102.17:610144:0.0:0,0:101.45:530480:0.0:0,0:101.67:664557:0.0:0,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_122019C140,0:104.2,0:104.41,0:102.89,0:102.53:1031772:0.0:0,0:102.7:790191:0.0:0,0:102.17:610144:0.0:0,0:101.45:530480:0.0:0,0:101.67:664557:0.0:0,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C100,U,U,U,U,U,U,U,U,209:101.1:775521:4.18:10,209:102.25:1029330:4.18:0,209:102.45:1429628:4.6:9,209:13.0:1363238:5.3:1,210:102.19:430159:4.8:5,215:101.78:865714:4.8:0,[215:101.74:656464:4.8:0
APH_011720C105,U,U,U,U,U,U,U,U,641:101.1:775521:1.75:38,679:102.25:1029330:1.75:0,679:102.45:1429628:2.1:3,:13.0:1363238:.:U,682:102.19:430159:2.1:0,682:101.78:865714:2.1:0,[682:101.74:656464:2.1:0
APH_011720C110,U,U,U,U,U,U,U,U,210:101.1:775521:1.22:0,210:102.25:1029330:1.22:0,210:102.45:1429628:0.65:76,:13.0:1363238:U:U,286:102.19:430159:0.65:0,286:101.78:865714:0.65:0,[286:101.74:656464:0.65:0
APH_011720C115,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C120,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C125,U,U,U,U,U,U,U,U,4:101.1:775521:0.2:0,4:102.25:1029330:0.2:0,4:102.45:1429628:0.2:0,:13.0:1363238:U:U,4:102.19:430159:0.2:0,4:101.78:865714:0.2:0,[4:101.74:656464:0.2:0
APH_011720C130,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C135,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C55,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C60,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C65,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C70,U,U,U,U,U,U,U,U,7:101.1:775521:19.61:0,7:102.25:1029330:19.61:0,7:102.45:1429628:19.61:0,7:13.0:1363238:19.61:0,7:102.19:430159:19.61:0,7:101.78:865714:19.61:0,[7:101.74:656464:19.61:0
APH_011720C75,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,:13.0:1363238:U:U,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C80,U,U,U,U,U,U,U,U,0:101.1:775521:0.0:0,0:102.25:1029330:0.0:0,0:102.45:1429628:0.0:0,0:13.0:1363238:0.0:0,0:102.19:430159:0.0:0,0:101.78:865714:0.0:0,[0:101.74:656464:0.0:0
APH_011720C85,U,U,U,U,U,U,U,U,0:101.1:775521:15.05:0,0:102.25:1029330:15.05:0,0:102.45:1429628:15.05:0,0:13.0:1363238:15.05:0,0:102.19:430159:15.05:0,0:101.78:865714:15.05:0,[0:101.74:656464:15.05:0
APH_011720C90,U,U,U,U,U,U,U,U,32:101.1:775521:4.3:0,32:102.25:1029330:4.3:0,32:102.45:1429628:4.3:0,:13.0:1363238:U:U,32:102.19:430159:4.3:0,32:101.78:865714:4.3:0,[32:101.74:656464:4.3:0
APH_011720C95,U,U,U,U,U,U,U,U,131:101.1:775521:8.5:0,131:102.25:1029330:8.5:0,131:102.45:1429628:8.5:0,:13.0:1363238:U:U,132:102.19:430159:8.8:0,132:101.78:865714:8.8:0,[132:101.74:656464:8.8:0
