Symbol,20191024,20191025,20191028,20191029,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
COST_112919P282.5,37.0,48:296.5,69:298.94,64:295.86,65:299.86,70:297.11,71.0,74:296.82,74:299.18,74:301.57,77:305.21:2399347:0.36:18,61:302.62:1492559:0.58:18,75:300.84:1110020:0.43:52,122:300.5:1439161:0.43:17,128:302.9:1514298:0.22:6,122:304.59:1255483:0.22:2,120:303.66:1613590:0.16:2,120:304.54:1241527:0.16:0,120:302.24:1760759:0.12:43,128:300.72:1153529:0.11:27,112:300.27:1302385:0.09:1,[112:299.31:1277135:0.06:3
COST_112919P285,45.0,51:296.5,52:298.94,57:295.86,72:299.86,73:297.11,76.0,140:296.82,141:299.18,158:301.57,136:305.21:2399347:0.51:53,132:302.62:1492559:0.68:565,264:300.84:1110020:0.55:12,270:300.5:1439161:0.61:32,280:302.9:1514298:0.35:13,282:304.59:1255483:0.27:20,289:303.66:1613590:0.19:65,U:304.54:1241527::,319:302.24:1760759:0.16:62,323:300.72:1153529:0.24:353,554:300.27:1302385:0.14:197,[465:299.31:1277135:0.12:452
COST_112919P287.5,38.0,41:296.5,54:298.94,60:295.86,62:299.86,63:297.11,322.0,373:296.82,418:299.18,424:301.57,418:305.21:2399347:0.67:359,318:302.62:1492559:0.88:79,294:300.84:1110020:0.77:389,577:300.5:1439161:0.74:20,588:302.9:1514298:0.42:28,580:304.59:1255483:0.39:1,580:303.66:1613590:0.3:24,581:304.54:1241527:0.2:19,578:302.24:1760759:0.26:82,535:300.72:1153529:0.43:126,641:300.27:1302385:0.21:72,[710:299.31:1277135:0.89:424
COST_112919P290,130.0,131:296.5,143:298.94,166:295.86,188:299.84,190:297.11,486.0,489:296.82,498:299.18,497:301.57,470:305.21:2399347:0.7:345,290:302.62:1492559:1.07:144,234:300.84:1110020:1.02:91,249:300.5:1439161:1.13:30,249:302.9:1514298:0.62:34,244:304.59:1255483:0.54:37,236:303.66:1613590:0.46:76,252:304.54:1241527:0.29:111,256:302.24:1760759:0.37:66,284:300.72:1153529:0.49:386,506:300.27:1302385:0.38:149,[578:299.31:1277135:0.23:581
COST_112919P292.5,35.0,70:296.5,75:298.94,85:295.86,86:299.835,97:297.11,96.0,100:296.82,103:299.18,109:301.57,120:305.21:2399347:1.07:61,116:302.62:1492559:1.57:71,159:300.84:1110020:1.35:19,160:300.5:1439161:1.56:10,164:302.9:1514298:0.93:5,166:304.59:1255483:0.63:44,181:303.66:1613590:0.66:104,U:304.54:1241527::,214:302.24:1760759:0.58:244,410:300.72:1153529:0.86:450,549:300.27:1302385:0.61:168,[635:299.31:1277135:0.4:774
COST_112919P295,73.0,90:296.5,98:298.94,133:295.86,133:299.86,122:297.11,157.0,147:296.82,153:299.18,146:301.57,135:305.21:2399347:1.59:84,107:302.62:1492559:1.92:81,139:300.84:1110020:1.9:85,181:300.5:1439161:2.08:32,196:302.9:1514298:1.2:175,324:304.59:1255483:1.19:56,358:303.66:1613590:1.02:112,408:304.54:1241527:0.62:127,442:302.24:1760759:0.88:574,713:300.72:1153529:1.12:1004,1169:300.27:1302385:1.0:426,[1150:299.31:1277135:0.69:677
COST_112919P297.5,75.0,75:296.5,77:298.94,79:295.86,83:299.86,85:297.11,85.0,118:296.82,117:299.18,120:301.57,120:305.21:2399347:1.82:51,89:302.62:1492559:2.65:24,90:300.84:1110020:2.55:7,91:300.5:1439161:2.8:22,103:302.9:1514298:1.58:143,214:304.59:1255483:1.4:29,231:303.66:1613590:1.44:31,249:304.54:1241527:0.97:69,279:302.24:1760759:1.44:195,419:300.72:1153529:1.76:775,971:300.27:1302385:1.66:146,[1031:299.31:1277135:1.32:727
COST_112919P300,110.0,96:296.5,107:298.94,106:295.86,108:299.84,156:297.11,143.0,138:296.82,140:299.18,147:301.57,146:305.21:2399347:2.5:95,192:302.62:1492559:3.45:37,200:300.84:1110020:3.65:140,295:300.5:1439161:3.66:114,305:302.9:1514298:2.18:127,419:304.59:1255483:1.9:191,417:303.66:1613590:2.16:259,U:304.54:1241527::,427:302.24:1760759:2.15:101,437:300.72:1153529:2.62:317,499:300.27:1302385:2.8:264,[575:299.31:1277135:2.37:438
COST_112919P302.5,72.0,53:296.5,53:298.94,53:295.86,53:299.84,73:297.11,53.0,53:296.82,53:299.18,55:301.57,56:305.21:2399347:3.6:18,57:302.62:1492559:4.35:9,56:300.84:1110020:4.85:50,68:300.5:1439161:5.5:2,66:302.9:1514298:3.13:40,73:304.59:1255483:2.7:171,97:303.66:1613590:3.05:48,U:304.54:1241527::,201:302.24:1760759:3.1:133,208:300.72:1153529:3.8:228,285:300.27:1302385:4.1:34,[269:299.31:1277135:4.15:219
COST_112919P305,43.0,46:296.5,46:298.94,46:295.86,46:299.81,42:297.11,42.0,42:296.82,42:299.18,46:301.57,47:305.21:2399347:4.62:31,67:302.62:1492559:6.1:13,67:300.84:1110020:6.5:14,79:300.5:1439161:7.55:2,79:302.9:1514298:4.4:4,70:304.59:1255483:3.99:60,121:303.66:1613590:4.2:120,189:304.54:1241527:3.4:155,227:302.24:1760759:4.58:34,247:300.72:1153529:6.25:130,214:300.27:1302385:5.43:59,[222:299.31:1277135:6.1:95
COST_112919P307.5,4.0,6:296.5,6:298.94,6:295.86,6:299.81,6:297.11,6.0,6:296.82,6:299.18,9:301.57,9:305.21:2399347:5.32:52,59:302.62:1492559:7.02:10,49:300.84:1110020:7.02:0,49:300.5:1439161:8.39:1,49:302.9:1514298:5.94:2,51:304.59:1255483:5.3:83,108:303.66:1613590:5.72:126,U:304.54:1241527::,122:302.24:1760759:5.65:6,119:300.72:1153529:8.28:3,117:300.27:1302385:6.97:1,[116:299.31:1277135:8.4:57
COST_112919P310,4.0,4:296.5,4:298.94,4:295.86,4:299.81,8:297.11,8.0,8:296.82,8:299.18,8:301.57,8:305.21:2399347:7.3:1,8:302.62:1492559:8.5:5,10:300.84:1110020:9.9:13,23:300.5:1439161:9.9:0,23:302.9:1514298:7.4:4,24:304.59:1255483:6.1:2,26:303.66:1613590:6.1:0,26:304.54:1241527:5.58:1,26:302.24:1760759:7.4:3,26:300.72:1153529:7.4:0,26:300.27:1302385:9.16:1,[26:299.31:1277135:9.16:0
COST_112919P312.5,0.0,0:296.5,0:298.94,0:295.86,0:299.8507,0:297.11,0.0,0:296.82,0:299.18,0:301.57,0:305.21:2399347:7.85:1,1:302.62:1492559:7.85:0,1:300.84:1110020:7.85:0,1:300.5:1439161:7.85:0,1:302.9:1514298:7.85:0,1:304.59:1255483:7.85:0,1:303.66:1613590:7.85:0,1:304.54:1241527:7.85:0,1:302.24:1760759:7.85:0,1:300.72:1153529:7.85:0,1:300.27:1302385:7.85:0,[1:299.31:1277135:7.85:0
COST_112919P315,0.0,0:296.5,0:298.94,0:295.86,0:299.8507,0:297.11,0.0,0:296.82,0:299.18,0:301.57,0:305.21:2399347:9.2:20,19:302.62:1492559:13.02:1,19:300.84:1110020:13.02:0,19:300.5:1439161:14.1:1,19:302.9:1514298:14.1:0,19:304.59:1255483:14.1:0,19:303.66:1613590:14.1:0,U:304.54:1241527::,21:302.24:1760759:10.99:2,21:300.72:1153529:10.99:0,8:300.27:1302385:10.99:0,[8:299.31:1277135:10.99:0
COST_112919P317.5,0.0,0:296.5,0:298.94,0:295.86,0:299.8329,0:297.11,0.0,0:296.82,0:299.18,0:301.57,0:305.21:2399347:0.0:0,0:302.62:1492559:0.0:0,0:300.84:1110020:0.0:0,0:300.5:1439161:0.0:0,0:302.9:1514298:0.0:0,0:304.59:1255483:0.0:0,0:303.66:1613590:0.0:0,0:304.54:1241527:0.0:0,0:302.24:1760759:0.0:0,0:300.72:1153529:0.0:0,0:300.27:1302385:0.0:0,[0:299.31:1277135:0.0:0
COST_112919P320,0.0,0:296.5,0:298.94,0:295.86,0:299.8329,0:297.11,0.0,0:296.82,0:299.18,0:301.57,0:305.21:2399347:0.0:0,0:302.62:1492559:0.0:0,0:300.84:1110020:0.0:0,0:300.5:1439161:0.0:0,0:302.9:1514298:0.0:0,0:304.59:1255483:0.0:0,0:303.66:1613590:0.0:0,0:304.54:1241527:0.0:0,0:302.24:1760759:0.0:0,0:300.72:1153529:0.0:0,0:300.27:1302385:0.0:0,[0:299.31:1277135:0.0:0
COST_122019P250,31.0,32:296.5,33:298.94,35:295.86,35:299.8329,57:297.11,62.0,362:296.82,363:299.18,459:301.57,351:305.21:2399347:0.24:3,351:302.62:1492559:0.43:12,363:300.84:1110020:0.42:5,361:300.5:1439161:0.42:0,361:302.9:1514298:0.3:62,400:304.59:1255483:0.28:26,426:303.66:1613590:0.2:205,U:304.54:1241527::,554:302.24:1760759:0.23:11,543:300.72:1153529:0.25:2,545:300.27:1302385:0.22:2,546:299.31:1277135:0.18:1
COST_122019P255,37.0,39:296.5,52:298.94,60:295.86,60:299.85,60:297.11,236.0,237:296.82,256:299.18,258:301.57,257:305.21:2399347:0.39:24,250:302.62:1492559:0.54:32,268:300.84:1110020:0.5:4,267:300.5:1439161:0.53:1,267:302.9:1514298:0.4:3,267:304.59:1255483:0.34:1,266:303.66:1613590:0.29:15,256:304.54:1241527:0.24:1,255:302.24:1760759:0.24:0,255:300.72:1153529:0.37:13,268:300.27:1302385:0.37:0,268:299.31:1277135:0.27:8
COST_122019P260,119.0,126:296.5,129:298.94,135:295.86,135:299.85,136:297.11,158.0,158:296.82,164:299.18,164:301.57,364:305.21:2399347:0.62:245,177:302.62:1492559:0.78:4,181:300.84:1110020:0.68:79,226:300.5:1439161:0.74:14,225:302.9:1514298:0.54:16,227:304.59:1255483:0.5:10,231:303.66:1613590:0.38:11,230:304.54:1241527:0.33:50,193:302.24:1760759:0.44:7,193:300.72:1153529:0.45:5,205:300.27:1302385:0.47:7,206:299.31:1277135:0.5:11
COST_122019P265,28.0,31:296.5,49:298.94,54:295.86,64:299.86,69:297.11,74.0,131:296.82,156:299.18,198:301.57,211:305.21:2399347:0.74:18,212:302.62:1492559:0.96:35,237:300.84:1110020:0.88:102,262:300.5:1439161:0.95:7,266:302.9:1514298:0.77:15,271:304.59:1255483:0.66:31,280:303.66:1613590:0.57:23,U:304.54:1241527::,243:302.24:1760759:0.65:15,249:300.72:1153529:0.66:3,U:300.27:1302385:U:U,416:299.31:1277135:0.59:23
COST_122019P270,79.0,119:296.5,167:298.94,166:295.86,175:299.85,186:297.11,193.0,272:296.82,280:299.18,283:301.57,295:305.21:2399347:1.03:50,282:302.62:1492559:1.4:29,295:300.84:1110020:1.23:47,298:300.5:1439161:1.28:40,309:302.9:1514298:1.06:42,333:304.59:1255483:0.89:19,343:303.66:1613590:0.8:110,U:304.54:1241527:1.11:4:304.54:1241527:.1:,472:302.24:1760759:0.92:252,658:300.72:1153529:0.98:14,U:300.27:1302385:U:U,[683:299.31:1277135:0.87:23
COST_122019P275,305.0,322:296.5,395:298.94,411:295.86,449:299.87,588:297.11,596.0,623:296.82,702:299.18,751:301.57,770:305.21:2399347:1.46:87,765:302.62:1492559:1.78:100,758:300.84:1110020:1.67:45,774:300.5:1439161:1.71:80,804:302.9:1514298:1.33:52,804:304.59:1255483:1.21:37,794:303.66:1613590:1.18:200,901:304.54:1241527:1.05:93,909:302.24:1760759:1.3:108,938:300.72:1153529:1.57:35,977:300.27:1302385:1.37:59,[988:299.31:1277135:1.29:69
COST_122019P280,74.0,82:296.5,178:298.94,212:295.86,255:299.85,268:297.11,296.0,361:296.82,383:299.18,373:301.57,396:305.21:2399347:1.9:125,414:302.62:1492559:2.3:113,462:300.84:1110020:2.26:58,494:300.5:1439161:2.36:117,574:302.9:1514298:1.94:105,599:304.59:1255483:1.65:57,637:303.66:1613590:1.63:131,U:304.54:1241527::,850:302.24:1760759:1.89:232,901:300.72:1153529:2.12:108,960:300.27:1302385:1.99:101,[938:299.31:1277135:1.92:106
COST_122019P285,21.0,30:296.5,48:298.94,70:295.86,107:299.81,154:297.11,235.0,278:296.82,824:299.18,859:301.57,847:305.21:2399347:2.59:165,885:302.62:1492559:3.05:73,930:300.84:1110020:3.11:123,979:300.5:1439161:3.25:75,1019:302.9:1514298:2.68:86,1052:304.59:1255483:2.31:33,1067:303.66:1613590:2.36:159,1087:304.54:1241527:2.05:172,1202:302.24:1760759:2.64:150,1310:300.72:1153529:2.98:55,1334:300.27:1302385:2.8:35,[1337:299.31:1277135:2.79:77
COST_122019P290,88.0,97:296.5,117:298.94,144:295.86,183:299.81,187:297.11,240.0,278:296.82,286:299.18,278:301.57,329:305.21:2399347:3.62:454,517:302.62:1492559:4.1:112,537:300.84:1110020:4.34:228,593:300.5:1439161:4.2:114,595:302.9:1514298:3.76:174,636:304.59:1255483:3.2:104,647:303.66:1613590:3.3:180,U:304.54:1241527::,704:302.24:1760759:3.68:238,796:300.72:1153529:4.15:97,797:300.27:1302385:4.1:66,[810:299.31:1277135:3.99:134
COST_122019P295,51.0,91:296.5,138:298.94,98:295.86,101:299.81,115:297.11,155.0,184:296.82,235:299.18,243:301.57,285:305.21:2399347:4.85:166,345:302.62:1492559:5.5:71,361:300.84:1110020:5.77:68,374:300.5:1439161:5.8:866,1026:302.9:1514298:5.09:133,1130:304.59:1255483:4.51:59,1119:303.66:1613590:4.6:55,U:304.54:1241527::,1167:302.24:1760759:5.08:126,1245:300.72:1153529:5.65:110,1279:300.27:1302385:5.8:8,[1278:299.31:1277135:5.6:116
COST_122019P300,41.0,72:296.5,88:298.94,102:295.86,106:299.81,122:297.11,183.0,219:296.82,263:299.18,266:301.57,274:305.21:2399347:6.52:487,594:302.62:1492559:7.25:139,698:300.84:1110020:7.71:186,676:300.5:1439161:8.02:99,645:302.9:1514298:6.85:127,581:304.59:1255483:6.18:55,602:303.66:1613590:6.5:189,653:304.54:1241527:5.75:275,733:302.24:1760759:7.07:162,734:300.72:1153529:7.65:455,827:300.27:1302385:7.8:43,[830:299.31:1277135:7.84:142
COST_122019P305,44.0,44:296.5,45:298.94,46:295.86,46:299.845,61:297.11,55.0,54:296.82,76:299.18,77:301.57,87:305.21:2399347:8.32:73,129:302.62:1492559:9.55:78,157:300.84:1110020:10.06:40,160:300.5:1439161:10.8:25,163:302.9:1514298:9.16:91,173:304.59:1255483:8.5:63,201:303.66:1613590:8.58:154,267:304.54:1241527:7.8:146,304:302.24:1760759:9.35:154,403:300.72:1153529:10.4:120,389:300.27:1302385:10.47:7,[391:299.31:1277135:10.41:40
COST_122019P310,32.0,35:296.5,38:298.94,45:295.86,45:299.845,46:297.11,46.0,46:296.82,46:299.18,44:301.57,44:305.21:2399347:11.0:45,55:302.62:1492559:12.94:11,65:300.84:1110020:13.45:2,65:300.5:1439161:13.13:2,65:302.9:1514298:12.9:1,66:304.59:1255483:11.9:45,84:303.66:1613590:10.6:45,122:304.54:1241527:10.5:14,125:302.24:1760759:12.05:4,123:300.72:1153529:13.3:3,121:300.27:1302385:13.3:0,[121:299.31:1277135:14.27:23
