Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ITRI_011720C100,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C105,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C110,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C115,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C40,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C45,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C50,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C55,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C60,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C65,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C70,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C75,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C80,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:2.55:7,[7:79.66:284881:2.55:0
ITRI_011720C85,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C90,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
ITRI_011720C95,U,U,U,U,U,U,U,U,U,U,0:75.43:212417:0.0:0,0:76.67:178379:0.0:0,0:78.2:196197:0.0:0,0:79.25:360873:0.0:0,[0:79.66:284881:0.0:0
