Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
ON_011720P21,U,U,U,U,U,U,U,U,71:21.48:2410991:1.0:58,114:21.79:4792295:0.8:7,121:21.135:3350592:0.8:0,121:20.77:3115679:1.05:8,129:20.77:3092431:1.25:30,[151:20.81:2351796:1.25:0
ON_011720P22,U,U,U,U,U,U,U,U,747:21.48:2410991:1.48:0,747:21.79:4792295:1.25:309,1047:21.135:3350592:1.4:5,1048:20.77:3115679:1.75:2,1048:20.77:3092431:1.75:0,[1048:20.81:2351796:1.75:0
ON_011720P23,U,U,U,U,U,U,U,U,17:21.48:2410991:1.93:0,17:21.79:4792295:1.93:0,17:21.135:3350592:1.93:0,17:20.77:3115679:2.45:2,17:20.77:3092431:2.45:0,[17:20.81:2351796:2.45:0
ON_011720P24,U,U,U,U,U,U,U,U,12:21.48:2410991:3.45:0,12:21.79:4792295:3.45:0,12:21.135:3350592:3.45:0,12:20.77:3115679:3.45:0,12:20.77:3092431:3.45:0,[12:20.81:2351796:3.45:0
ON_011720P25,U,U,U,U,U,U,U,U,233:21.48:2410991:3.4:0,233:21.79:4792295:3.4:0,233:21.135:3350592:3.4:0,233:20.77:3115679:3.4:0,233:20.77:3092431:3.4:0,[233:20.81:2351796:4.19:10
ON_011720P26,U,U,U,U,U,U,U,U,8:21.48:2410991:7.3:0,8:21.79:4792295:7.3:0,8:21.135:3350592:7.3:0,8:20.77:3115679:7.3:0,8:20.77:3092431:7.3:0,[8:20.81:2351796:7.3:0
ON_011720P27,U,U,U,U,U,U,U,U,0:21.48:2410991:6.57:0,0:21.79:4792295:6.57:0,0:21.135:3350592:6.57:0,0:20.77:3115679:6.57:0,0:20.77:3092431:6.57:0,[0:20.81:2351796:6.57:0
ON_011720P28,U,U,U,U,U,U,U,U,0:21.48:2410991:0.0:0,0:21.79:4792295:0.0:0,0:21.135:3350592:0.0:0,0:20.77:3115679:0.0:0,0:20.77:3092431:0.0:0,[0:20.81:2351796:0.0:0
ON_011720P29,U,U,U,U,U,U,U,U,0:21.48:2410991:0.0:0,0:21.79:4792295:0.0:0,0:21.135:3350592:0.0:0,0:20.77:3115679:0.0:0,0:20.77:3092431:0.0:0,[0:20.81:2351796:0.0:0
ON_011720P30,U,U,U,U,U,U,U,U,0:21.48:2410991:9.22:0,0:21.79:4792295:9.22:0,0:21.135:3350592:9.22:0,0:20.77:3115679:9.22:0,0:20.77:3092431:9.22:0,[0:20.81:2351796:9.22:0
ON_011720P31,U,U,U,U,U,U,U,U,0:21.48:2410991:0.0:0,0:21.79:4792295:0.0:0,0:21.135:3350592:0.0:0,0:20.77:3115679:0.0:0,0:20.77:3092431:0.0:0,0:20.81:2351796:0.0:0
ON_122019P11,U,U,U,U,U,U,U,U,U,U,U,0:20.77:3115679:0.0:0,0:20.77:3092431:0.0:0,[0:20.81:2351796:0.0:0
ON_011720P11,U,U,U,U,U,U,U,U,U,U,U,1:20.77:3115679:0.02:0,1:20.77:3092431:0.02:0,[1:20.81:2351796:0.02:0
