Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
JBL_120619P41,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619P41.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619P42,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619P42.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619P43,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P33.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_121319P34,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.26:3,3:39.59:870370:0.26:0,3:39.1:1020665:0.26:0,3:39.34:929455:0.26:0,3:38.69:1013846:0.26:0,3:39.02:1174741:0.26:0,3:75.43:212417:0.26:0,3:38.73:1214584:0.26:0,3:38.94:770105:0.26:0,3:38.76:1014804:0.26:0,[3:38.64:777620:0.26:0
JBL_121319P34.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.22:1,1:39.59:870370:0.22:0,1:39.1:1020665:0.22:0,1:39.34:929455:0.22:0,1:38.69:1013846:0.22:0,1:39.02:1174741:0.22:0,1:75.43:212417:0.22:0,1:38.73:1214584:0.22:0,U:38.94:770105:U:U,1:38.76:1014804:0.22:0,[1:38.64:777620:0.22:0
JBL_121319P35,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P35.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P36,19:38.45,19:38.93,19:39.12,21:39.18:1975398:0.65:0,21:39.26:834553:0.65:0,21:39.59:870370:0.65:0,21:39.1:1020665:0.65:0,21:39.34:929455:0.65:0,21:38.69:1013846:0.65:0,21:39.02:1174741:0.65:0,21:75.43:212417:0.65:0,21:38.73:1214584:0.65:0,21:38.94:770105:0.65:0,21:38.76:1014804:0.65:0,[21:38.64:777620:0.65:0
JBL_121319P36.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P37,59:38.45,59:38.93,59:39.12,60:39.18:1975398:0.72:0,60:39.26:834553:0.72:0,60:39.59:870370:0.72:0,60:39.1:1020665:0.72:0,60:39.34:929455:0.72:0,60:38.69:1013846:0.72:0,60:39.02:1174741:0.72:0,60:75.43:212417:0.72:0,60:38.73:1214584:0.72:0,60:38.94:770105:0.72:0,60:38.76:1014804:0.72:0,[60:38.64:777620:0.72:0
JBL_121319P37.5,5:38.45,5:38.93,5:39.12,9:39.18:1975398:1.01:0,9:39.26:834553:1.01:0,9:39.59:870370:1.01:0,9:39.1:1020665:1.01:0,9:39.34:929455:1.01:0,9:38.69:1013846:1.01:0,9:39.02:1174741:1.01:0,9:75.43:212417:1.01:0,9:38.73:1214584:1.01:0,9:38.94:770105:0.7:1,10:38.76:1014804:0.7:0,[10:38.64:777620:0.7:0
JBL_121319P38,20:38.45,44:38.93,44:39.12,44:39.18:1975398:1.45:0,44:39.26:834553:1.45:0,44:39.59:870370:1.16:1,45:39.1:1020665:1.16:0,45:39.34:929455:1.16:0,45:38.69:1013846:1.16:0,45:39.02:1174741:1.16:0,45:75.43:212417:1.16:0,45:38.73:1214584:1.16:0,45:38.94:770105:1.16:0,45:38.76:1014804:0.65:1,[46:38.64:777620:0.65:0
JBL_121319P38.5,0:38.45,3:38.93,3:39.12,3:39.18:1975398:1.59:0,3:39.26:834553:1.59:0,3:39.59:870370:1.59:0,3:39.1:1020665:1.59:0,3:39.34:929455:1.59:0,3:38.69:1013846:1.59:0,3:39.02:1174741:1.59:0,3:75.43:212417:1.59:0,3:38.73:1214584:1.59:0,3:38.94:770105:1.59:0,3:38.76:1014804:1.59:0,[3:38.64:777620:1.59:0
JBL_121319P39,0:38.45,12:38.93,12:39.12,12:39.18:1975398:2.05:0,12:39.26:834553:2.05:0,12:39.59:870370:2.05:0,12:39.1:1020665:2.05:0,12:39.34:929455:2.05:0,12:38.69:1013846:2.05:0,12:39.02:1174741:2.05:0,12:75.43:212417:2.05:0,12:38.73:1214584:2.05:0,U:38.94:770105:U:U,12:38.76:1014804:2.05:0,[12:38.64:777620:2.05:0
JBL_121319P39.5,0:38.45,0:38.93,1:39.12,1:39.18:1975398:1.9:0,1:39.26:834553:1.9:0,1:39.59:870370:1.9:0,1:39.1:1020665:1.9:0,1:39.34:929455:1.9:0,1:38.69:1013846:1.9:0,1:39.02:1174741:1.9:0,1:75.43:212417:1.9:0,1:38.73:1214584:1.9:0,1:38.94:770105:1.9:0,1:38.76:1014804:1.9:0,[1:38.64:777620:1.9:0
JBL_121319P40,0:38.45,0:38.93,43:39.12,43:39.18:1975398:2.0:0,43:39.26:834553:2.0:0,43:39.59:870370:2.0:0,43:39.1:1020665:2.0:0,43:39.34:929455:2.0:0,43:38.69:1013846:2.0:0,43:39.02:1174741:2.0:0,43:75.43:212417:2.0:0,43:38.73:1214584:2.0:0,43:38.94:770105:2.0:0,43:38.76:1014804:2.0:0,[43:38.64:777620:2.0:0
JBL_121319P40.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P41,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P41.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P42,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P42.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P43,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P29,128:38.45,128:38.93,128:39.12,128:39.18:1975398:0.08:0,128:39.26:834553:0.08:0,128:39.59:870370:0.08:0,128:39.1:1020665:0.08:0,128:39.34:929455:0.08:0,128:38.69:1013846:0.08:0,128:39.02:1174741:0.08:0,128:75.43:212417:0.08:0,128:38.73:1214584:0.08:0,128:38.94:770105:0.08:0,128:38.76:1014804:0.08:0,128:38.64:777620:0.08:0
JBL_122019P30,38:38.45,38:38.93,38:39.12,52:39.18:1975398:0.08:0,52:39.26:834553:0.08:0,52:39.59:870370:0.08:0,52:39.1:1020665:0.08:0,52:39.34:929455:0.08:0,52:38.69:1013846:0.08:0,52:39.02:1174741:0.08:0,52:75.43:212417:0.08:0,52:38.73:1214584:0.08:0,52:38.94:770105:0.01:1,52:38.76:1014804:0.01:0,52:38.64:777620:0.01:0
JBL_122019P31,62:38.45,62:38.93,62:39.12,62:39.18:1975398:0.38:0,62:39.26:834553:0.12:1,62:39.59:870370:0.12:0,62:39.1:1020665:0.12:0,62:39.34:929455:0.12:0,62:38.69:1013846:0.12:0,62:39.02:1174741:0.12:0,62:75.43:212417:0.12:0,62:38.73:1214584:0.12:0,62:38.94:770105:0.12:0,62:38.76:1014804:0.12:0,62:38.64:777620:0.12:0
JBL_122019P32,81:38.45,81:38.93,81:39.12,81:39.18:1975398:0.35:0,81:39.26:834553:0.35:0,81:39.59:870370:0.35:0,81:39.1:1020665:0.35:0,81:39.34:929455:0.35:0,81:38.69:1013846:0.35:0,81:39.02:1174741:0.35:0,81:75.43:212417:0.35:0,:38.73:1214584:U:U,81:38.94:770105:0.35:0,81:38.76:1014804:0.35:0,81:38.64:777620:0.35:0
JBL_122019P33,28:38.45,28:38.93,28:39.12,28:39.18:1975398:0.5:0,28:39.26:834553:0.5:0,28:39.59:870370:0.5:0,28:39.1:1020665:0.5:0,28:39.34:929455:0.5:0,28:38.69:1013846:0.5:0,28:39.02:1174741:0.5:0,28:75.43:212417:0.5:0,:38.73:1214584:.1:U,28:38.94:770105:0.5:0,28:38.76:1014804:0.5:0,28:38.64:777620:0.12:3
JBL_122019P34,7:38.45,7:38.93,7:39.12,7:39.18:1975398:0.4:2,7:39.26:834553:0.35:5,10:39.59:870370:0.35:0,10:39.1:1020665:0.25:5,14:39.34:929455:0.25:0,14:38.69:1013846:0.25:0,14:39.02:1174741:0.25:0,14:75.43:212417:0.25:0,14:38.73:1214584:0.25:0,14:38.94:770105:0.25:0,14:38.76:1014804:0.25:0,[14:38.64:777620:0.35:4
JBL_122019P35,23:38.45,23:38.93,23:39.12,43:39.18:1975398:0.52:0,43:39.26:834553:0.52:0,43:39.59:870370:0.52:0,43:39.1:1020665:0.52:0,43:39.34:929455:0.52:0,43:38.69:1013846:0.52:0,43:39.02:1174741:0.52:0,43:75.43:212417:0.4:7,50:38.73:1214584:0.5:3,53:38.94:770105:0.5:0,53:38.76:1014804:0.5:0,[53:38.64:777620:0.4:3
JBL_122019P36,44:38.45,44:38.93,54:39.12,61:39.18:1975398:0.85:0,61:39.26:834553:0.72:1,60:39.59:870370:0.72:0,60:39.1:1020665:0.55:2,62:39.34:929455:0.6:3,60:38.69:1013846:0.6:1,61:39.02:1174741:0.6:0,61:75.43:212417:0.55:2,63:38.73:1214584:0.55:0,63:38.94:770105:0.55:38,101:38.76:1014804:0.55:0,[101:38.64:777620:0.55:0
JBL_122019P37,38:38.45,38:38.93,38:39.12,375:39.18:1975398:1.2:0,375:39.26:834553:1.2:0,375:39.59:870370:1.2:0,375:39.1:1020665:1.2:0,375:39.34:929455:1.2:0,375:38.69:1013846:1.2:0,375:39.02:1174741:1.2:0,375:75.43:212417:0.89:34,409:38.73:1214584:1.05:2,409:38.94:770105:0.92:7,419:38.76:1014804:0.8:2,[421:38.64:777620:0.85:3
JBL_122019P38,30:38.45,30:38.93,35:39.12,59:39.18:1975398:1.35:1,60:39.26:834553:1.35:0,60:39.59:870370:1.35:0,60:39.1:1020665:1.35:0,60:39.34:929455:1.35:0,60:38.69:1013846:1.35:0,60:39.02:1174741:1.35:0,60:75.43:212417:1.35:0,60:38.73:1214584:1.35:0,U:38.94:770105:U:U,60:38.76:1014804:1.25:10,[60:38.64:777620:1.25:0
JBL_122019P39,0:38.45,0:38.93,0:39.12,265:39.18:1975398:1.9:0,265:39.26:834553:1.72:9,272:39.59:870370:1.72:0,272:39.1:1020665:1.65:8,277:39.34:929455:1.6:7,280:38.69:1013846:1.75:16,295:39.02:1174741:1.55:1,296:75.43:212417:1.7:6,299:38.73:1214584:1.65:1,299:38.94:770105:1.5:4,300:38.76:1014804:1.5:0,[300:38.64:777620:1.5:0
JBL_122019P40,2:38.45,2:38.93,2:39.12,4:39.18:1975398:2.35:2,3:39.26:834553:2.48:3,5:39.59:870370:2.48:0,5:39.1:1020665:2.11:1,6:39.34:929455:2.11:0,6:38.69:1013846:2.11:0,6:39.02:1174741:2.11:0,6:75.43:212417:2.11:0,6:38.73:1214584:2.11:0,6:38.94:770105:2.11:0,6:38.76:1014804:2.2:15,[21:38.64:777620:2.3:2
JBL_122019P41,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P42,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P43,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019P44,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122019P45,0:38.45,0:38.93,0:39.12,0:39.18:1975398:6.3:2,2:39.26:834553:6.3:0,2:39.59:870370:6.3:0,2:39.1:1020665:6.3:0,2:39.34:929455:6.3:0,2:38.69:1013846:6.3:0,2:39.02:1174741:6.3:0,2:75.43:212417:6.3:0,:38.73:1214584:U:U,2:38.94:770105:6.3:0,2:38.76:1014804:6.3:0,2:38.64:777620:6.3:0
JBL_112219P44.5,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_112919P44,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619P44,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319P43.5,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_112919P44.5,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_120619P44.5,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_121319P44,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122019P46,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,:38.73:1214584:U:U,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112219P45.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122719P34.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P35,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P35.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P36,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P36.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P37,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:1.05:2,2:38.73:1214584:1.05:0,2:38.94:770105:1.05:0,2:38.76:1014804:1.05:0,[2:38.64:777620:1.05:0
JBL_122719P37.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P38,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P38.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P39,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P39.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P40,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P40.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P41,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719P41.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
