Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_112919C95,75:98.48,75:98.72,75:98.16,75:98.64:1476697:6.25:0,75:100.44:1733122:7.3:6,76:100.38:1492618:7.02:2,77:101.59:4126748:7.98:2,77:101.14:7339110:7.1:80,90:98.75:2588345:5.1:10,84:99.42:2686047:4.85:5,89:60.09:2713989:4.0:9,89:96.04:2078849:4.0:0,89:96.41:1478516:4.0:0,[89:97.84:1766997:3.16:7
SWKS_112919C96,1:98.48,1:98.72,1:98.16,1:98.64:1476697:1.5:0,1:100.44:1733122:1.5:0,1:100.38:1492618:1.5:0,1:101.59:4126748:7.5:3,2:101.14:7339110:5.14:8,4:98.75:2588345:5.14:0,4:99.42:2686047:4.1:10,U:60.09:2713989::,17:96.04:2078849:1.65:71,63:96.41:1478516:1.76:17,[70:97.84:1766997:2.02:14
SWKS_112919C97,18:98.48,18:98.72,18:98.16,22:98.64:1476697:4.0:0,22:100.44:1733122:4.0:0,22:100.38:1492618:4.0:0,22:101.59:4126748:6.8:2,24:101.14:7339110:6.8:0,24:98.75:2588345:6.8:0,24:99.42:2686047:6.8:0,U:60.09:2713989::,40:96.04:2078849:1.0:157,167:96.41:1478516:1.05:514,[419:97.84:1766997:1.6:122
SWKS_112919C97.5,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:6.81:2,2:101.14:7339110:4.7:2,2:98.75:2588345:3.3:1,2:99.42:2686047:3.1:3,5:60.09:2713989:3.1:0,15:96.04:2078849:1.35:8,16:96.41:1478516:1.05:17,[29:97.84:1766997:1.38:78
SWKS_112919C98,16:98.48,98:98.72,103:98.16,103:98.64:1476697:3.85:104,108:100.44:1733122:5.3:33,112:100.38:1492618:4.8:26,123:101.59:4126748:6.1:25,129:101.14:7339110:4.12:18,126:98.75:2588345:2.66:12,126:99.42:2686047:2.7:4,U:60.09:2713989::,136:96.04:2078849:0.75:88,176:96.41:1478516:0.78:24,[197:97.84:1766997:1.15:39
SWKS_112919C100,16:98.48,15:98.72,50:98.16,53:98.64:1476697:2.75:5,55:100.44:1733122:4.0:147,167:100.38:1492618:3.8:157,306:101.59:4126748:4.8:94,307:101.14:7339110:2.55:176,264:98.75:2588345:1.5:66,286:99.42:2686047:1.5:25,292:60.09:2713989:1.1:47,321:96.04:2078849:0.25:50,328:96.41:1478516:0.28:3,[328:97.84:1766997:0.4:154
SWKS_112919C105,9:98.48,11:98.72,25:98.16,35:98.64:1476697:1.1:4,37:100.44:1733122:1.9:23,37:100.38:1492618:1.65:203,234:101.59:4126748:2.45:64,266:101.14:7339110:0.95:5,267:98.75:2588345:0.28:25,258:99.42:2686047:0.25:9,259:60.09:2713989:0.09:20,253:96.04:2078849:0.08:0,253:96.41:1478516:0.08:0,[253:97.84:1766997:0.08:0
SWKS_112919C106,0:98.48,1:98.72,1:98.16,7:98.64:1476697:0.9:0,7:100.44:1733122:0.9:0,7:100.38:1492618:0.9:0,7:101.59:4126748:2.11:16,19:101.14:7339110:2.11:0,19:98.75:2588345:0.2:4,22:99.42:2686047:0.19:1,23:60.09:2713989:0.19:0,23:96.04:2078849:0.19:0,23:96.41:1478516:0.19:0,23:97.84:1766997:0.19:0
SWKS_112919C107,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.86:1,1:100.44:1733122:0.86:0,1:100.38:1492618:1.15:1,2:101.59:4126748:1.79:22,17:101.14:7339110:0.25:1,17:98.75:2588345:0.25:0,17:99.42:2686047:0.1:1,16:60.09:2713989:0.1:0,16:96.04:2078849:0.1:0,U:96.41:1478516:U:U,16:97.84:1766997:0.1:0
SWKS_112919C108,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.65:4,0:100.44:1733122:0.65:0,0:100.38:1492618:0.95:6,5:101.59:4126748:1.45:26,22:101.14:7339110:0.25:9,22:98.75:2588345:0.11:2,22:99.42:2686047:0.11:0,U:60.09:2713989::,22:96.04:2078849:0.11:0,22:96.41:1478516:0.11:0,22:97.84:1766997:0.11:0
