Symbol,20191028,20191029,20191030,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
RDFN_122019P25,0:18.29,10:29:2019,0:17.81,0.0,0:18.37,0:18.885,0:18.54,0:17.95:4133678:0.0:0,0:20.19:3352746:0.0:0,0:20.76:1701802:0.0:0,0:20.41:1043924:0.0:0,0:20.08:1218601:0.0:0,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_122019P26,U,U,U,U,U,U,U,U,U,U,0:20.41:1043924:0.0:0,0:20.08:1218601:0.0:0,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P11,U,U,U,U,U,U,U,U,U,U,U,U,6:20.35:1706942:0.25:0,6:20.3:1143737:0.25:0,6:20.14:917198:0.25:0,6:20.495:2033383:0.25:0,6:20.67:2434260:0.25:0,[6:20.09:961638:0.25:0
RDFN_011720P12,U,U,U,U,U,U,U,U,U,U,U,U,207:20.35:1706942:0.35:0,207:20.3:1143737:0.1:10,197:20.14:917198:0.1:20,197:20.495:2033383:0.1:0,197:20.67:2434260:0.1:0,[197:20.09:961638:0.1:0
RDFN_011720P13,U,U,U,U,U,U,U,U,U,U,U,U,124:20.35:1706942:0.15:0,124:20.3:1143737:0.15:0,124:20.14:917198:0.15:0,124:20.495:2033383:0.15:0,124:20.67:2434260:0.15:0,[124:20.09:961638:0.15:0
RDFN_011720P14,U,U,U,U,U,U,U,U,U,U,U,U,94:20.35:1706942:0.12:0,94:20.3:1143737:0.12:0,94:20.14:917198:0.12:0,94:20.495:2033383:0.12:0,94:20.67:2434260:0.12:0,[94:20.09:961638:0.12:0
RDFN_011720P15,U,U,U,U,U,U,U,U,U,U,U,U,376:20.35:1706942:0.17:0,376:20.3:1143737:0.15:20,376:20.14:917198:0.15:0,376:20.495:2033383:0.12:10,379:20.67:2434260:0.12:4,[375:20.09:961638:0.12:0
RDFN_011720P16,U,U,U,U,U,U,U,U,U,U,U,U,994:20.35:1706942:0.22:15,1009:20.3:1143737:0.22:0,1009:20.14:917198:0.22:0,1034:20.495:2033383:0.21:0,1034:20.67:2434260:0.21:0,[1034:20.09:961638:0.21:0
RDFN_011720P17,U,U,U,U,U,U,U,U,U,U,U,U,191:20.35:1706942:0.3:0,191:20.3:1143737:0.3:0,191:20.14:917198:0.3:0,190:20.495:2033383:0.36:0,190:20.67:2434260:0.36:0,[190:20.09:961638:0.36:0
RDFN_011720P18,U,U,U,U,U,U,U,U,U,U,U,U,543:20.35:1706942:0.57:6,544:20.3:1143737:0.55:3,546:20.14:917198:0.55:0,546:20.495:2033383:0.54:2,547:20.67:2434260:0.43:6,[541:20.09:961638:0.45:1
RDFN_011720P19,U,U,U,U,U,U,U,U,U,U,U,U,20:20.35:1706942:0.86:1,20:20.3:1143737:0.86:0,20:20.14:917198:0.86:0,20:20.495:2033383:0.85:1,20:20.67:2434260:0.62:3,[20:20.09:961638:0.82:3
RDFN_011720P20,U,U,U,U,U,U,U,U,U,U,U,U,62:20.35:1706942:1.4:0,62:20.3:1143737:1.2:18,70:20.14:917198:1.25:21,89:20.495:2033383:1.4:1,88:20.67:2434260:0.92:4,[92:20.09:961638:1.1:10
RDFN_011720P21,U,U,U,U,U,U,U,U,U,U,U,U,10:20.35:1706942:1.8:3,12:20.3:1143737:1.7:10,22:20.14:917198:1.7:0,22:20.495:2033383:1.83:1,23:20.67:2434260:1.58:1,[23:20.09:961638:1.65:10
RDFN_011720P22,U,U,U,U,U,U,U,U,U,U,U,U,75:20.35:1706942:2.4:2,75:20.3:1143737:2.4:0,75:20.14:917198:2.4:0,75:20.495:2033383:2.4:0,75:20.67:2434260:2.4:0,[75:20.09:961638:2.4:0
RDFN_011720P23,U,U,U,U,U,U,U,U,U,U,U,U,1:20.35:1706942:4.6:0,1:20.3:1143737:4.6:0,1:20.14:917198:4.6:0,1:20.495:2033383:4.6:0,1:20.67:2434260:4.6:0,[1:20.09:961638:4.6:0
RDFN_011720P24,U,U,U,U,U,U,U,U,U,U,U,U,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P25,U,U,U,U,U,U,U,U,U,U,U,U,55:20.35:1706942:6.8:0,55:20.3:1143737:6.8:0,55:20.14:917198:6.8:0,55:20.495:2033383:6.8:0,55:20.67:2434260:6.8:0,[55:20.09:961638:6.8:0
RDFN_011720P26,U,U,U,U,U,U,U,U,U,U,U,U,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P27,U,U,U,U,U,U,U,U,U,U,U,U,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P28,U,U,U,U,U,U,U,U,U,U,U,U,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P29,U,U,U,U,U,U,U,U,U,U,U,U,0:20.35:1706942:0.0:0,0:20.3:1143737:0.0:0,0:20.14:917198:0.0:0,0:20.495:2033383:0.0:0,0:20.67:2434260:0.0:0,[0:20.09:961638:0.0:0
RDFN_011720P30,U,U,U,U,U,U,U,U,U,U,U,U,11:20.35:1706942:15.0:0,11:20.3:1143737:15.0:0,11:20.14:917198:15.0:0,11:20.495:2033383:15.0:0,11:20.67:2434260:15.0:0,[11:20.09:961638:15.0:0
