Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120
CRM_122019C140,499:161.11:3265029:22.2:14,500:161.78:3536960:22.2:0,500:162.86:3697018:23.76:3,501:162.6:5383958:23.99:2,503:163.05:3705452:24.32:2,505:163.21:3653186:23.77:23,507:162.77:5557347:23.1:175,378:163.96:4950800:24.67:177,U:300.72:1153529:U:U
CRM_122019C145,2635:161.11:3265029:17.5:7,2635:161.78:3536960:18.36:8,2630:162.86:3697018:19.65:5,2630:162.6:5383958:19.85:1,2630:163.05:3705452:19.4:3,2628:163.21:3653186:19.06:10,2628:162.77:5557347:18.25:87,2643:163.96:4950800:19.5:3,2644:300.72:1153529:18.75:15
CRM_122019C150,5467:161.11:3265029:13.45:23,5465:161.78:3536960:13.64:33,5478:162.86:3697018:14.32:36,5463:162.6:5383958:14.65:14,5471:163.05:3705452:15.0:20,5482:163.21:3653186:14.6:631,5459:162.77:5557347:14.9:142,5347:163.96:4950800:15.41:10,5346:300.72:1153529:14.51:13
CRM_122019C155,3668:161.11:3265029:10.0:814,2916:161.78:3536960:10.04:42,2923:162.86:3697018:10.8:103,2892:162.6:5383958:10.75:102,2872:163.05:3705452:11.22:44,2886:163.21:3653186:10.39:28,2903:162.77:5557347:10.62:69,2896:163.96:4950800:11.75:16,2896:300.72:1153529:11.26:23
CRM_122019C160,5398:161.11:3265029:6.9:1321,4305:161.78:3536960:7.15:108,4325:162.86:3697018:7.38:126,4322:162.6:5383958:7.5:291,4288:163.05:3705452:7.46:97,4288:163.21:3653186:7.19:67,4291:162.77:5557347:7.45:157,4284:163.96:4950800:8.31:193,4306:300.72:1153529:7.95:603
CRM_122019C165,4417:161.11:3265029:4.45:462,4193:161.78:3536960:4.6:730,4711:162.86:3697018:4.85:541,4798:162.6:5383958:4.75:680,5215:163.05:3705452:4.8:1253,6171:163.21:3653186:4.45:1876,6882:162.77:5557347:4.63:2239,6574:163.96:4950800:5.47:354,6726:300.72:1153529:5.04:2607
CRM_122019C170,1658:161.11:3265029:2.63:58,1677:161.78:3536960:2.66:93,1712:162.86:3697018:2.89:139,1729:162.6:5383958:2.82:170,1776:163.05:3705452:2.86:1605,2839:163.21:3653186:2.47:391,2885:162.77:5557347:2.72:2659,4927:163.96:4950800:3.3:173,4985:300.72:1153529:2.85:609
CRM_122019C175,593:161.11:3265029:1.39:31,613:161.78:3536960:1.45:24,623:162.86:3697018:1.58:179,569:162.6:5383958:1.54:98,621:163.05:3705452:1.5:78,632:163.21:3653186:1.18:110,706:162.77:5557347:1.47:176,729:163.96:4950800:1.8:196,780:300.72:1153529:1.5:146
CRM_122019C180,2554:161.11:3265029:0.73:106,2559:161.78:3536960:0.8:17,2571:162.86:3697018:0.8:27,2586:162.6:5383958:0.76:83,2578:163.05:3705452:0.84:504,3080:163.21:3653186:0.54:542,3564:162.77:5557347:0.76:59,3601:163.96:4950800:0.91:154,3555:300.72:1153529:0.72:3005
CRM_122019C185,12:161.11:3265029:0.32:10,22:161.78:3536960:0.32:0,22:162.86:3697018:0.5:8,29:162.6:5383958:0.36:34,60:163.05:3705452:0.41:2,61:163.21:3653186:0.23:15,70:162.77:5557347:0.35:8,77:163.96:4950800:0.42:23,95:300.72:1153529:0.41:6
CRM_122019C190,14:161.11:3265029:0.2:6,20:161.78:3536960:0.19:5,25:162.86:3697018:0.27:1,26:162.6:5383958:0.18:8,29:163.05:3705452:0.18:0,29:163.21:3653186:0.14:5,32:162.77:5557347:0.25:7,37:163.96:4950800:0.2:8,42:300.72:1153529:0.1:7
CRM_122019C195,3:161.11:3265029:0.09:0,3:161.78:3536960:0.09:0,3:162.86:3697018:0.09:0,3:162.6:5383958:0.09:0,3:163.05:3705452:0.09:0,3:163.21:3653186:0.09:0,3:162.77:5557347:0.03:2,3:163.96:4950800:0.03:0,3:300.72:1153529:0.03:0
CRM_122019C200,5:161.11:3265029:0.18:0,5:161.78:3536960:0.18:0,5:162.86:3697018:0.18:0,5:162.6:5383958:0.18:0,5:163.05:3705452:0.18:0,5:163.21:3653186:0.18:0,5:162.77:5557347:0.18:0,5:163.96:4950800:0.18:0,U:300.72:1153529:U:U
CRM_122719C145,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,0:300.72:1153529:0.0:0
CRM_122719C146,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,0:300.72:1153529:0.0:0
CRM_122719C147,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,0:300.72:1153529:0.0:0
CRM_122719C148,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,U:300.72:1153529:U:U
CRM_122719C149,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:14.88:5,5:162.77:5557347:14.88:0,5:163.96:4950800:14.88:0,5:300.72:1153529:14.88:0
CRM_122719C150,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:15.08:1,1:163.21:3653186:15.08:0,1:162.77:5557347:15.08:0,1:163.96:4950800:15.08:0,1:300.72:1153529:15.08:0
CRM_122719C152.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:13.88:2,2:162.6:5383958:13.88:0,2:163.05:3705452:12.88:2,4:163.21:3653186:12.01:1,5:162.77:5557347:12.01:0,5:163.96:4950800:14.04:19,22:300.72:1153529:14.35:1
CRM_122719C155,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:12.0:4,4:162.6:5383958:11.25:10,14:163.05:3705452:11.25:0,14:163.21:3653186:10.75:39,39:162.77:5557347:11.1:5,39:163.96:4950800:11.1:0,39:300.72:1153529:11.1:0
CRM_122719C157.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:10.13:3,3:162.6:5383958:10.13:0,3:163.05:3705452:10.13:0,3:163.21:3653186:10.13:0,3:162.77:5557347:10.13:0,3:163.96:4950800:10.13:0,U:300.72:1153529:U:U
CRM_122719C160,0:161.11:3265029:0.0:0,0:161.78:3536960:7.5:1,1:162.86:3697018:7.5:0,1:162.6:5383958:7.85:1,2:163.05:3705452:7.85:0,2:163.21:3653186:7.35:26,27:162.77:5557347:7.35:0,27:163.96:4950800:7.35:0,27:300.72:1153529:9.1:20
CRM_122719C162.5,0:161.11:3265029:5.75:11,7:161.78:3536960:6.2:23,15:162.86:3697018:6.65:14,19:162.6:5383958:6.25:12,20:163.05:3705452:6.68:6,26:163.21:3653186:6.0:8,34:162.77:5557347:5.8:7,30:163.96:4950800:7.0:67,58:300.72:1153529:6.8:22
CRM_122719C165,4:161.11:3265029:3.85:3,7:161.78:3536960:4.7:18,25:162.86:3697018:4.9:13,25:162.6:5383958:4.9:14,26:163.05:3705452:5.4:13,26:163.21:3653186:4.58:29,38:162.77:5557347:4.95:21,50:163.96:4950800:5.15:48,84:300.72:1153529:5.25:57
CRM_122719C167.5,0:161.11:3265029:2.94:1,1:161.78:3536960:3.65:29,28:162.86:3697018:4.3:17,41:162.6:5383958:4.0:10,34:163.05:3705452:4.27:11,39:163.21:3653186:3.57:17,52:162.77:5557347:3.8:5,55:163.96:4950800:4.45:4,58:300.72:1153529:4.15:50
CRM_122719C170,0:161.11:3265029:2.88:8,6:161.78:3536960:2.79:204,203:162.86:3697018:3.57:1,204:162.6:5383958:3.09:16,220:163.05:3705452:3.08:8,215:163.21:3653186:2.78:239,312:162.77:5557347:2.92:31,323:163.96:4950800:3.38:12,329:300.72:1153529:3.74:56
CRM_122719C172.5,0:161.11:3265029:2.16:2,2:161.78:3536960:2.18:17,17:162.86:3697018:2.44:8,25:162.6:5383958:2.27:16,19:163.05:3705452:2.5:211,141:163.21:3653186:1.94:231,353:162.77:5557347:2.16:1,353:163.96:4950800:2.16:0,353:300.72:1153529:2.81:1
CRM_122719C175,0:161.11:3265029:0.0:0,0:161.78:3536960:1.73:113,113:162.86:3697018:1.65:9,115:162.6:5383958:1.74:73,164:163.05:3705452:1.85:63,176:163.21:3653186:1.61:8,181:162.77:5557347:1.55:11,189:163.96:4950800:1.7:23,U:300.72:1153529:U:U
CRM_122719C177.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:1.37:1,1:162.6:5383958:1.18:6,7:163.05:3705452:1.18:0,7:163.21:3653186:0.94:5,12:162.77:5557347:1.12:1,12:163.96:4950800:1.12:0,12:300.72:1153529:1.12:0
CRM_122719C180,0:161.11:3265029:0.0:0,0:161.78:3536960:0.91:1,1:162.86:3697018:1.03:10,11:162.6:5383958:1.03:0,11:163.05:3705452:0.99:14,24:163.21:3653186:0.66:5,24:162.77:5557347:0.72:5,24:163.96:4950800:0.95:11,U:300.72:1153529:U:U
CRM_122719C182.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.64:2,2:162.86:3697018:0.75:16,18:162.6:5383958:0.69:1,19:163.05:3705452:0.69:0,19:163.21:3653186:0.69:0,19:162.77:5557347:0.69:0,19:163.96:4950800:0.69:0,U:300.72:1153529:U:U
CRM_122719C185,0:161.11:3265029:0.47:2,2:161.78:3536960:0.47:0,2:162.86:3697018:0.54:60,62:162.6:5383958:0.44:2,64:163.05:3705452:0.44:0,64:163.21:3653186:0.4:1,63:162.77:5557347:0.4:1,64:163.96:4950800:0.39:1,64:300.72:1153529:0.52:1
CRM_112219C187.5,U,U,100:162.86:3697018:0.04:0,100:162.6:5383958:0.04:0,100:163.05:3705452:0.04:0,100:163.21:3653186:0.04:1,101:162.77:5557347:0.04:0,101:163.96:4950800:0.04:0,101:300.72:1153529:0.04:0
CRM_112919C187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,0:300.72:1153529:0.0:0
CRM_120619C187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.18:1,1:300.72:1153529:0.18:0
CRM_121319C187.5,U,U,0:162.86:3697018:0.21:2,2:162.6:5383958:0.21:0,2:163.05:3705452:0.21:0,2:163.21:3653186:0.21:0,2:162.77:5557347:0.21:0,2:163.96:4950800:0.21:0,2:300.72:1153529:0.21:0
CRM_122719C190,U,U,0:162.86:3697018:0.23:0,0:162.6:5383958:0.23:0,0:163.05:3705452:0.23:0,0:163.21:3653186:0.23:0,0:162.77:5557347:0.23:0,0:163.96:4950800:0.23:0,0:300.72:1153529:0.23:0
CRM_011720C115,U,U,U,U,355:163.05:3705452:39.5:0,355:163.21:3653186:39.5:0,355:162.77:5557347:39.5:0,355:163.96:4950800:39.5:0,"355, 124:300.72:1153529:39.5, 62.75:0, 0"
CRM_011720C120,U,U,U,U,776:163.05:3705452:44.0:0,776:163.21:3653186:43.6:3,775:162.77:5557347:43.55:1,775:163.96:4950800:43.45:3,"772, 106:300.72:1153529:43.45, 51.0:0, 0"
CRM_011720C125,U,U,U,U,629:163.05:3705452:39.25:10,629:163.21:3653186:39.25:0,629:162.77:5557347:39.25:0,629:163.96:4950800:39.95:2,"628, 87:300.72:1153529:39.95, 34.5:0, 0"
CRM_011720C130,U,U,U,U,20707:163.05:3705452:34.0:2,20706:163.21:3653186:33.9:7,20707:162.77:5557347:33.9:0,20707:163.96:4950800:33.9:0,"20707, 159:300.72:1153529:33.31, 44.64:4, 0"
CRM_011720C135,U,U,U,U,553:163.05:3705452:29.07:0,553:163.21:3653186:28.95:2,552:162.77:5557347:29.06:8,547:163.96:4950800:30.0:1,"547, 38:300.72:1153529:28.93, 29.55:5, 0"
CRM_011720C140,U,U,U,U,1690:163.05:3705452:24.54:26,1667:163.21:3653186:24.2:11,1663:162.77:5557347:24.15:51,1638:163.96:4950800:25.7:3,"1636, 79:300.72:1153529:27.15, 37.3:6, 0"
CRM_011720C145,U,U,U,U,1854:163.05:3705452:20.3:15,1859:163.21:3653186:19.85:8,1859:162.77:5557347:19.78:29,1863:163.96:4950800:20.98:15,"1867, 158:300.72:1153529:22.6, 30.75:15, 0"
CRM_011720C150,U,U,U,U,2703:163.05:3705452:15.9:13,2692:163.21:3653186:15.58:31,2686:162.77:5557347:15.7:92,2674:163.96:4950800:16.6:28,"2667, 221:300.72:1153529:16.55, 18.3:139, 0"
CRM_011720C155,U,U,U,U,2075:163.05:3705452:12.64:37,2069:163.21:3653186:11.95:45,2068:162.77:5557347:12.0:30,2074:163.96:4950800:12.95:61,"2065, 56:300.72:1153529:12.1, 19.52:78, 0"
CRM_011720C160,U,U,U,U,3758:163.05:3705452:9.1:85,3745:163.21:3653186:8.63:894,4186:162.77:5557347:8.69:115,4161:163.96:4950800:9.65:280,"4317, 78:300.72:1153529:9.3, 20.79:263, 0"
CRM_011720C165,U,U,U,U,2608:163.05:3705452:6.38:150,2676:163.21:3653186:5.9:197,2705:162.77:5557347:6.0:590,2685:163.96:4950800:6.85:350,"2726, 55:300.72:1153529:6.45, 20.0:420, 30"
CRM_011720C170,U,U,U,U,5905:163.05:3705452:4.25:312,6016:163.21:3653186:3.74:166,6080:162.77:5557347:4.01:453,5936:163.96:4950800:4.6:322,U:300.72:1153529:U:U
CRM_011720C175,U,U,U,U,3036:163.05:3705452:2.77:32,3043:163.21:3653186:2.28:60,3063:162.77:5557347:2.51:591,2787:163.96:4950800:2.89:73,U:300.72:1153529:U:U
CRM_011720C180,U,U,U,U,1828:163.05:3705452:1.6:736,2518:163.21:3653186:1.27:74,2537:162.77:5557347:1.5:603,2243:163.96:4950800:1.76:156,"2276, 17:300.72:1153529:1.39, 6.0:88, 0"
CRM_011720C185,U,U,U,U,2113:163.05:3705452:0.98:57,2071:163.21:3653186:0.72:45,2071:162.77:5557347:0.86:14,2079:163.96:4950800:1.02:27,U:300.72:1153529:U:U
CRM_011720C190,U,U,U,U,891:163.05:3705452:0.57:30,861:163.21:3653186:0.57:0,861:162.77:5557347:0.47:10,860:163.96:4950800:0.55:17,U:300.72:1153529:U:U
CRM_011720C195,U,U,U,U,1024:163.05:3705452:0.18:0,1024:163.21:3653186:0.18:0,1024:162.77:5557347:0.23:5,1027:163.96:4950800:0.26:4,"1031, 2:300.72:1153529:0.24, 1.95:3, 0"
CRM_011720C200,U,U,U,U,2849:163.05:3705452:0.17:0,2849:163.21:3653186:0.17:0,2849:162.77:5557347:0.14:301,3040:163.96:4950800:0.15:4,U:300.72:1153529:U:U
CRM_011720C210,U,U,U,U,826:163.05:3705452:0.06:0,826:163.21:3653186:0.06:0,826:162.77:5557347:0.06:0,826:163.96:4950800:0.06:0,U:300.72:1153529:U:U
CRM_011720C220,U,U,U,U,487:163.05:3705452:0.04:0,487:163.21:3653186:0.04:0,487:162.77:5557347:0.04:0,487:163.96:4950800:0.04:0,"487, 0:300.72:1153529:0.04, 0.0:0, 0"
CRM_122719C187.5,U,U,U,U,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950800:0.0:0,U:300.72:1153529:U:U
CRM_122019C152.5,U,U,U,U,U,U,0:162.77:5557347:12.57:6,1:163.96:4950800:12.57:0,1:300.72:1153529:12.57:0
CRM_122019C157.5,U,U,U,U,U,U,0:162.77:5557347:8.7:30,30:163.96:4950800:9.75:45,U:300.72:1153529:U:U
CRM_122019C162.5,U,U,U,U,U,U,0:162.77:5557347:5.95:340,212:163.96:4950800:6.78:536,337:300.72:1153529:6.3:83
CRM_122019C167.5,U,U,U,U,U,U,0:162.77:5557347:3.67:47,46:163.96:4950800:4.25:91,121:300.72:1153529:3.3:420
CRM_122019C172.5,U,U,U,U,U,U,0:162.77:5557347:2.01:28,27:163.96:4950800:2.49:89,U:300.72:1153529:U:U
CRM_122019C177.5,U,U,U,U,U,U,0:162.77:5557347:1.1:15,13:163.96:4950800:1.33:17,29:300.72:1153529:1.05:911
CRM_122019C182.5,U,U,U,U,U,U,0:162.77:5557347:0.48:10,10:163.96:4950800:0.66:39,49:300.72:1153529:0.4:75
