Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ASML_122019C340,0:267.29:746548:0.0:0,0:266.72:451739:0.0:0,0:267.37:311839:0.0:0,0:269.92:422683:0.0:0,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_122019C350,0:267.29:746548:0.0:0,0:266.72:451739:0.0:0,0:267.37:311839:0.0:0,0:269.92:422683:0.0:0,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_122019C360,0:267.29:746548:0.0:0,0:266.72:451739:0.0:0,0:267.37:311839:0.0:0,0:269.92:422683:0.0:0,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_011720C185,U,U,U,U,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_011720C190,U,U,U,U,14:269.73:538341:78.1:0,14:274.97:667788:78.1:0,14:273.47:440469:78.1:0,14:271.55:465304:78.1:0,14:269.48:321348:78.1:0,14:267.03:655737:78.1:0,[14:266.22:616597:78.1:0
ASML_011720C195,U,U,U,U,11:269.73:538341:17.3:0,11:274.97:667788:17.3:0,11:273.47:440469:17.3:0,11:271.55:465304:76.1:7,14:269.48:321348:76.1:0,14:267.03:655737:76.1:0,[14:266.22:616597:76.1:0
ASML_011720C200,U,U,U,U,65:269.73:538341:48.24:0,65:274.97:667788:48.24:0,65:273.47:440469:48.24:0,65:271.55:465304:71.2:7,65:269.48:321348:71.2:0,65:267.03:655737:71.2:0,[65:266.22:616597:71.2:0
ASML_011720C210,U,U,U,U,171:269.73:538341:60.9:0,171:274.97:667788:60.9:0,171:273.47:440469:60.9:0,171:271.55:465304:61.4:7,178:269.48:321348:61.4:0,178:267.03:655737:61.4:0,[178:266.22:616597:61.4:0
ASML_011720C220,U,U,U,U,132:269.73:538341:50.84:0,132:274.97:667788:50.84:0,132:273.47:440469:50.84:0,132:271.55:465304:50.84:0,132:269.48:321348:50.84:0,132:267.03:655737:50.84:0,[132:266.22:616597:50.84:0
ASML_011720C230,U,U,U,U,339:269.73:538341:39.9:0,339:274.97:667788:39.9:0,339:273.47:440469:39.9:0,339:271.55:465304:39.9:0,339:269.48:321348:39.9:0,339:267.03:655737:39.9:0,[339:266.22:616597:39.9:0
ASML_011720C240,U,U,U,U,133:269.73:538341:31.2:0,133:274.97:667788:31.2:0,133:273.47:440469:31.2:0,133:271.55:465304:31.2:0,133:269.48:321348:31.2:0,132:267.03:655737:30.1:2,[130:266.22:616597:30.1:0
ASML_011720C250,U,U,U,U,219:269.73:538341:24.6:0,219:274.97:667788:28.09:3,218:273.47:440469:28.09:0,218:271.55:465304:25.95:1,219:269.48:321348:25.95:0,219:267.03:655737:25.95:0,[219:266.22:616597:20.4:1
ASML_011720C260,U,U,U,U,339:269.73:538341:16.05:1,340:274.97:667788:20.5:4,343:273.47:440469:20.2:5,340:271.55:465304:17.93:4,339:269.48:321348:16.4:25,359:267.03:655737:14.4:21,[363:266.22:616597:14.4:0
ASML_011720C270,U,U,U,U,390:269.73:538341:11.0:95,388:274.97:667788:13.3:52,383:273.47:440469:12.6:92,390:271.55:465304:10.7:23,396:269.48:321348:9.7:1,396:267.03:655737:9.7:0,[396:266.22:616597:7.6:38
ASML_011720C280,U,U,U,U,177:269.73:538341:6.1:326,416:274.97:667788:7.73:9,422:273.47:440469:7.73:0,422:271.55:465304:6.4:3,421:269.48:321348:6.4:0,421:267.03:655737:4.7:20,[429:266.22:616597:3.9:11
ASML_011720C290,U,U,U,U,74:269.73:538341:2.7:0,74:274.97:667788:4.5:6,75:273.47:440469:3.7:2,75:271.55:465304:2.95:12,86:269.48:321348:2.95:0,86:267.03:655737:2.25:1,[85:266.22:616597:2.25:0
ASML_011720C300,U,U,U,U,113:269.73:538341:1.29:0,113:274.97:667788:1.29:0,113:273.47:440469:1.75:34,147:271.55:465304:1.29:16,158:269.48:321348:1.35:5,159:267.03:655737:1.0:44,[197:266.22:616597:1.0:0
ASML_011720C310,U,U,U,U,13:269.73:538341:0.5:0,13:274.97:667788:0.5:0,13:273.47:440469:0.75:14,21:271.55:465304:0.75:0,21:269.48:321348:0.55:6,27:267.03:655737:0.55:0,[27:266.22:616597:0.55:0
ASML_011720C320,U,U,U,U,15:269.73:538341:0.35:0,15:274.97:667788:0.35:0,15:273.47:440469:0.35:1,16:271.55:465304:0.35:0,16:269.48:321348:0.35:0,16:267.03:655737:0.35:0,[16:266.22:616597:0.35:0
ASML_122019C370,U,U,U,U,U,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,0:266.22:616597:0.0:0
