Symbol,20191023,20191024,20191025,20191028,20191029,20191030,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
ROKU_122019C80,1.0,4:131.22,0:133.74,6:146.88,6:147.24,6:149.5967,7.0,7:140.51,7:139.57,10:141.05,10:118.46:52644159:59.27:0,10:121.94:19173380:59.27:0,10:129.21:20638338:59.27:0,10:135.35:24213386:59.27:0,10:142.37:20539499:54.96:1,11:148.7:26177439:54.96:0,11:157.3:26521332:71.32:10,21:160.12:27647305:71.32:0,21:158.93:25639047:71.32:0,21:155.91:21562539:80.66:1,20:158.75:14819880:78.64:1
ROKU_122019C85,8.0,8:131.22,0:133.74,11:146.88,11:147.24,11:149.5967,11.0,16:140.51,17:139.57,17:141.05,17:118.46:52644159:35.57:8,21:121.94:19173380:35.57:0,21:129.21:20638338:41.65:20,39:135.35:24213386:41.65:0,39:142.37:20539499:41.65:0,39:148.7:26177439:41.65:0,39:157.3:26521332:70.83:11,40:160.12:27647305:70.83:0,40:158.93:25639047:70.83:0,40:155.91:21562539:73.35:4,40:158.75:14819880:73.35:0
ROKU_122019C90,1.0,1:131.22,0:133.74,1:146.88,1:147.24,1:149.5967,1.0,5:140.51,8:139.57,9:141.05,18:118.46:52644159:29.83:5,20:121.94:19173380:29.83:0,20:129.21:20638338:37.17:3,21:135.35:24213386:44.0:2,20:142.37:20539499:44.0:0,20:148.7:26177439:59.2:12,15:157.3:26521332:65.76:1,15:160.12:27647305:65.76:0,15:158.93:25639047:65.76:0,15:155.91:21562539:65.76:0,15:158.75:14819880:65.76:0
ROKU_122019C95,4.0,5:131.22,0:133.74,10:146.88,10:147.24,10:149.6401,11.0,21:140.51,21:139.57,21:141.05,20:118.46:52644159:29.1:2,21:121.94:19173380:29.1:0,21:129.21:20638338:29.1:0,21:135.35:24213386:37.49:1,22:142.37:20539499:37.49:0,22:148.7:26177439:37.49:0,22:157.3:26521332:61.31:1,U:160.12:27647305::,23:158.93:25639047:61.31:0,23:155.91:21562539:61.31:0,23:158.75:14819880:61.31:0
ROKU_122019C100,20.0,52:131.22,0:133.74,55:146.88,57:147.24,57:149.6401,56.0,57:140.51,68:139.57,70:141.05,70:118.46:52644159:21.03:98,102:121.94:19173380:23.32:16,108:129.21:20638338:29.8:106,174:135.35:24213386:36.71:146,228:142.37:20539499:41.85:179,272:148.7:26177439:48.95:553,220:157.3:26521332:57.55:141,186:160.12:27647305:62.1:65,192:158.93:25639047:55.85:3,190:155.91:21562539:58.0:1,189:158.75:14819880:58.0:15
ROKU_122019C105,16.0,19:131.22,0:133.74,22:146.88,22:147.24,22:149.6301,28.0,28:140.51,32:139.57,32:141.05,37:118.46:52644159:18.25:15,40:121.94:19173380:19.75:20,45:129.21:20638338:25.98:25,56:135.35:24213386:29.3:6,59:142.37:20539499:37.47:12,71:148.7:26177439:37.47:0,71:157.3:26521332:37.47:0,U:160.12:27647305::,71:158.93:25639047:37.47:0,71:155.91:21562539:37.47:0,71:158.75:14819880:52.91:1
ROKU_122019C110,47.0,58:131.22,0:133.74,68:146.88,81:147.24,87:149.6301,97.0,104:140.51,105:139.57,105:141.05,107:118.46:52644159:14.5:143,174:121.94:19173380:16.38:44,185:129.21:20638338:21.6:18,190:135.35:24213386:27.55:52,206:142.37:20539499:32.68:43,228:148.7:26177439:39.94:72,264:157.3:26521332:47.95:93,231:160.12:27647305:53.2:99,265:158.93:25639047:49.0:26,267:155.91:21562539:48.3:10,267:158.75:14819880:48.5:2
ROKU_122019C115,7.0,13:131.22,0:133.74,20:146.88,37:147.24,38:149.6301,55.0,55:140.51,55:139.57,56:141.05,70:118.46:52644159:11.5:252,144:121.94:19173380:13.31:76,160:129.21:20638338:18.0:81,170:135.35:24213386:23.12:31,172:142.37:20539499:29.3:53,181:148.7:26177439:35.05:20,171:157.3:26521332:43.61:28,U:160.12:27647305::,164:158.93:25639047:44.76:7,162:155.91:21562539:45.66:4,158:158.75:14819880:44.1:5
ROKU_122019C120,41.0,74:131.22,0:133.74,79:146.88,93:147.24,93:149.63,125.0,121:140.51,138:139.57,139:141.05,152:118.46:52644159:9.4:2199,1014:121.94:19173380:10.3:580,1063:129.21:20638338:14.6:860,1357:135.35:24213386:19.25:276,1305:142.37:20539499:25.0:161,1309:148.7:26177439:30.65:873,705:157.3:26521332:38.53:100,643:160.12:27647305:42.75:42,613:158.93:25639047:40.65:14,U:155.91:21562539:U:U,577:158.75:14819880:39.45:7
ROKU_122019C125,20.0,28:131.22,1:133.74,34:146.88,35:147.24,34:149.63,50.0,52:140.51,62:139.57,60:141.05,54:118.46:52644159:7.2:1268,685:121.94:19173380:7.93:889,980:129.21:20638338:11.55:484,926:135.35:24213386:15.85:668,724:142.37:20539499:20.7:287,561:148.7:26177439:26.55:172,461:157.3:26521332:34.25:107,421:160.12:27647305:39.07:49,385:158.93:25639047:35.53:264,360:155.91:21562539:32.6:83,323:158.75:14819880:34.34:6
