Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120
CRM_122019P155,2718:161.11:3265029:3.51:106,2779:161.78:3536960:3.21:445,2933:162.86:3697018:2.68:265,3061:162.6:5383958:2.85:84,3067:163.05:3705452:2.47:165,3155:163.21:3653186:2.34:778,3726:162.77:5557347:2.7:610,3922:163.96:4950808:2.35:58,3963:300.72:1153529:2.21:453
CRM_122019P160,607:161.11:3265029:5.47:181,770:161.78:3536960:5.15:680,973:162.86:3697018:4.57:567,1235:162.6:5383958:4.44:554,1346:163.05:3705452:4.1:434,1588:163.21:3653186:3.97:218,1596:162.77:5557347:4.29:292,1440:163.96:4950808:3.87:174,1487:300.72:1153529:3.67:1298
CRM_122019P165,278:161.11:3265029:8.26:60,321:161.78:3536960:7.65:34,311:162.86:3697018:6.81:156,402:162.6:5383958:6.9:30,416:163.05:3705452:6.41:23,437:163.21:3653186:6.2:38,441:162.77:5557347:6.64:432,630:163.96:4950808:6.0:124,694:300.72:1153529:5.85:796
CRM_122019P170,73:161.11:3265029:11.9:0,73:161.78:3536960:10.93:1,73:162.86:3697018:9.72:3,74:162.6:5383958:10.25:6,77:163.05:3705452:9.45:4,79:163.21:3653186:9.13:16,73:162.77:5557347:9.13:0,73:163.96:4950808:9.0:4,73:300.72:1153529:8.59:67
CRM_122019P175,33:161.11:3265029:17.52:0,33:161.78:3536960:17.52:0,33:162.86:3697018:13.5:32,57:162.6:5383958:13.0:2,57:163.05:3705452:13.0:0,57:163.21:3653186:13.0:9,66:162.77:5557347:13.1:1,65:163.96:4950808:12.45:5,65:300.72:1153529:11.35:6
CRM_122019P180,3:161.11:3265029:20.5:0,3:161.78:3536960:20.5:0,3:162.86:3697018:17.85:2,5:162.6:5383958:17.85:0,5:163.05:3705452:17.5:8,13:163.21:3653186:17.25:81,94:162.77:5557347:17.9:80,94:163.96:4950808:17.9:0,94:300.72:1153529:17.9:0
CRM_122019P185,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_122019P190,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122019P195,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122019P200,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:34.95:1
CRM_122719P145,0:161.11:3265029:1.49:33,33:161.78:3536960:1.4:16,34:162.86:3697018:0.99:2,34:162.6:5383958:1.1:1,34:163.05:3705452:1.1:0,34:163.21:3653186:1.1:0,34:162.77:5557347:0.87:126,:163.96:4950808:U:U,145:300.72:1153529:0.95:0
CRM_122719P146,0:161.11:3265029:0.0:0,0:161.78:3536960:1.56:2,1:162.86:3697018:1.56:0,1:162.6:5383958:1.56:0,1:163.05:3705452:1.56:0,1:163.21:3653186:1.56:0,1:162.77:5557347:1.56:0,1:163.96:4950808:0.99:13,13:300.72:1153529:0.99:0
CRM_122719P147,0:161.11:3265029:1.8:23,9:161.78:3536960:1.77:9,11:162.86:3697018:1.77:0,11:162.6:5383958:1.3:2,11:163.05:3705452:1.3:10,13:163.21:3653186:1.08:2,14:162.77:5557347:1.08:0,14:163.96:4950808:1.17:13,27:300.72:1153529:1.17:0
CRM_122719P148,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:1.44:55,55:163.21:3653186:1.44:0,55:162.77:5557347:1.44:0,55:163.96:4950808:1.44:0,55:300.72:1153529:1.0:2
CRM_122719P149,0:161.11:3265029:2.36:2,2:161.78:3536960:2.36:0,2:162.86:3697018:1.55:1,3:162.6:5383958:1.69:10,11:163.05:3705452:1.51:13,16:163.21:3653186:1.47:3,19:162.77:5557347:1.47:0,19:163.96:4950808:1.47:0,19:300.72:1153529:1.47:0
CRM_122719P150,8:161.11:3265029:2.38:12,12:161.78:3536960:2.2:5,17:162.86:3697018:2.2:0,17:162.6:5383958:2.2:0,17:163.05:3705452:1.65:28,41:163.21:3653186:1.51:18,56:162.77:5557347:1.7:2,57:163.96:4950808:1.7:0,57:300.72:1153529:1.7:0
CRM_122719P152.5,8:161.11:3265029:3.25:12,19:161.78:3536960:2.89:8,24:162.86:3697018:2.23:6,26:162.6:5383958:2.29:30,56:163.05:3705452:2.13:64,117:163.21:3653186:1.96:12,119:162.77:5557347:2.09:10,129:163.96:4950808:2.07:10,U:300.72:1153529:U:U
CRM_122719P155,5:161.11:3265029:3.85:24,23:161.78:3536960:3.85:0,23:162.86:3697018:3.85:0,23:162.6:5383958:2.89:98,120:163.05:3705452:2.93:76,196:163.21:3653186:2.63:4,200:162.77:5557347:3.03:31,231:163.96:4950808:2.66:6,231:300.72:1153529:2.38:22
CRM_122719P157.5,4:161.11:3265029:4.95:3,7:161.78:3536960:4.45:2,9:162.86:3697018:3.75:10,18:162.6:5383958:3.65:43,56:163.05:3705452:3.5:46,100:163.21:3653186:3.29:1,100:162.77:5557347:3.29:0,100:163.96:4950808:3.29:0,100:300.72:1153529:2.88:4
CRM_122719P160,0:161.11:3265029:5.7:3,3:161.78:3536960:5.7:0,3:162.86:3697018:4.9:1,4:162.6:5383958:4.5:63,65:163.05:3705452:4.56:13,66:163.21:3653186:4.25:8,70:162.77:5557347:4.6:15,71:163.96:4950808:4.6:0,71:300.72:1153529:3.89:27
CRM_122719P162.5,0:161.11:3265029:0.0:0,0:161.78:3536960:6.45:64,64:162.86:3697018:5.75:64,8:162.6:5383958:4.95:54,62:163.05:3705452:5.65:22,74:163.21:3653186:6.15:3,77:162.77:5557347:5.51:31,101:163.96:4950808:5.13:74,144:300.72:1153529:5.35:56
CRM_122719P165,0:161.11:3265029:0.0:0,0:161.78:3536960:7.9:1,1:162.86:3697018:7.9:0,1:162.6:5383958:7.9:0,1:163.05:3705452:7.9:0,1:163.21:3653186:7.9:0,1:162.77:5557347:6.7:5,6:163.96:4950808:6.28:2,7:300.72:1153529:6.05:15
CRM_122719P167.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:8.3:1,1:163.05:3705452:8.3:0,1:163.21:3653186:8.3:0,1:162.77:5557347:8.3:0,1:163.96:4950808:7.9:1,0:300.72:1153529:7.9:0
CRM_122719P170,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:10.7:1,1:162.6:5383958:10.7:0,1:163.05:3705452:10.7:0,1:163.21:3653186:10.7:0,1:162.77:5557347:10.7:0,1:163.96:4950808:10.7:0,U:300.72:1153529:U:U
CRM_122719P172.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122719P175,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122719P177.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_122719P180,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122719P182.5,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122719P185,0:161.11:3265029:0.0:0,0:161.78:3536960:0.0:0,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_112219P187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_112919P187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_120619P187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_121319P187.5,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_122719P190,U,U,0:162.86:3697018:0.0:0,0:162.6:5383958:0.0:0,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
CRM_011720P115,U,U,U,U,1873:163.05:3705452:0.15:19,1873:163.21:3653186:0.15:3,1871:162.77:5557347:0.17:40,1874:163.96:4950808:0.12:15,"1870, 86:300.72:1153529:0.09, 0.45:7, 0"
CRM_011720P120,U,U,U,U,4822:163.05:3705452:0.17:0,4822:163.21:3653186:0.19:9,4813:162.77:5557347:0.18:55,4827:163.96:4950808:0.16:19,"4821, 56:300.72:1153529:0.16, 2.5:0, 0"
CRM_011720P125,U,U,U,U,3485:163.05:3705452:0.22:0,3485:163.21:3653186:0.22:0,3485:162.77:5557347:0.29:15,3470:163.96:4950808:0.28:4,"3467, 127:300.72:1153529:0.19, 0.15:10, 2"
CRM_011720P130,U,U,U,U,6187:163.05:3705452:0.41:2,6186:163.21:3653186:0.41:12,6186:162.77:5557347:0.45:26,6180:163.96:4950808:0.36:35,U:300.72:1153529:U:U
CRM_011720P135,U,U,U,U,8396:163.05:3705452:0.67:54,8357:163.21:3653186:0.61:1169,8099:162.77:5557347:0.68:32,8075:163.96:4950808:0.56:538,U:300.72:1153529:U:U
CRM_011720P140,U,U,U,U,6625:163.05:3705452:1.06:231,6509:163.21:3653186:0.96:31,6520:162.77:5557347:1.06:18,6520:163.96:4950808:0.88:82,"6521, 16:300.72:1153529:0.88, 1.95:1027, 0"
CRM_011720P145,U,U,U,U,3010:163.05:3705452:1.61:24,3011:163.21:3653186:1.46:18,3008:162.77:5557347:1.65:157,3044:163.96:4950808:1.44:28,"3052, 9:300.72:1153529:1.26, 0.7:38, 0"
CRM_011720P150,U,U,U,U,4243:163.05:3705452:2.42:94,4287:163.21:3653186:2.26:163,4349:162.77:5557347:2.51:64,4377:163.96:4950808:2.18:89,"4379, 53:300.72:1153529:2.05, 1.0:165, 0"
CRM_011720P155,U,U,U,U,3141:163.05:3705452:3.65:90,3198:163.21:3653186:3.48:70,3213:162.77:5557347:3.71:47,3220:163.96:4950808:3.41:111,"3257, 5:300.72:1153529:3.12, 5.75:132, 0"
CRM_011720P160,U,U,U,U,2003:163.05:3705452:5.29:113,2074:163.21:3653186:5.2:37,2072:162.77:5557347:5.53:241,2086:163.96:4950808:5.02:32,"2096, 22:300.72:1153529:4.85, 2.0:211, 0"
CRM_011720P165,U,U,U,U,599:163.05:3705452:7.7:4,603:163.21:3653186:7.4:26,583:162.77:5557347:7.8:8,587:163.96:4950808:7.1:45,"600, 5:300.72:1153529:7.0, 2.6:93, 0"
CRM_011720P170,U,U,U,U,593:163.05:3705452:10.78:2,595:163.21:3653186:10.55:10,595:162.77:5557347:10.28:21,577:163.96:4950808:9.85:2,"579, 3:300.72:1153529:9.6, 17.4:65, 0"
CRM_011720P175,U,U,U,U,199:163.05:3705452:14.1:7,199:163.21:3653186:14.0:18,191:162.77:5557347:13.3:1,190:163.96:4950808:13.2:1,"190, 1:300.72:1153529:13.2, 0.0:13, 0"
CRM_011720P180,U,U,U,U,69:163.05:3705452:20.79:0,69:163.21:3653186:17.95:7,66:162.77:5557347:17.95:0,66:163.96:4950808:17.95:0,"66, 0:300.72:1153529:17.95, 0.0:0, 0"
CRM_011720P185,U,U,U,U,12:163.05:3705452:22.85:1,12:163.21:3653186:22.85:0,12:162.77:5557347:21.88:1,13:163.96:4950808:21.6:1,"13, 0:300.72:1153529:21.6, 0.0:0, 0"
CRM_011720P190,U,U,U,U,17:163.05:3705452:42.12:0,17:163.21:3653186:42.12:0,17:162.77:5557347:25.98:1,17:163.96:4950808:25.98:0,"17, 0:300.72:1153529:25.98, 0.0:0, 0"
CRM_011720P195,U,U,U,U,0:163.05:3705452:52.82:0,0:163.21:3653186:52.82:0,0:162.77:5557347:52.82:0,0:163.96:4950808:52.82:0,"0, 0:300.72:1153529:52.82, 0.0:0, 0"
CRM_011720P200,U,U,U,U,0:163.05:3705452:55.8:0,0:163.21:3653186:55.8:0,0:162.77:5557347:55.8:0,0:163.96:4950808:55.8:0,"0, 0:300.72:1153529:55.8, 0.0:0, 0"
CRM_011720P210,U,U,U,U,0:163.05:3705452:54.88:0,0:163.21:3653186:54.88:0,0:162.77:5557347:54.88:0,0:163.96:4950808:54.88:0,"0, 0:300.72:1153529:54.88, 0.0:0, 0"
CRM_011720P220,U,U,U,U,0:163.05:3705452:62.2:0,0:163.21:3653186:62.2:0,0:162.77:5557347:62.2:0,0:163.96:4950808:62.2:0,"0, 0:300.72:1153529:62.2, 0.0:0, 0"
CRM_122719P187.5,U,U,U,U,0:163.05:3705452:0.0:0,0:163.21:3653186:0.0:0,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_122019P152.5,U,U,U,U,U,U,0:162.77:5557347:2.0:5,5:163.96:4950808:1.79:8,13:300.72:1153529:1.65:13
CRM_122019P157.5,U,U,U,U,U,U,0:162.77:5557347:3.4:34,22:163.96:4950808:3.09:205,222:300.72:1153529:2.86:126
CRM_122019P162.5,U,U,U,U,U,U,0:162.77:5557347:5.42:544,512:163.96:4950808:4.88:129,588:300.72:1153529:4.7:438
CRM_122019P167.5,U,U,U,U,U,U,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:5.95:83
CRM_122019P172.5,U,U,U,U,U,U,0:162.77:5557347:0.0:0,0:163.96:4950808:11.02:1,U:300.72:1153529:U:U
CRM_122019P177.5,U,U,U,U,U,U,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,U:300.72:1153529:U:U
CRM_122019P182.5,U,U,U,U,U,U,0:162.77:5557347:0.0:0,0:163.96:4950808:0.0:0,0:300.72:1153529:0.0:0
