Symbol,20191030,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
PFE_112219P32.5,U,38:36.93:11900287:0.03:0,38:36.97:12644366:0.03:0,38:36.6:24554579:0.03:0,38:36.55:23893614:0.03:0,38:37.28:34345742:0.01:3,40:134.06:3619873:0.01:0,40:37.08:13118292:0.01:0,U:37.74:19869602:.9:U,40:38.33:24233217:0.01:0
PFE_112219P33,U,39:36.93:11900287:0.17:0,39:36.97:12644366:0.17:0,39:36.6:24554579:0.17:0,39:36.55:23893614:0.17:0,39:37.28:34345742:0.17:0,39:134.06:3619873:0.17:0,39:37.08:13118292:0.17:0,39:37.74:19869602:0.17:0,39:38.33:24233217:0.17:0
PFE_112919P32,U,43:36.93:11900287:0.08:0,43:36.97:12644366:0.08:0,43:36.6:24554579:0.08:0,43:36.55:23893614:0.08:0,43:37.28:34345742:0.08:0,43:134.06:3619873:0.08:0,43:37.08:13118292:0.08:0,43:37.74:19869602:0.08:0,43:38.33:24233217:0.08:0
PFE_112919P32.5,U,2:36.93:11900287:0.12:0,2:36.97:12644366:0.12:0,2:36.6:24554579:0.12:0,2:36.55:23893614:0.12:0,2:37.28:34345742:0.12:0,2:134.06:3619873:0.12:0,2:37.08:13118292:0.12:0,2:37.74:19869602:0.12:0,2:38.33:24233217:0.12:0
PFE_112919P33,U,5:36.93:11900287:0.07:0,5:36.97:12644366:0.02:2,5:36.6:24554579:0.02:0,5:36.55:23893614:0.02:0,5:37.28:34345742:0.02:1,5:134.06:3619873:0.02:0,5:37.08:13118292:0.02:0,5:37.74:19869602:0.02:0,5:38.33:24233217:0.02:0
PFE_120619P32,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_120619P32.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_120619P33,U,3:36.93:11900287:0.1:0,3:36.97:12644366:0.1:0,3:36.6:24554579:0.1:0,3:36.55:23893614:0.1:0,3:37.28:34345742:0.1:0,3:134.06:3619873:0.1:0,3:37.08:13118292:0.1:0,3:37.74:19869602:0.1:0,3:38.33:24233217:0.1:0
PFE_121319P32,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_121319P32.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_121319P33,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.07:1,1:134.06:3619873:0.07:0,1:37.08:13118292:0.07:0,1:37.74:19869602:0.07:0,1:38.33:24233217:0.07:0
PFE_121319P33.5,U,6:36.93:11900287:0.08:0,6:36.97:12644366:0.08:0,6:36.6:24554579:0.08:0,6:36.55:23893614:0.08:0,6:37.28:34345742:0.08:0,6:134.06:3619873:0.08:0,6:37.08:13118292:0.08:0,6:37.74:19869602:0.08:0,[6:38.33:24233217:0.08:0
PFE_121319P34,U,0:36.93:11900287:0.09:478,476:36.97:12644366:0.09:0,476:36.6:24554579:0.09:5,475:36.55:23893614:0.11:5,480:37.28:34345742:0.05:5,475:134.06:3619873:0.05:0,475:37.08:13118292:0.05:0,475:37.74:19869602:0.05:0,[475:38.33:24233217:0.05:0
PFE_121319P34.5,U,17:36.93:11900287:0.13:0,17:36.97:12644366:0.13:0,17:36.6:24554579:0.13:0,17:36.55:23893614:0.14:2,19:37.28:34345742:0.1:1,19:134.06:3619873:0.1:0,19:37.08:13118292:0.07:1,20:37.74:19869602:0.04:3,[20:38.33:24233217:0.04:0
PFE_121319P35,U,20:36.93:11900287:0.15:24,22:36.97:12644366:0.15:0,22:36.6:24554579:0.17:1,22:36.55:23893614:0.17:0,22:37.28:34345742:0.17:0,22:134.06:3619873:0.17:0,22:37.08:13118292:0.17:0,22:37.74:19869602:0.17:0,[22:38.33:24233217:0.17:0
PFE_121319P35.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.28:96,76:36.55:23893614:0.28:3,79:37.28:34345742:0.18:3,81:134.06:3619873:0.13:412,448:37.08:13118292:0.14:5,453:37.74:19869602:0.12:1420,[1593:38.33:24233217:0.06:3
PFE_121319P36,U,9:36.93:11900287:0.31:15,19:36.97:12644366:0.3:4,23:36.6:24554579:0.45:107,125:36.55:23893614:0.4:11,136:37.28:34345742:0.22:27,137:134.06:3619873:0.24:4,141:37.08:13118292:0.24:0,141:37.74:19869602:0.15:3,[141:38.33:24233217:0.08:236
PFE_121319P36.5,U,156:36.93:11900287:0.5:5,156:36.97:12644366:0.5:0,156:36.6:24554579:0.61:18,157:36.55:23893614:0.61:27,130:37.28:34345742:0.32:46,130:134.06:3619873:0.37:4,132:37.08:13118292:0.23:0,132:37.74:19869602:0.23:0,[132:38.33:24233217:0.13:395
PFE_121319P37,U,137:36.93:11900287:0.67:1,137:36.97:12644366:0.67:0,137:36.6:24554579:0.96:24,141:36.55:23893614:0.96:0,141:37.28:34345742:0.5:5,141:134.06:3619873:0.52:1,141:37.08:13118292:0.49:16,141:37.74:19869602:0.28:1,[141:38.33:24233217:0.19:755
PFE_121319P37.5,U,15:36.93:11900287:1.0:0,15:36.97:12644366:1.0:0,15:36.6:24554579:1.32:8,15:36.55:23893614:1.32:0,15:37.28:34345742:0.66:1,16:134.06:3619873:0.85:7,18:37.08:13118292:0.85:0,18:37.74:19869602:0.46:55,[67:38.33:24233217:0.29:33
PFE_121319P38,U,111:36.93:11900287:1.26:4,114:36.97:12644366:1.26:0,114:36.6:24554579:1.58:7,116:36.55:23893614:1.58:0,116:37.28:34345742:0.9:12,118:134.06:3619873:0.9:0,118:37.08:13118292:1.03:20,118:37.74:19869602:0.62:2,[118:38.33:24233217:0.42:612
PFE_121319P38.5,U,5:36.93:11900287:1.57:0,5:36.97:12644366:1.57:0,5:36.6:24554579:1.84:1,6:36.55:23893614:2.05:3,9:37.28:34345742:2.05:0,9:134.06:3619873:1.5:10,14:37.08:13118292:1.5:0,14:37.74:19869602:1.38:10,[7:38.33:24233217:0.62:3
PFE_121319P39,U,1:36.93:11900287:1.88:0,1:36.97:12644366:1.88:0,1:36.6:24554579:1.88:0,1:36.55:23893614:1.88:0,1:37.28:34345742:1.88:0,1:134.06:3619873:1.88:0,1:37.08:13118292:1.88:0,1:37.74:19869602:1.88:0,[1:38.33:24233217:0.89:10
PFE_121319P39.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:2.95:1,0:37.28:34345742:2.95:0,0:134.06:3619873:2.95:0,0:37.08:13118292:2.95:0,0:37.74:19869602:2.95:0,[0:38.33:24233217:2.95:0
PFE_121319P40,U,1:36.93:11900287:3.02:0,1:36.97:12644366:3.02:0,1:36.6:24554579:3.02:0,1:36.55:23893614:3.02:0,1:37.28:34345742:3.02:0,1:134.06:3619873:3.02:0,1:37.08:13118292:3.02:0,1:37.74:19869602:3.02:0,[1:38.33:24233217:3.02:0
PFE_121319P40.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_121319P41,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_121319P41.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122019P27,U,922:36.93:11900287:0.02:0,922:36.97:12644366:0.02:0,922:36.6:24554579:0.02:0,922:36.55:23893614:0.02:0,922:37.28:34345742:0.01:5,922:134.06:3619873:0.01:20,922:37.08:13118292:0.01:10,917:37.74:19869602:0.01:0,917:38.33:24233217:0.01:0
PFE_122019P28,U,464:36.93:11900287:0.02:0,464:36.97:12644366:0.02:0,464:36.6:24554579:0.02:0,464:36.55:23893614:0.02:0,464:37.28:34345742:0.02:0,464:134.06:3619873:0.02:0,U:37.08:13118292:U:U,464:37.74:19869602:0.02:0,464:38.33:24233217:0.02:0
PFE_122719P32,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,U:37.08:13118292:U:U,2:37.74:19869602:0.07:0,2:38.33:24233217:0.07:0
PFE_122719P32.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.07:1,1:36.55:23893614:0.07:1,2:37.28:34345742:0.07:0,2:134.06:3619873:0.07:0,1:37.08:13118292:0.05:3,4:37.74:19869602:0.05:0,4:38.33:24233217:0.05:0
PFE_122719P33,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.09:6,6:36.55:23893614:0.09:0,6:37.28:34345742:0.09:0,6:134.06:3619873:0.09:0,6:37.08:13118292:0.09:0,6:37.74:19869602:0.09:0,6:38.33:24233217:0.09:0
PFE_122719P33.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.13:2,2:37.28:34345742:0.08:1,3:134.06:3619873:0.07:1,6:37.08:13118292:0.06:3,9:37.74:19869602:0.06:0,[9:38.33:24233217:0.06:0
PFE_122719P34,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.09:31,31:134.06:3619873:0.1:350,381:37.08:13118292:0.1:0,381:37.74:19869602:0.07:1,[382:38.33:24233217:0.07:0
PFE_122719P34.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.2:3,3:36.55:23893614:0.23:38,41:37.28:34345742:0.23:0,41:134.06:3619873:0.23:0,41:37.08:13118292:0.11:1,42:37.74:19869602:0.11:0,[42:38.33:24233217:0.11:0
PFE_122719P35,U,0:36.93:11900287:0.25:1,1:36.97:12644366:0.25:0,1:36.6:24554579:0.29:61,60:36.55:23893614:0.3:16,60:37.28:34345742:0.3:0,60:134.06:3619873:0.19:6,69:37.08:13118292:0.11:0,69:37.74:19869602:0.11:0,[69:38.33:24233217:0.09:1
PFE_122719P35.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,15:36.55:23893614:0.0:0,15:37.28:34345742:0.21:4,19:134.06:3619873:0.21:0,19:37.08:13118292:0.21:0,19:37.74:19869602:0.18:3,[19:38.33:24233217:0.13:1
PFE_122719P36,U,14:36.93:11900287:0.42:1,15:36.97:12644366:0.42:0,15:36.6:24554579:0.55:5,20:36.55:23893614:0.55:2,22:37.28:34345742:0.28:10,32:134.06:3619873:0.37:7,100:37.08:13118292:0.32:6,106:37.74:19869602:0.3:12,[118:38.33:24233217:0.18:1
PFE_122719P36.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.69:10,10:36.55:23893614:0.72:26,36:37.28:34345742:0.4:71,74:134.06:3619873:0.5:2,79:37.08:13118292:0.35:0,79:37.74:19869602:0.35:0,[79:38.33:24233217:0.35:0
PFE_122719P37,U,0:36.93:11900287:0.8:2,2:36.97:12644366:0.8:0,2:36.6:24554579:1.01:1,3:36.55:23893614:1.01:0,3:37.28:34345742:1.01:0,3:134.06:3619873:0.71:21,48:37.08:13118292:0.66:17,59:37.74:19869602:0.46:7,[58:38.33:24233217:0.31:9
PFE_122719P37.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.77:1,1:134.06:3619873:0.77:0,2:37.08:13118292:0.76:1,1:37.74:19869602:0.76:0,[1:38.33:24233217:0.42:38
PFE_122719P38,U,0:36.93:11900287:1.34:3,3:36.97:12644366:1.34:0,3:36.6:24554579:1.34:0,3:36.55:23893614:1.34:0,3:37.28:34345742:1.04:10,13:134.06:3619873:1.04:0,37:37.08:13118292:0.86:0,37:37.74:19869602:0.84:4,[41:38.33:24233217:0.84:0
PFE_122719P38.5,U,0:36.93:11900287:1.82:50,50:36.97:12644366:1.67:1,51:36.6:24554579:1.67:0,51:36.55:23893614:1.67:0,51:37.28:34345742:1.67:0,51:134.06:3619873:1.67:0,51:37.08:13118292:1.67:0,51:37.74:19869602:1.67:0,[51:38.33:24233217:1.67:0
PFE_122719P39,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P39.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:2.62:1,1:134.06:3619873:2.62:0,1:37.08:13118292:2.62:0,1:37.74:19869602:2.62:0,[1:38.33:24233217:2.62:0
PFE_122719P40,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P40.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P41,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P41.5,U,0:36.93:11900287:0.0:0,0:36.97:12644366:0.0:0,0:36.6:24554579:0.0:0,0:36.55:23893614:0.0:0,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_011720P27,U,U,U,U,583:36.55:23893614:0.03:0,583:37.28:34345742:0.03:0,583:134.06:3619873:0.03:0,U:37.08:13118292:U:U,583:37.74:19869602:0.03:0,583:38.33:24233217:0.03:0
PFE_011720P28,U,U,U,U,13100:36.55:23893614:0.04:0,13100:37.28:34345742:0.02:10,13090:134.06:3619873:0.02:0,13090:37.08:13118292:0.03:0,13090:37.74:19869602:0.03:0,13090:38.33:24233217:0.02:1
PFE_011720P29,U,U,U,U,305:36.55:23893614:0.05:0,305:37.28:34345742:0.05:0,305:134.06:3619873:0.05:0,305:37.08:13118292:0.02:1,305:37.74:19869602:0.02:0,[305:38.33:24233217:0.02:0
PFE_011720P30,U,U,U,U,18140:36.55:23893614:0.06:0,18140:37.28:34345742:0.04:11,18129:134.06:3619873:0.04:5,18111:37.08:13118292:0.03:5,18106:37.74:19869602:0.03:0,[18106:38.33:24233217:0.03:0
PFE_011720P31,U,U,U,U,682:36.55:23893614:0.09:0,682:37.28:34345742:0.06:8,680:134.06:3619873:0.06:0,680:37.08:13118292:0.06:0,680:37.74:19869602:0.06:0,[680:38.33:24233217:0.04:1
PFE_011720P32,U,U,U,U,3093:36.55:23893614:0.12:30,3111:37.28:34345742:0.09:15,3116:134.06:3619873:0.09:0,3116:37.08:13118292:0.09:34,3104:37.74:19869602:0.09:0,[3104:38.33:24233217:0.05:7
PFE_011720P33,U,U,U,U,16614:36.55:23893614:0.18:7,16618:37.28:34345742:0.1:14,16613:134.06:3619873:0.11:27,16612:37.08:13118292:0.12:10,16612:37.74:19869602:0.12:2,[16610:38.33:24233217:0.09:10
PFE_011720P34,U,U,U,U,6200:36.55:23893614:0.27:5,6202:37.28:34345742:0.16:5,6199:134.06:3619873:0.21:23,6161:37.08:13118292:0.2:23,6142:37.74:19869602:0.16:1,[6142:38.33:24233217:0.14:5
PFE_011720P35,U,U,U,U,25402:36.55:23893614:0.46:244,25454:37.28:34345742:0.31:35,25434:134.06:3619873:0.32:333,25371:37.08:13118292:0.34:134,25349:37.74:19869602:0.28:163,[25342:38.33:24233217:0.2:137
PFE_011720P36,U,U,U,U,9080:36.55:23893614:0.72:113,9282:37.28:34345742:0.46:112,9237:134.06:3619873:0.55:238,9384:37.08:13118292:0.57:37,9375:37.74:19869602:0.43:11,[9373:38.33:24233217:0.32:122
PFE_011720P37,U,U,U,U,16682:36.55:23893614:1.15:151,16680:37.28:34345742:0.83:215,16608:134.06:3619873:0.82:266,16533:37.08:13118292:0.93:465,16563:37.74:19869602:0.68:579,[16724:38.33:24233217:0.51:160
PFE_011720P38,U,U,U,U,11335:36.55:23893614:1.77:90,11249:37.28:34345742:1.27:40,11210:134.06:3619873:1.31:102,11220:37.08:13118292:1.43:205,11056:37.74:19869602:1.07:54,[11068:38.33:24233217:0.82:262
PFE_011720P39,U,U,U,U,4872:36.55:23893614:2.53:10,4872:37.28:34345742:2.0:186,5007:134.06:3619873:2.07:21,4923:37.08:13118292:2.1:40,4923:37.74:19869602:2.1:0,[4923:38.33:24233217:1.28:922
PFE_011720P40,U,U,U,U,14055:36.55:23893614:3.4:8,14050:37.28:34345742:2.76:7,14054:134.06:3619873:3.02:12,14047:37.08:13118292:2.97:57,14039:37.74:19869602:2.54:5,[14044:38.33:24233217:2.0:35
PFE_011720P41,U,U,U,U,777:36.55:23893614:4.32:0,777:37.28:34345742:4.32:0,777:134.06:3619873:4.32:0,774:37.08:13118292:3.75:1,772:37.74:19869602:3.27:2,[772:38.33:24233217:3.05:2
PFE_011720P42,U,U,U,U,7928:36.55:23893614:5.5:7503,7131:37.28:34345742:4.7:15,7131:134.06:3619873:4.7:0,7131:37.08:13118292:4.9:8235,7131:37.74:19869602:4.9:0,[7131:38.33:24233217:4.9:0
PFE_011720P43,U,U,U,U,117:36.55:23893614:6.6:0,117:37.28:34345742:6.6:0,117:134.06:3619873:6.6:0,117:37.08:13118292:5.9:150,117:37.74:19869602:5.9:0,[117:38.33:24233217:5.9:0
PFE_011720P44,U,U,U,U,16:36.55:23893614:7.86:0,16:37.28:34345742:7.86:0,16:134.06:3619873:7.86:0,16:37.08:13118292:6.65:5,21:37.74:19869602:6.65:0,[21:38.33:24233217:5.9:9
PFE_011720P45,U,U,U,U,2714:36.55:23893614:8.5:2800,2714:37.28:34345742:7.75:2,2714:134.06:3619873:7.75:0,2714:37.08:13118292:7.9:5700,2714:37.74:19869602:7.3:2500,[2714:38.33:24233217:6.9:15
PFE_011720P46,U,U,U,U,0:36.55:23893614:10.75:0,0:37.28:34345742:10.75:0,0:134.06:3619873:10.75:0,0:37.08:13118292:10.75:0,0:37.74:19869602:10.75:0,[0:38.33:24233217:10.75:0
PFE_011720P47,U,U,U,U,U,2421:37.28:34345742:10.5:0,2421:134.06:3619873:10.5:0,2421:37.08:13118292:9.9:3875,2421:37.74:19869602:9.3:2500,[2421:38.33:24233217:9.3:0
PFE_121319P42,U,U,U,U,U,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P42,U,U,U,U,U,0:37.28:34345742:0.0:0,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122019P32.5,U,U,U,U,U,U,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_122019P33.5,U,U,U,U,U,U,0:134.06:3619873:0.06:1,1:37.08:13118292:0.06:0,1:37.74:19869602:0.06:0,[1:38.33:24233217:0.06:0
PFE_122019P34.5,U,U,U,U,U,U,0:134.06:3619873:0.11:87,87:37.08:13118292:0.1:10,97:37.74:19869602:0.1:0,[97:38.33:24233217:0.1:0
PFE_122019P35.5,U,U,U,U,U,U,0:134.06:3619873:0.24:42,42:37.08:13118292:0.24:0,42:37.74:19869602:0.13:16,[54:38.33:24233217:0.09:15
PFE_122019P36.5,U,U,U,U,U,U,0:134.06:3619873:0.42:66,299:37.08:13118292:0.44:305,526:37.74:19869602:0.3:335,[870:38.33:24233217:0.19:35
PFE_122019P37.5,U,U,U,U,U,U,0:134.06:3619873:0.91:130,1040:37.08:13118292:0.87:85,1125:37.74:19869602:0.58:272,[1383:38.33:24233217:0.35:113
PFE_122019P38.5,U,U,U,U,U,U,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.72:91
PFE_122019P39.5,U,U,U,U,U,U,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:1.53:2
PFE_122019P40.5,U,U,U,U,U,U,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122019P41.5,U,U,U,U,U,U,0:134.06:3619873:0.0:0,0:37.08:13118292:0.0:0,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122019P42.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P38,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.68:6
PFE_010320P36.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.29:72
PFE_010320P35.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P39,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P36,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P40.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P38.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_121319P42.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P37,U,U,U,U,U,U,U,U,0:37.74:19869602:1.17:1,[1:38.33:24233217:0.36:1
PFE_010320P41.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P39.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P37.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.5:2
PFE_010320P42.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P34,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P41,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_122719P42.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P34.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P40,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P33,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,0:38.33:24233217:0.0:0
PFE_010320P35,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P42,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_010320P33.5,U,U,U,U,U,U,U,U,0:37.74:19869602:0.0:0,[0:38.33:24233217:0.0:0
PFE_112219P44.5,U,U,U,U,U,U,U,U,U,0:38.33:24233217:0.0:0
PFE_121319P43,U,U,U,U,U,U,U,U,U,0:38.33:24233217:0.0:0
PFE_010320P43,U,U,U,U,U,U,U,U,U,0:38.33:24233217:0.0:0
PFE_011720P48,U,U,U,U,U,U,U,U,U,0:38.33:24233217:12.4:0
PFE_122719P43,U,U,U,U,U,U,U,U,U,0:38.33:24233217:0.0:0
