Symbol,20191023,20191024,20191025,20191028,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
TER_122019C67.5,U,U,U,U,U,U,U,U,0:62.59,1:63.015,1:62.57:1870969:0.81:3,4:63.51:2120163:0.75:5,9:64.07:1071485:0.95:6,15:65.18:3378823:1.14:30,30:65.66:2533965:1.37:8,33:65.57:2057357:1.31:60,92:66.77:2871870:1.76:201,219:65.11:2262270:1.05:103,296:63.85:2004573:0.75:14,295:61.78:2243678:0.3:27,[296:61.96:1723711:0.25:31
TER_122019C72.5,U,U,U,U,U,U,U,U,0:62.59,0:63.015,0:62.57:1870969:0.0:0,0:63.51:2120163:0.0:0,0:64.07:1071485:0.15:16,16:65.18:3378823:0.15:0,16:65.66:2533965:0.15:0,16:65.57:2057357:0.24:1,17:66.77:2871870:0.35:75,79:65.11:2262270:0.18:11,89:63.85:2004573:0.11:0,89:61.78:2243678:0.08:1,[89:61.96:1723711:0.03:3
TER_011720C46,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,26:65.57:2057357:13.7:0,26:66.77:2871870:13.7:0,26:65.11:2262270:13.7:0,26:63.85:2004573:13.7:0,26:61.78:2243678:13.7:0,[26:61.96:1723711:13.7:0
TER_011720C47,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,233:65.57:2057357:15.3:0,233:66.77:2871870:15.3:0,233:65.11:2262270:15.3:0,230:63.85:2004573:17.4:0,230:61.78:2243678:17.4:0,[230:61.96:1723711:17.4:0
TER_011720C48,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,28:65.57:2057357:6.0:0,28:66.77:2871870:6.0:0,28:65.11:2262270:6.0:0,28:63.85:2004573:6.0:0,28:61.78:2243678:6.0:0,[28:61.96:1723711:6.0:0
TER_011720C49,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,23:65.57:2057357:12.88:0,23:66.77:2871870:12.88:0,23:65.11:2262270:12.88:0,23:63.85:2004573:12.88:0,23:61.78:2243678:12.88:0,[23:61.96:1723711:12.9:4
TER_011720C50,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,297:65.57:2057357:15.4:0,297:66.77:2871870:17.11:9,296:65.11:2262270:16.1:30,281:63.85:2004573:16.1:0,281:61.78:2243678:16.1:0,[281:61.96:1723711:16.1:0
TER_011720C55,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,411:65.57:2057357:11.0:9,404:66.77:2871870:12.16:2,403:65.11:2262270:11.98:11,408:63.85:2004573:9.9:9,409:61.78:2243678:7.5:2,[409:61.96:1723711:7.6:10
TER_011720C57.5,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,6:65.57:2057357:8.55:1,7:66.77:2871870:9.83:2,6:65.11:2262270:9.83:0,6:63.85:2004573:7.15:1,6:61.78:2243678:7.15:0,[6:61.96:1723711:5.7:2
TER_011720C60,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,1589:65.57:2057357:6.76:29,1576:66.77:2871870:7.73:60,1554:65.11:2262270:6.37:39,1551:63.85:2004573:5.4:13,1555:61.78:2243678:4.0:83,[1548:61.96:1723711:3.9:27
TER_011720C62.5,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,55:65.57:2057357:4.6:2,55:66.77:2871870:5.74:11,56:65.11:2262270:4.59:8,67:63.85:2004573:3.7:41,106:61.78:2243678:2.5:64,[137:61.96:1723711:2.53:33
TER_011720C65,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,2329:65.57:2057357:3.4:17,2314:66.77:2871870:3.97:129,2239:65.11:2262270:3.0:135,2295:63.85:2004573:2.55:12,2288:61.78:2243678:1.5:58,[2312:61.96:1723711:1.45:115
TER_011720C67.5,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,102:65.57:2057357:2.1:7,108:66.77:2871870:2.6:102,170:65.11:2262270:1.9:24,203:63.85:2004573:1.3:5,205:61.78:2243678:0.9:25,[209:61.96:1723711:0.75:31
TER_011720C70,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,3006:65.57:2057357:1.25:94,2920:66.77:2871870:1.55:395,2590:65.11:2262270:1.15:127,2616:63.85:2004573:0.8:42,2622:61.78:2243678:0.45:187,[2631:61.96:1723711:0.4:26
TER_011720C72.5,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,3:65.57:2057357:0.7:3,3:66.77:2871870:0.7:0,3:65.11:2262270:0.78:4,5:63.85:2004573:0.78:0,5:61.78:2243678:0.78:0,[5:61.96:1723711:0.78:0
TER_011720C75,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,56:65.57:2057357:0.32:0,56:66.77:2871870:0.32:0,56:65.11:2262270:0.32:0,56:63.85:2004573:0.35:4,56:61.78:2243678:0.35:0,[56:61.96:1723711:0.35:0
TER_011720C80,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,0:65.57:2057357:0.0:0,0:66.77:2871870:0.0:0,0:65.11:2262270:0.0:0,0:63.85:2004573:0.0:0,0:61.78:2243678:0.0:0,[0:61.96:1723711:0.0:0
TER_011720C85,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,1:65.57:2057357:0.15:0,1:66.77:2871870:0.15:0,1:65.11:2262270:0.15:0,1:63.85:2004573:0.15:0,1:61.78:2243678:0.15:0,[1:61.96:1723711:0.15:0
TER_011720C90,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,0:65.57:2057357:0.0:0,0:66.77:2871870:0.0:0,0:65.11:2262270:0.0:0,0:63.85:2004573:0.0:0,0:61.78:2243678:0.0:0,[0:61.96:1723711:0.0:0
TER_011720C45,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,1249:63.85:2004573:18.8:1,1248:61.78:2243678:18.8:0,[1248:61.96:1723711:18.8:0
TER_011720C44,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,U,19:61.78:2243678:19.86:0,[19:61.96:1723711:19.86:0
