Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ASML_122019P350,0:267.29:746548:0.0:0,0:266.72:451739:0.0:0,0:267.37:311839:0.0:0,0:269.92:422683:0.0:0,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_122019P360,0:267.29:746548:0.0:0,0:266.72:451739:0.0:0,0:267.37:311839:0.0:0,0:269.92:422683:0.0:0,0:269.73:538341:0.0:0,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,[0:266.22:616597:0.0:0
ASML_011720P185,U,U,U,U,108:269.73:538341:0.6:0,108:274.97:667788:0.6:0,108:273.47:440469:0.6:0,108:271.55:465304:0.6:0,108:269.48:321348:0.6:0,108:267.03:655737:0.6:0,[108:266.22:616597:0.6:0
ASML_011720P190,U,U,U,U,184:269.73:538341:0.45:0,184:274.97:667788:0.45:0,184:273.47:440469:0.45:0,184:271.55:465304:0.45:0,184:269.48:321348:0.45:0,184:267.03:655737:0.45:0,[184:266.22:616597:0.45:0
ASML_011720P195,U,U,U,U,22:269.73:538341:0.25:1,21:274.97:667788:0.25:0,21:273.47:440469:0.25:0,21:271.55:465304:0.25:0,21:269.48:321348:0.25:0,21:267.03:655737:0.25:0,[21:266.22:616597:0.25:0
ASML_011720P200,U,U,U,U,327:269.73:538341:0.44:0,327:274.97:667788:0.44:0,327:273.47:440469:0.44:0,327:271.55:465304:0.44:0,327:269.48:321348:0.44:0,327:267.03:655737:0.44:0,[327:266.22:616597:0.44:0
ASML_011720P210,U,U,U,U,111:269.73:538341:1.97:0,111:274.97:667788:1.97:0,111:273.47:440469:1.97:0,111:271.55:465304:1.97:0,111:269.48:321348:1.97:0,111:267.03:655737:1.97:0,[111:266.22:616597:1.97:0
ASML_011720P220,U,U,U,U,215:269.73:538341:1.65:0,215:274.97:667788:1.65:0,215:273.47:440469:0.6:1,215:271.55:465304:0.6:0,215:269.48:321348:0.6:0,215:267.03:655737:0.6:0,[215:266.22:616597:0.6:0
ASML_011720P230,U,U,U,U,287:269.73:538341:1.4:0,287:274.97:667788:1.4:0,287:273.47:440469:1.4:0,287:271.55:465304:1.08:5,287:269.48:321348:1.08:0,288:267.03:655737:1.3:15,[302:266.22:616597:1.3:0
ASML_011720P240,U,U,U,U,508:269.73:538341:2.5:30,516:274.97:667788:1.67:6,511:273.47:440469:1.75:23,520:271.55:465304:1.9:83,601:269.48:321348:1.9:0,601:267.03:655737:2.45:22,[599:266.22:616597:2.45:0
ASML_011720P250,U,U,U,U,306:269.73:538341:3.8:3,305:274.97:667788:2.85:14,319:273.47:440469:2.6:15,320:271.55:465304:3.19:2,321:269.48:321348:3.19:0,322:267.03:655737:4.11:2,[322:266.22:616597:3.9:2
ASML_011720P260,U,U,U,U,151:269.73:538341:6.7:378,379:274.97:667788:4.77:5,379:273.47:440469:4.4:156,420:271.55:465304:5.2:1,421:269.48:321348:6.4:4,458:267.03:655737:6.6:11,[469:266.22:616597:6.7:24
ASML_011720P270,U,U,U,U,63:269.73:538341:10.2:22,84:274.97:667788:7.9:56,130:273.47:440469:7.45:14,137:271.55:465304:9.0:2,139:269.48:321348:10.3:1,140:267.03:655737:10.3:0,[140:266.22:616597:11.0:6
ASML_011720P280,U,U,U,U,107:269.73:538341:15.4:0,107:274.97:667788:12.6:35,127:273.47:440469:13.1:2,126:271.55:465304:13.1:0,126:269.48:321348:13.1:0,126:267.03:655737:13.1:0,[126:266.22:616597:13.1:0
ASML_011720P290,U,U,U,U,28:269.73:538341:22.4:9,37:274.97:667788:18.6:5,37:273.47:440469:18.6:0,37:271.55:465304:21.09:11,39:269.48:321348:21.09:0,39:267.03:655737:23.5:18,[57:266.22:616597:23.5:0
ASML_011720P300,U,U,U,U,85:269.73:538341:32.0:0,85:274.97:667788:32.0:0,85:273.47:440469:28.7:8,93:271.55:465304:30.3:39,132:269.48:321348:30.1:16,148:267.03:655737:30.1:0,[148:266.22:616597:30.1:0
ASML_011720P310,U,U,U,U,50:269.73:538341:40.4:7,57:274.97:667788:35.5:15,72:273.47:440469:35.5:0,72:271.55:465304:38.7:15,87:269.48:321348:39.1:7,94:267.03:655737:39.1:0,[94:266.22:616597:39.1:0
ASML_011720P320,U,U,U,U,0:269.73:538341:51.3:0,0:274.97:667788:51.3:0,0:273.47:440469:51.3:0,0:271.55:465304:51.3:0,0:269.48:321348:51.3:0,0:267.03:655737:51.3:0,[0:266.22:616597:51.3:0
ASML_122019P370,U,U,U,U,U,0:274.97:667788:0.0:0,0:273.47:440469:0.0:0,0:271.55:465304:0.0:0,0:269.48:321348:0.0:0,0:267.03:655737:0.0:0,0:266.22:616597:0.0:0
