Symbol,20191104,20191106,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
QQQ_121319C199,38:200.2649,38:199.76,39:201.23:15155921:5.0:3,36:200.96:10128652:5.0:0,36:201.54:14695374:5.0:0,36:201.59:15792836:5.0:0,36:201.43:16903669:4.84:101,132:202.91:18151654:5.48:41,172:203.07:18408797:5.7:59,234:202.07:32364255:4.28:4,238:201.7:17883581:4.97:6,[242:201.83:17186554:4.63:10
QQQ_121319C199.5,9:200.2649,13:199.76,51:201.23:15155921:4.7:0,51:200.96:10128652:4.42:2,53:201.54:14695374:4.42:0,53:201.59:15792836:4.42:0,53:201.43:16903669:4.61:29,82:202.91:18151654:5.19:39,116:203.07:18408797:5.19:0,181:202.07:32364255:5.83:0,181:201.7:17883581:5.83:0,[181:201.83:17186554:3.9:14
QQQ_121319C200,70:200.2649,136:199.76,259:201.23:15155921:4.4:542,392:200.96:10128652:4.21:372,482:201.54:14695374:4.46:2545,2428:201.59:15792836:4.35:348,2516:201.43:16903669:4.21:341,2516:202.91:18151654:4.55:198,2586:203.07:18408797:4.93:27,2577:202.07:32364255:3.87:68,2576:201.7:17883581:4.12:160,[2641:201.83:17186554:3.86:133
QQQ_121319C201,11:200.2649,16:199.76,125:201.23:15155921:3.79:166,269:200.96:10128652:3.56:65,328:201.54:14695374:3.66:220,337:201.59:15792836:3.71:236,464:201.43:16903669:3.53:125,514:202.91:18151654:4.05:210,507:203.07:18408797:4.2:189,619:202.07:32364255:3.49:139,692:201.7:17883581:3.33:70,[743:201.83:17186554:3.18:2073
QQQ_121319C202,97:200.2649,144:199.76,187:201.23:15155921:2.98:1,187:200.96:10128652:2.96:36,186:201.54:14695374:3.22:248,255:201.59:15792836:3.07:103,238:201.43:16903669:3.05:150,325:202.91:18151654:3.41:217,454:203.07:18408797:3.71:84,457:202.07:32364255:2.8:295,586:201.7:17883581:2.64:188,[672:201.83:17186554:2.56:119
QQQ_121319C202.5,3:200.2649,25:199.76,80:201.23:15155921:2.73:45,121:200.96:10128652:2.67:40,126:201.54:14695374:3.14:3,129:201.59:15792836:2.96:24,138:201.43:16903669:2.7:68,160:202.91:18151654:3.15:160,245:203.07:18408797:3.19:192,326:202.07:32364255:2.42:114,393:201.7:17883581:2.52:9,[395:201.83:17186554:2.14:142
QQQ_121319C203,205:200.2649,351:199.76,921:201.23:15155921:2.55:63,979:200.96:10128652:2.41:34,992:201.54:14695374:2.68:40,998:201.59:15792836:2.57:124,1037:201.43:16903669:2.47:77,1093:202.91:18151654:2.8:288,1197:203.07:18408797:2.91:80,1258:202.07:32364255:2.3:139,1291:201.7:17883581:2.25:43,[1289:201.83:17186554:2.0:115
QQQ_121319C204,215:200.2649,452:199.76,454:201.23:15155921:2.08:72,515:200.96:10128652:1.96:15,525:201.54:14695374:2.12:18,530:201.59:15792836:1.95:3875,4199:201.43:16903669:1.9:42,4229:202.91:18151654:2.22:66,4253:203.07:18408797:2.27:88,4357:202.07:32364255:1.64:241,4317:201.7:17883581:1.58:66,[4325:201.83:17186554:1.4:183
QQQ_121319C205,23:200.2649,252:199.76,1254:201.23:15155921:1.63:19,1267:200.96:10128652:1.6:10017,11201:201.54:14695374:1.69:27,11211:201.59:15792836:1.67:4,11211:201.43:16903669:1.54:129,11223:202.91:18151654:1.69:10101,7750:203.07:18408797:1.75:70,7899:202.07:32364255:1.21:548,7979:201.7:17883581:1.2:449,[8140:201.83:17186554:1.08:722
QQQ_121319C206,16:200.2649,128:199.76,162:201.23:15155921:1.26:2,162:200.96:10128652:1.21:21,179:201.54:14695374:1.48:54,226:201.59:15792836:1.41:5,228:201.43:16903669:1.16:39,262:202.91:18151654:1.3:40,298:203.07:18408797:1.33:24,335:202.07:32364255:0.9:51,338:201.7:17883581:0.92:42,[356:201.83:17186554:0.69:36
QQQ_121319C207,50:200.2649,175:199.76,181:201.23:15155921:0.99:8,187:200.96:10128652:0.99:0,187:201.54:14695374:1.0:39,206:201.59:15792836:0.91:17,217:201.43:16903669:0.88:25,232:202.91:18151654:1.0:92,298:203.07:18408797:1.03:80,456:202.07:32364255:0.56:45,479:201.7:17883581:0.65:6,[479:201.83:17186554:0.47:26
QQQ_121319C207.5,0:200.2649,5:199.76,5:201.23:15155921:0.93:0,5:200.96:10128652:0.93:0,5:201.54:14695374:0.99:1,6:201.59:15792836:0.99:0,6:201.43:16903669:0.77:4,6:202.91:18151654:0.8:8,13:203.07:18408797:0.81:3,79:202.07:32364255:0.53:4,83:201.7:17883581:0.52:1,[82:201.83:17186554:0.52:0
QQQ_121319C208,10:200.2649,68:199.76,242:201.23:15155921:0.81:25,266:200.96:10128652:0.72:10,262:201.54:14695374:0.94:6,268:201.59:15792836:0.8:66,266:201.43:16903669:0.68:13,278:202.91:18151654:0.76:15,278:203.07:18408797:0.61:15,283:202.07:32364255:0.43:191,172:201.7:17883581:0.4:14,[183:201.83:17186554:0.32:1
QQQ_122019C191,7760:200.2649,7733:199.76,7761:201.23:15155921:11.47:4,7762:200.96:10128652:11.53:17,7775:201.54:14695374:12.4:7,7774:201.59:15792836:11.88:16,7781:201.43:16903669:11.93:25,7783:202.91:18151654:12.4:16,7786:203.07:18408797:12.93:28,7781:202.07:32364255:11.95:32,7781:201.7:17883581:11.98:2,7781:201.83:17186554:11.94:10
QQQ_122019C192,11414:200.2649,11351:199.76,11360:201.23:15155921:10.73:43,11368:200.96:10128652:10.65:103,11451:201.54:14695374:11.53:23,11457:201.59:15792836:11.12:96,11465:201.43:16903669:10.96:18,11480:202.91:18151654:11.55:213,11637:203.07:18408797:12.29:31,11623:202.07:32364255:10.86:18,11621:201.7:17883581:10.84:1865,12913:201.83:17186554:10.79:14
QQQ_122019C193,17435:200.2649,17431:199.76,17448:201.23:15155921:10.27:138,17522:200.96:10128652:9.84:3,17523:201.54:14695374:10.3:39,17528:201.59:15792836:10.07:29,17533:201.43:16903669:10.19:185,17661:202.91:18151654:11.01:93,17674:203.07:18408797:11.24:51,17663:202.07:32364255:9.44:30,17691:201.7:17883581:9.44:0,17691:201.83:17186554:9.99:51
QQQ_122019C194,18137:200.2649,18003:199.76,18039:201.23:15155921:9.07:78,18081:200.96:10128652:9.02:31,18088:201.54:14695374:9.2:95,18105:201.59:15792836:9.5:128,18009:201.43:16903669:9.35:108,18093:202.91:18151654:9.73:49,18094:203.07:18408797:10.03:10,18135:202.07:32364255:9.04:761,18136:201.7:17883581:9.1:28,18163:201.83:17186554:8.96:145
QQQ_122019C195,25394:200.2649,25191:199.76,25088:201.23:15155921:8.35:180,25223:200.96:10128652:8.26:237,25203:201.54:14695374:8.5:5361,22340:201.59:15792836:8.53:45,22340:201.43:16903669:8.42:136,22408:202.91:18151654:9.1:65,22422:203.07:18408797:9.39:60,23391:202.07:32364255:8.53:162,23477:201.7:17883581:8.31:6042,24902:201.83:17186554:8.3:201
QQQ_122019C196,8123:200.2649,7505:199.76,7607:201.23:15155921:7.6:131,7702:200.96:10128652:7.38:30,7710:201.54:14695374:7.87:136,7781:201.59:15792836:7.8:116,7810:201.43:16903669:7.7:538,7989:202.91:18151654:8.41:458,7893:203.07:18408797:8.34:8,7892:202.07:32364255:7.77:133,7814:201.7:17883581:7.56:75,[7759:201.83:17186554:7.22:13
QQQ_122019C197,20815:200.2649,20571:199.76,20652:201.23:15155921:7.05:152,20756:200.96:10128652:6.63:94,20818:201.54:14695374:6.87:127,20870:201.59:15792836:6.99:114,20920:201.43:16903669:6.94:302,21099:202.91:18151654:7.54:3242,21420:203.07:18408797:7.8:30,21408:202.07:32364255:6.9:135,21398:201.7:17883581:6.63:3078,[24412:201.83:17186554:6.44:56
QQQ_122019C198,15629:200.2649,15728:199.76,16039:201.23:15155921:6.25:228,15943:200.96:10128652:6.03:113,16014:201.54:14695374:6.08:161,16033:201.59:15792836:6.15:82,16041:201.43:16903669:6.12:541,15930:202.91:18151654:6.8:162,15848:203.07:18408797:6.95:179,14318:202.07:32364255:6.23:3218,15491:201.7:17883581:5.97:341,[15640:201.83:17186554:5.61:11
QQQ_122019C199,6328:200.2649,6134:199.76,6760:201.23:15155921:5.55:2450,7491:200.96:10128652:5.28:245,7576:201.54:14695374:5.58:76,7598:201.59:15792836:5.56:86,7664:201.43:16903669:5.42:1248,8430:202.91:18151654:6.02:107,8405:203.07:18408797:6.21:376,8523:202.07:32364255:5.42:317,8492:201.7:17883581:5.08:99,[8545:201.83:17186554:5.14:64
QQQ_122019C200,37740:200.2649,47986:199.76,50007:201.23:15155921:4.94:3289,49897:200.96:10128652:4.67:2678,50443:201.54:14695374:4.96:1366,49647:201.59:15792836:4.82:936,49737:201.43:16903669:4.77:3753,50113:202.91:18151654:5.32:902,50003:203.07:18408797:5.34:4341,50288:202.07:32364255:4.65:7694,56426:201.7:17883581:4.5:650,[56479:201.83:17186554:4.28:1076
QQQ_122019C201,4112:200.2649,5698:199.76,5591:201.23:15155921:4.32:2967,7236:200.96:10128652:4.07:1426,7701:201.54:14695374:4.32:704,8071:201.59:15792836:4.17:707,8307:201.43:16903669:4.11:2339,9164:202.91:18151654:4.6:1992,8637:203.07:18408797:4.6:676,8657:202.07:32364255:4.02:1160,9000:201.7:17883581:3.83:637,[9398:201.83:17186554:3.76:965
QQQ_122019C202,2280:200.2649,2629:199.76,2848:201.23:15155921:3.72:1615,3061:200.96:10128652:3.46:400,3314:201.54:14695374:3.68:2197,4498:201.59:15792836:3.54:902,4888:201.43:16903669:3.52:1124,5406:202.91:18151654:3.92:5782,10419:203.07:18408797:4.05:8733,14676:202.07:32364255:3.37:2091,14606:201.7:17883581:3.13:1814,[14796:201.83:17186554:3.13:2325
QQQ_122019C203,3856:200.2649,4058:199.76,4386:201.23:15155921:3.17:240,4388:200.96:10128652:2.92:326,4473:201.54:14695374:3.16:581,4680:201.59:15792836:3.11:398,4863:201.43:16903669:2.95:2158,6374:202.91:18151654:3.3:1377,6917:203.07:18408797:3.42:1402,7710:202.07:32364255:2.79:2059,8332:201.7:17883581:2.57:607,[8488:201.83:17186554:2.55:818
QQQ_122019C204,1620:200.2649,2177:199.76,2368:201.23:15155921:2.5:237,2395:200.96:10128652:2.45:251,2407:201.54:14695374:2.63:265,2484:201.59:15792836:2.51:524,2626:201.43:16903669:2.39:1582,3184:202.91:18151654:2.75:232,3225:203.07:18408797:2.77:458,3612:202.07:32364255:2.27:1907,4511:201.7:17883581:2.12:215,[4501:201.83:17186554:1.96:128
QQQ_122019C205,70363:200.2649,63727:199.76,55671:201.23:15155921:2.22:6339,60382:200.96:10128652:2.02:3677,60409:201.54:14695374:2.2:2403,61085:201.59:15792836:2.1:3892,63159:201.43:16903669:1.95:1758,63431:202.91:18151654:2.24:944,63387:203.07:18408797:2.29:2692,63357:202.07:32364255:1.75:2269,63945:201.7:17883581:1.69:3132,[63960:201.83:17186554:1.55:1167
QQQ_122019C206,3485:200.2649,3898:199.76,4029:201.23:15155921:1.64:212,4065:200.96:10128652:1.65:441,4213:201.54:14695374:1.74:318,4336:201.59:15792836:1.73:139,4346:201.43:16903669:1.56:833,4744:202.91:18151654:1.8:1482,5420:203.07:18408797:1.86:446,6294:202.07:32364255:1.34:1252,6550:201.7:17883581:1.29:1692,[6963:201.83:17186554:1.13:2619
QQQ_122019C207,4857:200.2649,4915:199.76,5008:201.23:15155921:1.47:116,5008:200.96:10128652:1.32:142,5051:201.54:14695374:1.45:838,5416:201.59:15792836:1.36:552,5260:201.43:16903669:1.26:604,5778:202.91:18151654:1.4:684,5999:203.07:18408797:1.44:1571,6277:202.07:32364255:1.02:1011,6165:201.7:17883581:0.97:671,[6601:201.83:17186554:0.83:754
QQQ_122019C208,12706:200.2649,12347:199.76,12986:201.23:15155921:1.18:1190,14020:200.96:10128652:1.08:52,14007:201.54:14695374:1.14:1034,14251:201.59:15792836:1.06:415,14217:201.43:16903669:0.96:566,14244:202.91:18151654:1.08:2245,13689:203.07:18408797:1.09:933,14146:202.07:32364255:0.75:1681,14366:201.7:17883581:0.7:323,[14343:201.83:17186554:0.59:591
QQQ_122019C209,3380:200.2649,3490:199.76,4198:201.23:15155921:0.9:199,4228:200.96:10128652:0.81:169,4283:201.54:14695374:0.89:679,4429:201.59:15792836:0.87:202,4401:201.43:16903669:0.73:243,4417:202.91:18151654:0.81:10964,14340:203.07:18408797:0.81:184,15101:202.07:32364255:0.52:698,15173:201.7:17883581:0.48:403,[15113:201.83:17186554:0.41:75
QQQ_122019C210,25955:200.2649,26153:199.76,26503:201.23:15155921:0.74:9194,27141:200.96:10128652:0.64:465,27432:201.54:14695374:0.68:5741,32540:201.59:15792836:0.67:4393,30527:201.43:16903669:0.55:609,30597:202.91:18151654:0.6:2918,32141:203.07:18408797:0.6:1094,36555:202.07:32364255:0.37:1419,33621:201.7:17883581:0.35:8272,40481:201.83:17186554:0.26:2503
QQQ_123119C191,686:200.2649,685:199.76,685:201.23:15155921:11.59:0,685:200.96:10128652:11.59:0,685:201.54:14695374:11.96:3,683:201.59:15792836:11.96:0,683:201.43:16903669:12.06:10,683:202.91:18151654:12.88:1,684:203.07:18408797:12.59:1,683:202.07:32364255:13.44:3,681:201.7:17883581:13.44:0,681:201.83:17186554:13.44:0
QQQ_123119C192,1441:200.2649,1431:199.76,1431:201.23:15155921:10.85:1,1430:200.96:10128652:10.85:0,1430:201.54:14695374:11.49:3,1430:201.59:15792836:11.49:0,1430:201.43:16903669:11.24:1,1430:202.91:18151654:11.97:2,1428:203.07:18408797:11.62:10,1418:202.07:32364255:10.99:7,1418:201.7:17883581:10.99:0,[1418:201.83:17186554:10.99:0
QQQ_123119C193,823:200.2649,830:199.76,831:201.23:15155921:9.43:11,821:200.96:10128652:9.76:3,821:201.54:14695374:10.84:5,817:201.59:15792836:10.84:0,817:201.43:16903669:10.47:1,817:202.91:18151654:10.47:0,817:203.07:18408797:10.47:0,817:202.07:32364255:11.79:0,817:201.7:17883581:10.3:7,[818:201.83:17186554:10.26:8
QQQ_123119C194,403:200.2649,393:199.76,393:201.23:15155921:9.18:1,392:200.96:10128652:9.18:0,392:201.54:14695374:9.52:1,393:201.59:15792836:9.5:1,393:201.43:16903669:9.46:4,395:202.91:18151654:10.5:23,414:203.07:18408797:10.3:13,413:202.07:32364255:9.67:5,414:201.7:17883581:9.67:0,[414:201.83:17186554:9.45:3
QQQ_123119C195,1189:200.2649,1187:199.76,1190:201.23:15155921:8.44:9,1185:200.96:10128652:8.48:26,1192:201.54:14695374:8.82:11,1184:201.59:15792836:8.98:8,1176:201.43:16903669:8.79:22,1166:202.91:18151654:9.2:22,1162:203.07:18408797:9.75:1,1160:202.07:32364255:8.85:5,1160:201.7:17883581:8.45:2,[1158:201.83:17186554:8.23:5
QQQ_123119C196,1162:200.2649,1247:199.76,1256:201.23:15155921:7.88:11,1257:200.96:10128652:7.88:0,1257:201.54:14695374:7.85:24,1263:201.59:15792836:7.85:0,1263:201.43:16903669:7.85:0,1263:202.91:18151654:8.65:9,1254:203.07:18408797:8.21:7,1250:202.07:32364255:7.95:41,1271:201.7:17883581:7.65:93,[1364:201.83:17186554:7.61:15
QQQ_123119C197,732:200.2649,670:199.76,680:201.23:15155921:7.08:10,688:200.96:10128652:7.04:3,690:201.54:14695374:7.14:79,761:201.59:15792836:7.3:31,762:201.43:16903669:7.31:5,763:202.91:18151654:7.84:17,756:203.07:18408797:7.84:0,756:202.07:32364255:6.8:101,854:201.7:17883581:6.8:0,[854:201.83:17186554:6.63:27
QQQ_123119C198,971:200.2649,951:199.76,961:201.23:15155921:6.15:11,967:200.96:10128652:5.91:25,967:201.54:14695374:6.88:14,963:201.59:15792836:6.45:2,963:201.43:16903669:6.17:1,963:202.91:18151654:7.03:14,949:203.07:18408797:7.09:12,959:202.07:32364255:6.46:26,950:201.7:17883581:6.09:45,[955:201.83:17186554:6.09:44
QQQ_123119C199,686:200.2649,748:199.76,741:201.23:15155921:5.77:69,789:200.96:10128652:5.67:2,790:201.54:14695374:6.29:171,740:201.59:15792836:6.0:6,742:201.43:16903669:5.72:6,745:202.91:18151654:6.35:29,721:203.07:18408797:5.97:5,731:202.07:32364255:5.47:17,745:201.7:17883581:5.4:15,[749:201.83:17186554:5.38:93
QQQ_123119C200,27531:200.2649,27309:199.76,27577:201.23:15155921:5.24:195,27692:200.96:10128652:4.93:81,27770:201.54:14695374:5.24:27,27775:201.59:15792836:5.07:56,27799:201.43:16903669:5.1:74,27864:202.91:18151654:5.39:81,27866:203.07:18408797:5.84:124,27915:202.07:32364255:4.95:423,27948:201.7:17883581:4.9:230,[28028:201.83:17186554:4.75:139
QQQ_123119C201,234:200.2649,304:199.76,407:201.23:15155921:4.53:39,417:200.96:10128652:4.41:60,467:201.54:14695374:4.43:38,469:201.59:15792836:4.65:31,489:201.43:16903669:4.01:34,499:202.91:18151654:5.0:139,548:203.07:18408797:5.07:18,542:202.07:32364255:4.41:112,588:201.7:17883581:4.25:102,[621:201.83:17186554:4.16:98
QQQ_123119C202,827:200.2649,968:199.76,1252:201.23:15155921:3.92:13,1253:200.96:10128652:3.75:243,1294:201.54:14695374:4.09:426,1491:201.59:15792836:4.04:167,1610:201.43:16903669:3.87:256,1706:202.91:18151654:4.35:1135,2296:203.07:18408797:4.3:438,2209:202.07:32364255:3.8:252,2217:201.7:17883581:3.62:644,[2180:201.83:17186554:3.4:129
QQQ_123119C203,954:200.2649,1009:199.76,1008:201.23:15155921:3.3:50,1007:200.96:10128652:3.3:156,988:201.54:14695374:3.38:58,983:201.59:15792836:3.49:21,984:201.43:16903669:3.21:1,984:202.91:18151654:3.71:1015,1953:203.07:18408797:3.76:60,1982:202.07:32364255:3.22:342,1959:201.7:17883581:3.21:41,[1998:201.83:17186554:2.85:28
QQQ_123119C204,211:200.2649,231:199.76,225:201.23:15155921:2.89:27,252:200.96:10128652:2.82:61,284:201.54:14695374:2.96:128,263:201.59:15792836:3.01:52,270:201.43:16903669:2.83:207,320:202.91:18151654:3.04:1021,1166:203.07:18408797:3.36:2,1177:202.07:32364255:2.54:177,1330:201.7:17883581:2.54:35,[1364:201.83:17186554:2.33:50
QQQ_123119C205,15911:200.2649,15873:199.76,15962:201.23:15155921:2.5:2118,17975:200.96:10128652:2.37:59,17987:201.54:14695374:2.56:209,16056:201.59:15792836:2.52:208,16121:201.43:16903669:2.32:132,16165:202.91:18151654:2.45:198,16033:203.07:18408797:2.68:33,19031:202.07:32364255:2.2:457,16107:201.7:17883581:2.19:90,[16105:201.83:17186554:1.93:223
QQQ_123119C206,567:200.2649,613:199.76,648:201.23:15155921:1.94:1,648:200.96:10128652:1.93:2,649:201.54:14695374:2.31:5,649:201.59:15792836:2.31:0,649:201.43:16903669:1.87:43,662:202.91:18151654:2.2:116,711:203.07:18408797:2.18:4542,3728:202.07:32364255:1.69:20,3720:201.7:17883581:1.6:440,[3815:201.83:17186554:1.56:14
QQQ_123119C207,593:200.2649,728:199.76,1108:201.23:15155921:1.73:1,1107:200.96:10128652:1.6:10,1115:201.54:14695374:1.87:60,1119:201.59:15792836:1.71:73,1153:201.43:16903669:1.58:2,1153:202.91:18151654:1.66:3,1154:203.07:18408797:1.77:2,1174:202.07:32364255:1.64:130,1257:201.7:17883581:1.29:12,[1259:201.83:17186554:1.12:19
QQQ_123119C208,435:200.2649,545:199.76,585:201.23:15155921:1.3:0,585:200.96:10128652:1.3:1,585:201.54:14695374:1.53:195,626:201.59:15792836:1.31:10,636:201.43:16903669:1.31:0,636:202.91:18151654:1.29:74,651:203.07:18408797:1.24:9,661:202.07:32364255:0.99:5,663:201.7:17883581:0.99:22,[664:201.83:17186554:0.89:69
QQQ_123119C209,237:200.2649,279:199.76,332:201.23:15155921:1.25:0,332:200.96:10128652:1.03:4,336:201.54:14695374:1.24:30,338:201.59:15792836:1.18:4,339:201.43:16903669:1.18:0,339:202.91:18151654:0.98:16,348:203.07:18408797:1.1:2,349:202.07:32364255:0.77:339,674:201.7:17883581:0.79:4,[676:201.83:17186554:0.66:10
QQQ_123119C210,1253:200.2649,1216:199.76,1494:201.23:15155921:0.95:598,1810:200.96:10128652:0.85:201,1913:201.54:14695374:0.86:866,1486:201.59:15792836:0.89:25,1488:201.43:16903669:0.79:90,1479:202.91:18151654:0.79:151,1418:203.07:18408797:0.85:38,1414:202.07:32364255:0.58:83,1447:201.7:17883581:0.6:77,[1452:201.83:17186554:0.46:49
QQQ_112219C192,U,535:199.76,552:201.23:15155921:9.19:1,553:200.96:10128652:9.19:0,553:201.54:14695374:10.35:7,553:201.59:15792836:9.56:10,552:201.43:16903669:9.48:120,653:202.91:18151654:10.49:5,656:203.07:18408797:11.01:28,647:202.07:32364255:10.0:66,647:201.7:17883581:9.72:107,636:201.83:17186554:9.61:84
QQQ_112919C193,U,830:199.76,865:201.23:15155921:8.65:14,855:200.96:10128652:8.59:3,854:201.54:14695374:9.37:3,854:201.59:15792836:8.52:1,853:201.43:16903669:8.04:2,853:202.91:18151654:8.04:0,853:203.07:18408797:10.21:60,862:202.07:32364255:8.63:35,U:201.7:17883581:U:U,895:201.83:17186554:8.39:69
QQQ_120619C194.5,U,1:199.76,26:201.23:15155921:8.22:0,26:200.96:10128652:8.22:0,26:201.54:14695374:8.55:2,28:201.59:15792836:8.55:0,28:201.43:16903669:8.55:0,28:202.91:18151654:8.55:0,28:203.07:18408797:8.77:10,28:202.07:32364255:8.11:62,31:201.7:17883581:7.75:10,40:201.83:17186554:7.46:1
QQQ_121319C195,U,105:199.76,217:201.23:15155921:7.92:119,277:200.96:10128652:7.75:2,278:201.54:14695374:7.87:30,295:201.59:15792836:8.2:37,332:201.43:16903669:8.14:40,371:202.91:18151654:8.14:0,371:203.07:18408797:9.29:22,395:202.07:32364255:7.52:41,U:201.7:17883581:U:U,404:201.83:17186554:7.65:5
QQQ_122019C190,U,15295:199.76,15261:201.23:15155921:12.37:4,15264:200.96:10128652:12.43:180,15258:201.54:14695374:12.66:95,15233:201.59:15792836:12.75:74,15234:201.43:16903669:12.65:34,15229:202.91:18151654:13.69:53,15224:203.07:18408797:14.0:54,U:202.07:32364255:.3:U,15198:201.7:17883581:12.5:210,15248:201.83:17186554:12.53:4030
QQQ_123119C190,U,2278:199.76,2278:201.23:15155921:12.9:16,2283:200.96:10128652:12.64:5,2278:201.54:14695374:13.49:3,2276:201.59:15792836:13.06:2,2276:201.43:16903669:12.96:2,2274:202.91:18151654:13.88:5,2274:203.07:18408797:13.45:2,2276:202.07:32364255:14.23:3,2275:201.7:17883581:12.98:31,U:201.83:17186554:.2:50
QQQ_112219C196.5,U,U,0:201.23:15155921:4.99:19,7:200.96:10128652:4.98:79,76:201.54:14695374:6.07:30,85:201.59:15792836:6.07:0,85:201.43:16903669:5.27:13,79:202.91:18151654:5.98:50,128:203.07:18408797:6.36:70,108:202.07:32364255:4.75:73,176:201.7:17883581:5.03:7,[174:201.83:17186554:5.02:40
QQQ_112219C198.5,U,U,0:201.23:15155921:3.72:11,11:200.96:10128652:3.4:1,12:201.54:14695374:3.7:20,23:201.59:15792836:3.73:163,183:201.43:16903669:3.36:13,189:202.91:18151654:4.15:70,234:203.07:18408797:4.45:4,228:202.07:32364255:3.48:193,295:201.7:17883581:3.38:17,[290:201.83:17186554:3.05:74
QQQ_112219C199.5,U,U,0:201.23:15155921:2.72:601,566:200.96:10128652:2.73:96,573:201.54:14695374:3.18:9,573:201.59:15792836:2.94:33,585:201.43:16903669:2.92:692,842:202.91:18151654:3.6:545,768:203.07:18408797:3.87:169,723:202.07:32364255:2.61:131,779:201.7:17883581:2.3:63,[772:201.83:17186554:2.19:13
QQQ_112219C209,U,U,35:201.23:15155921:0.07:212,215:200.96:10128652:0.06:2,215:201.54:14695374:0.06:35,219:201.59:15792836:0.06:10,229:201.43:16903669:0.04:102,305:202.91:18151654:0.03:244,299:203.07:18408797:0.02:436,499:202.07:32364255:0.01:80,471:201.7:17883581:0.01:0,[471:201.83:17186554:0.01:0
QQQ_112919C209,U,U,64:201.23:15155921:0.19:21,82:200.96:10128652:0.13:8,88:201.54:14695374:0.19:15,93:201.59:15792836:0.14:3,95:201.43:16903669:0.11:1,95:202.91:18151654:0.1:479,519:203.07:18408797:0.09:49,536:202.07:32364255:0.03:10,544:201.7:17883581:0.01:7,[545:201.83:17186554:0.01:4254
QQQ_120619C209,U,U,27:201.23:15155921:0.37:31,37:200.96:10128652:0.32:1,38:201.54:14695374:0.34:30,66:201.59:15792836:0.29:32,93:201.43:16903669:0.26:13,106:202.91:18151654:0.24:3,106:203.07:18408797:0.23:1,107:202.07:32364255:0.12:38,117:201.7:17883581:0.11:4,[117:201.83:17186554:0.06:30
QQQ_121319C209,U,U,46:201.23:15155921:0.65:2,46:200.96:10128652:0.65:0,46:201.54:14695374:0.57:9,54:201.59:15792836:0.57:6,59:201.43:16903669:0.4:11,59:202.91:18151654:0.46:23,78:203.07:18408797:0.53:10,89:202.07:32364255:0.27:68,149:201.7:17883581:0.27:11,[157:201.83:17186554:0.18:6
QQQ_122019C211,U,U,15362:201.23:15155921:0.57:55,15398:200.96:10128652:0.48:158,15428:201.54:14695374:0.49:28,15425:201.59:15792836:0.51:4,15427:201.43:16903669:0.41:86,15381:202.91:18151654:0.44:184,15431:203.07:18408797:0.44:78,15432:202.07:32364255:0.25:110,15493:201.7:17883581:0.23:13,15498:201.83:17186554:0.19:367
QQQ_122719C196,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:7.89:4,4:201.43:16903669:7.65:1,5:202.91:18151654:8.35:11,16:203.07:18408797:8.35:0,U:202.07:32364255:U:U,16:201.7:17883581:7.86:21,[37:201.83:17186554:7.28:1
QQQ_122719C196.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:0.0:0,0:202.91:18151654:0.0:0,0:203.07:18408797:0.0:0,0:202.07:32364255:8.34:30,30:201.7:17883581:8.34:0,[30:201.83:17186554:8.34:0
QQQ_122719C197,U,U,0:201.23:15155921:7.17:3,2:200.96:10128652:6.7:1,3:201.54:14695374:6.7:0,3:201.59:15792836:6.7:0,3:201.43:16903669:6.55:84,87:202.91:18151654:7.69:1,87:203.07:18408797:7.81:35,123:202.07:32364255:7.91:80,179:201.7:17883581:7.13:1,[180:201.83:17186554:6.77:1
QQQ_122719C197.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:0.0:0,0:202.91:18151654:0.0:0,0:203.07:18408797:0.0:0,35:202.07:32364255:7.65:0,35:201.7:17883581:6.42:1,[36:201.83:17186554:6.42:0
QQQ_122719C198,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:6.81:27,27:201.59:15792836:6.4:2,29:201.43:16903669:6.1:27,38:202.91:18151654:6.1:0,38:203.07:18408797:6.1:0,39:202.07:32364255:5.89:1,39:201.7:17883581:5.89:0,[39:201.83:17186554:5.89:0
QQQ_122719C198.5,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:0.0:0,0:201.54:14695374:0.0:0,0:201.59:15792836:0.0:0,0:201.43:16903669:0.0:0,0:202.91:18151654:0.0:0,0:203.07:18408797:0.0:0,0:202.07:32364255:0.0:0,0:201.7:17883581:0.0:0,[0:201.83:17186554:0.0:0
QQQ_122719C199,U,U,0:201.23:15155921:0.0:0,0:200.96:10128652:5.54:66,66:201.54:14695374:6.19:1,66:201.59:15792836:6.19:0,66:201.43:16903669:5.13:1,67:202.91:18151654:6.16:1,68:203.07:18408797:6.16:0,72:202.07:32364255:5.59:34,104:201.7:17883581:5.61:2,[103:201.83:17186554:5.61:0
