Symbol,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ABBV_112919P77,37,40:82.99,40:81.93,41:82.08,44:82.01:6560104:0.5:0,44:85.17:9420181:0.5:0,44:85.54:6219193:0.12:1,44:86.54:9648955:0.19:5,47:86.57:4948264:0.19:0,47:87.64:4676686:0.19:0,47:88.59:6687424:0.05:3,U:267.1:21677338::,:89.02:7469818:U:U,44:87.21:5829334:0.05:0,44:86.52:9181283:0.05:0,44:86.05:7728326:0.05:0
ABBV_112919P77.5,40,39:82.99,39:81.93,39:82.08,66:82.01:6560104:0.29:16,65:85.17:9420181:0.17:1,65:85.54:6219193:0.13:3,62:86.54:9648955:0.07:15,62:86.57:4948264:0.07:0,62:87.64:4676686:0.07:0,62:88.59:6687424:0.05:5,62:267.1:21677338:0.04:4,:89.02:7469818:U:U,60:87.21:5829334:0.04:0,60:86.52:9181283:0.04:0,60:86.05:7728326:0.04:0
ABBV_112919P78,385,385:82.99,385:81.93,385:82.08,402:82.01:6560104:0.39:0,402:85.17:9420181:0.15:7,407:85.54:6219193:0.11:4,406:86.54:9648955:0.15:15,391:86.57:4948264:0.15:0,391:87.64:4676686:0.15:0,391:88.59:6687424:0.15:0,U:267.1:21677338:.0:,391:89.02:7469818:0.15:0,391:87.21:5829334:0.03:60,408:86.52:9181283:0.03:0,408:86.05:7728326:0.03:0
ABBV_112919P78.5,2,3:82.99,3:81.93,3:82.08,11:82.01:6560104:0.58:0,11:85.17:9420181:0.25:2,11:85.54:6219193:0.25:0,11:86.54:9648955:0.25:0,11:86.57:4948264:0.08:1,11:87.64:4676686:0.08:0,11:88.59:6687424:0.08:0,U:267.1:21677338::,11:89.02:7469818:0.08:0,11:87.21:5829334:0.08:0,11:86.52:9181283:0.08:0,11:86.05:7728326:0.08:0
ABBV_112919P79,600,602:82.99,612:81.93,612:82.08,641:82.01:6560104:0.5:2,643:85.17:9420181:0.22:4,641:85.54:6219193:0.19:2,641:86.54:9648955:0.12:22,621:86.57:4948264:0.12:0,621:87.64:4676686:0.12:0,621:88.59:6687424:0.06:2,U:267.1:21677338::,:89.02:7469818:U:U,621:87.21:5829334:0.06:0,621:86.52:9181283:0.06:0,621:86.05:7728326:0.06:0
ABBV_112919P79.5,6,8:82.99,10:81.93,10:82.08,11:82.01:6560104:1.14:0,11:85.17:9420181:1.14:0,11:85.54:6219193:0.19:1,11:86.54:9648955:0.19:0,11:86.57:4948264:0.19:0,11:87.64:4676686:0.19:0,11:88.59:6687424:0.19:0,U:267.1:21677338::,:89.02:7469818:U:U,11:87.21:5829334:0.19:0,11:86.52:9181283:0.19:0,11:86.05:7728326:0.19:0
ABBV_112919P80,2,3:82.99,105:81.93,116:82.08,117:82.01:6560104:0.69:6,117:85.17:9420181:0.28:28,135:85.54:6219193:0.24:3,136:86.54:9648955:0.11:3,136:86.57:4948264:0.12:12,129:87.64:4676686:0.1:13,132:88.59:6687424:0.12:2,U:267.1:21677338::,132:89.02:7469818:0.04:18,136:87.21:5829334:0.06:10,141:86.52:9181283:0.08:4,145:86.05:7728326:0.07:15
ABBV_112919P80.5,1,601:82.99,615:81.93,615:82.08,615:82.01:6560104:0.83:1,616:85.17:9420181:0.83:0,616:85.54:6219193:0.29:616,500:86.54:9648955:0.16:23,485:86.57:4948264:0.15:3,485:87.64:4676686:0.15:0,485:88.59:6687424:0.1:1,U:267.1:21677338::,485:89.02:7469818:0.1:0,485:87.21:5829334:0.04:8,485:86.52:9181283:0.07:1,[486:86.05:7728326:0.06:157
ABBV_112919P81.5,0,1:82.99,8:81.93,8:82.08,7:82.01:6560104:1.26:3,9:85.17:9420181:0.46:23,32:85.54:6219193:0.46:0,32:86.54:9648955:0.46:0,32:86.57:4948264:0.46:0,32:87.64:4676686:0.19:10,32:88.59:6687424:0.19:0,32:267.1:21677338:0.07:3,32:89.02:7469818:0.07:0,32:87.21:5829334:0.15:30,34:86.52:9181283:0.15:6,[37:86.05:7728326:0.09:4
ABBV_112919P82.5,0,0:82.99,5:81.93,7:82.08,8:82.01:6560104:1.51:1,8:85.17:9420181:1.03:4,6:85.54:6219193:0.53:2,8:86.54:9648955:0.23:13,19:86.57:4948264:0.27:34,51:87.64:4676686:0.22:3,54:88.59:6687424:0.22:0,54:267.1:21677338:0.1:3,56:89.02:7469818:0.11:2,57:87.21:5829334:0.11:4,57:86.52:9181283:0.25:5,[58:86.05:7728326:0.13:7
ABBV_112919P83,0,0:82.99,4:81.93,6:82.08,4:82.01:6560104:2.88:0,4:85.17:9420181:0.82:19,16:85.54:6219193:0.55:12,17:86.54:9648955:0.26:4,17:86.57:4948264:0.39:2,15:87.64:4676686:0.39:0,15:88.59:6687424:0.2:10,25:267.1:21677338:0.11:3,25:89.02:7469818:0.11:1,25:87.21:5829334:0.15:1,26:86.52:9181283:0.35:41,[51:86.05:7728326:0.17:240
ABBV_112919P83.5,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:1.24:3,3:85.54:6219193:0.9:2,5:86.54:9648955:0.4:4,3:86.57:4948264:0.51:51,52:87.64:4676686:0.36:5,57:88.59:6687424:0.36:0,57:267.1:21677338:0.14:12,64:89.02:7469818:0.09:6,64:87.21:5829334:0.27:2,65:86.52:9181283:0.26:27,[78:86.05:7728326:0.21:4
ABBV_112919P84,0,0:82.99,0:81.93,11:82.08,11:82.01:6560104:3.0:2,12:85.17:9420181:1.01:10,19:85.54:6219193:0.83:11,25:86.54:9648955:0.48:11,23:86.57:4948264:0.51:161,83:87.64:4676686:0.45:13,87:88.59:6687424:0.23:10,85:267.1:21677338:0.18:23,92:89.02:7469818:0.12:82,69:87.21:5829334:0.35:30,89:86.52:9181283:0.3:58,[90:86.05:7728326:0.29:81
ABBV_112919P85,0,0:82.99,1:81.93,1:82.08,0:82.01:6560104:3.1:6,6:85.17:9420181:1.52:5,11:85.54:6219193:1.2:27,37:86.54:9648955:0.85:89,71:86.57:4948264:0.73:45,65:87.64:4676686:0.62:75,127:88.59:6687424:0.27:51,171:267.1:21677338:0.29:19,184:89.02:7469818:0.22:138,152:87.21:5829334:0.52:211,299:86.52:9181283:0.53:117,[321:86.05:7728326:0.55:372
ABBV_112919P86,0,200:82.99,200:81.93,200:82.08,200:82.01:6560104:4.45:0,200:85.17:9420181:4.45:0,200:85.54:6219193:1.61:4,204:86.54:9648955:1.28:21,222:86.57:4948264:1.07:21,229:87.64:4676686:0.97:11,235:88.59:6687424:0.5:211,197:267.1:21677338:0.41:173,144:89.02:7469818:0.26:12,143:87.21:5829334:0.54:11,146:86.52:9181283:0.85:121,[147:86.05:7728326:0.86:172
ABBV_112919P86.5,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:0.0:0,0:86.54:9648955:0.0:0,0:86.57:4948264:1.18:6,6:87.64:4676686:1.13:3,9:88.59:6687424:0.62:27,32:267.1:21677338:0.44:12,42:89.02:7469818:0.37:10,46:87.21:5829334:1.0:110,81:86.52:9181283:1.13:75,[98:86.05:7728326:1.01:166
ABBV_112919P87,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:2.58:3,3:85.54:6219193:2.58:0,3:86.54:9648955:1.68:65,61:86.57:4948264:1.47:7,64:87.64:4676686:1.21:113,120:88.59:6687424:0.71:8,121:267.1:21677338:0.64:16,134:89.02:7469818:0.57:49,135:87.21:5829334:1.1:56,163:86.52:9181283:1.33:89,[195:86.05:7728326:1.42:77
ABBV_112919P90,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:0.0:0,0:86.54:9648955:0.0:0,0:86.57:4948264:3.3:7,7:87.64:4676686:3.2:12,15:88.59:6687424:2.13:116,117:267.1:21677338:1.6:52,168:89.02:7469818:1.69:62,223:87.21:5829334:3.35:130,123:86.52:9181283:4.0:14,[123:86.05:7728326:3.93:13
ABBV_120619P77,6,16:82.99,31:81.93,46:82.08,46:82.01:6560104:0.54:0,46:85.17:9420181:0.21:10,42:85.54:6219193:0.21:0,42:86.54:9648955:0.15:15,37:86.57:4948264:0.11:13,36:87.64:4676686:0.11:0,36:88.59:6687424:0.11:0,U:267.1:21677338::,:89.02:7469818:U:U,36:87.21:5829334:0.11:0,36:86.52:9181283:0.11:0,36:86.05:7728326:0.11:0
ABBV_120619P77.5,0,37:82.99,37:81.93,52:82.08,52:82.01:6560104:0.52:10,61:85.17:9420181:0.52:0,61:85.54:6219193:0.19:33,28:86.54:9648955:0.19:0,28:86.57:4948264:0.19:0,28:87.64:4676686:0.19:0,28:88.59:6687424:0.19:0,28:267.1:21677338:0.19:0,28:89.02:7469818:0.19:0,28:87.21:5829334:0.19:0,28:86.52:9181283:0.19:0,28:86.05:7728326:0.09:10
ABBV_120619P78,8,18:82.99,33:81.93,37:82.08,25:82.01:6560104:0.54:1,26:85.17:9420181:0.54:0,26:85.54:6219193:0.54:0,26:86.54:9648955:0.14:2,24:86.57:4948264:0.13:1,24:87.64:4676686:0.1:1,24:88.59:6687424:0.1:0,U:267.1:21677338::,16:89.02:7469818:0.07:0,16:87.21:5829334:0.07:0,28:86.52:9181283:0.12:2,U:86.05:7728326:U:U
ABBV_120619P78.5,0,0:82.99,0:81.93,0:82.08,2:82.01:6560104:0.62:5,3:85.17:9420181:0.35:3,2:85.54:6219193:0.35:0,2:86.54:9648955:0.14:2,3:86.57:4948264:0.21:1,3:87.64:4676686:0.21:0,3:88.59:6687424:0.21:0,U:267.1:21677338::,3:89.02:7469818:0.21:0,3:87.21:5829334:0.21:0,3:86.52:9181283:0.21:0,U:86.05:7728326:.0:U
ABBV_120619P79,0,0:82.99,0:81.93,8:82.08,14:82.01:6560104:0.74:20,34:85.17:9420181:0.41:1,35:85.54:6219193:0.33:105,132:86.54:9648955:0.17:1,131:86.57:4948264:0.17:0,131:87.64:4676686:0.15:21,130:88.59:6687424:0.15:0,U:267.1:21677338::,130:89.02:7469818:0.15:0,130:87.21:5829334:0.15:0,130:86.52:9181283:0.15:0,130:86.05:7728326:0.13:4
ABBV_120619P79.5,47,47:82.99,47:81.93,49:82.08,57:82.01:6560104:0.81:6,51:85.17:9420181:0.45:1,51:85.54:6219193:0.34:2,51:86.54:9648955:0.26:2,51:86.57:4948264:0.26:0,51:87.64:4676686:0.26:0,51:88.59:6687424:0.26:0,U:267.1:21677338::,51:89.02:7469818:0.26:0,51:87.21:5829334:0.26:0,51:86.52:9181283:0.26:0,51:86.05:7728326:0.26:0
ABBV_120619P80,112,112:82.99,114:81.93,120:82.08,124:82.01:6560104:1.0:1,124:85.17:9420181:0.51:3,124:85.54:6219193:0.51:0,124:86.54:9648955:0.27:4,125:86.57:4948264:0.27:0,125:87.64:4676686:0.23:1,125:88.59:6687424:0.23:0,U:267.1:21677338::,125:89.02:7469818:0.23:0,125:87.21:5829334:0.18:1,125:86.52:9181283:0.2:15,129:86.05:7728326:0.23:7
ABBV_120619P80.5,0,0:82.99,12:81.93,13:82.08,13:82.01:6560104:1.07:5,18:85.17:9420181:0.5:6,23:85.54:6219193:0.5:0,23:86.54:9648955:0.22:2,23:86.57:4948264:0.22:0,23:87.64:4676686:0.22:0,23:88.59:6687424:0.14:1,23:267.1:21677338:0.14:0,:89.02:7469818:U:U,23:87.21:5829334:0.12:100,123:86.52:9181283:0.22:3,[126:86.05:7728326:0.22:0
ABBV_120619P81,0,1:82.99,3:81.93,3:82.08,14:82.01:6560104:1.29:7,12:85.17:9420181:0.79:21,28:85.54:6219193:0.55:1,28:86.54:9648955:0.3:1,28:86.57:4948264:0.3:0,28:87.64:4676686:0.3:1,27:88.59:6687424:0.3:0,U:267.1:21677338::,27:89.02:7469818:0.3:0,27:87.21:5829334:0.22:1,28:86.52:9181283:0.22:0,[28:86.05:7728326:0.22:4
ABBV_120619P81.5,0,10:82.99,20:81.93,30:82.08,30:82.01:6560104:1.62:1,31:85.17:9420181:1.62:0,31:85.54:6219193:0.64:10,24:86.54:9648955:0.64:0,24:86.57:4948264:0.64:0,24:87.64:4676686:0.32:5,24:88.59:6687424:0.23:2,U:267.1:21677338::,26:89.02:7469818:0.23:0,26:87.21:5829334:0.33:1,27:86.52:9181283:0.31:2,[29:86.05:7728326:0.27:15
ABBV_120619P82,0,33:82.99,38:81.93,38:82.08,41:82.01:6560104:1.8:0,41:85.17:9420181:0.89:12,43:85.54:6219193:0.69:4,47:86.54:9648955:0.48:19,61:86.57:4948264:0.41:1,62:87.64:4676686:0.49:3,59:88.59:6687424:0.21:1,58:267.1:21677338:0.21:0,58:89.02:7469818:0.21:0,58:87.21:5829334:0.21:0,80:86.52:9181283:0.45:2,[80:86.05:7728326:0.34:8
ABBV_120619P82.5,0,0:82.99,15:81.93,15:82.08,15:82.01:6560104:1.68:0,15:85.17:9420181:0.97:20,25:85.54:6219193:0.97:0,25:86.54:9648955:0.97:0,25:86.57:4948264:0.97:0,25:87.64:4676686:0.97:0,25:88.59:6687424:0.97:0,25:267.1:21677338:0.97:0,25:89.02:7469818:0.17:10,18:87.21:5829334:0.36:2,20:86.52:9181283:0.53:1,[21:86.05:7728326:0.42:5
ABBV_120619P83,0,0:82.99,0:81.93,1:82.08,2:82.01:6560104:2.27:0,2:85.17:9420181:1.0:6,6:85.54:6219193:1.06:3,7:86.54:9648955:0.62:21,24:86.57:4948264:0.57:1,25:87.64:4676686:0.52:3,27:88.59:6687424:0.28:15,18:267.1:21677338:0.26:3,20:89.02:7469818:0.26:23,38:87.21:5829334:0.32:20,37:86.52:9181283:0.62:3,[38:86.05:7728326:0.6:5
ABBV_120619P83.5,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:0.0:0,0:86.54:9648955:0.73:1,1:86.57:4948264:0.73:0,1:87.64:4676686:0.56:6,7:88.59:6687424:0.3:1,8:267.1:21677338:0.28:1,9:89.02:7469818:0.27:1,8:87.21:5829334:0.27:0,8:86.52:9181283:0.7:1,[9:86.05:7728326:0.73:3
ABBV_120619P84,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:1.86:1,1:85.54:6219193:1.86:0,1:86.54:9648955:0.54:23,23:86.57:4948264:0.54:0,23:87.64:4676686:0.76:2,25:88.59:6687424:0.37:17,40:267.1:21677338:0.37:0,40:89.02:7469818:0.37:0,40:87.21:5829334:0.6:4,62:86.52:9181283:0.82:25,[85:86.05:7728326:0.92:2
ABBV_120619P85,0,0:82.99,15:81.93,15:82.08,0:82.01:6560104:4.84:0,0:85.17:9420181:1.84:5,5:85.54:6219193:1.47:3,8:86.54:9648955:1.12:18,18:86.57:4948264:0.98:24,24:87.64:4676686:0.86:59,76:88.59:6687424:0.48:26,78:267.1:21677338:0.48:13,86:89.02:7469818:0.4:33,99:87.21:5829334:0.91:105,138:86.52:9181283:0.99:624,[650:86.05:7728326:1.05:36
ABBV_120619P86,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:2.33:1,1:86.54:9648955:1.04:1,1:86.57:4948264:1.04:0,1:87.64:4676686:1.2:10,11:88.59:6687424:1.2:0,11:267.1:21677338:0.66:13,24:89.02:7469818:0.54:3,27:87.21:5829334:1.1:111,132:86.52:9181283:1.32:17,[141:86.05:7728326:1.43:143
ABBV_120619P86.5,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:0.0:0,0:86.54:9648955:0.0:0,0:86.57:4948264:1.63:4,3:87.64:4676686:1.35:51,53:88.59:6687424:0.9:1,54:267.1:21677338:0.71:2,56:89.02:7469818:0.66:3,57:87.21:5829334:0.98:1,58:86.52:9181283:1.57:13,[65:86.05:7728326:1.65:10
ABBV_120619P87,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:0.0:0,0:85.54:6219193:0.0:0,0:86.54:9648955:1.49:3,3:86.57:4948264:1.7:1,4:87.64:4676686:1.67:2,6:88.59:6687424:1.0:16,15:267.1:21677338:0.89:30,24:89.02:7469818:0.79:104,52:87.21:5829334:1.63:23,58:86.52:9181283:1.93:17,[64:86.05:7728326:1.86:24
ABBV_120619P90,0,0:82.99,0:81.93,0:82.08,0:82.01:6560104:0.0:0,0:85.17:9420181:5.4:1,1:85.54:6219193:5.4:0,1:86.54:9648955:3.4:21,20:86.57:4948264:3.95:3,23:87.64:4676686:3.95:0,23:88.59:6687424:2.43:10,33:267.1:21677338:2.03:4,35:89.02:7469818:2.0:15,45:87.21:5829334:3.65:8,44:86.52:9181283:3.98:41,[20:86.05:7728326:3.9:2
ABBV_121319P77,0,1:82.99,6:81.93,26:82.08,37:82.01:6560104:0.67:0,37:85.17:9420181:0.67:0,37:85.54:6219193:0.35:3,37:86.54:9648955:0.21:1,37:86.57:4948264:0.2:3,37:87.64:4676686:0.2:0,37:88.59:6687424:0.2:0,U:267.1:21677338::,:89.02:7469818:U:U,37:87.21:5829334:0.18:3,38:86.52:9181283:0.24:8,U:86.05:7728326:U:U
ABBV_121319P77.5,0,0:82.99,0:81.93,0:82.08,653:82.01:6560104:0.59:10,663:85.17:9420181:0.59:0,663:85.54:6219193:0.59:0,663:86.54:9648955:0.59:0,663:86.57:4948264:0.59:0,663:87.64:4676686:0.59:0,663:88.59:6687424:0.59:0,U:267.1:21677338::,663:89.02:7469818:0.16:0,663:87.21:5829334:0.16:0,663:86.52:9181283:0.18:3,663:86.05:7728326:0.15:3
ABBV_121319P78,0,1:82.99,4:81.93,4:82.08,560:82.01:6560104:0.7:2,562:85.17:9420181:0.7:0,562:85.54:6219193:0.33:1,563:86.54:9648955:0.23:1,562:86.57:4948264:0.23:0,562:87.64:4676686:0.23:0,562:88.59:6687424:0.23:0,U:267.1:21677338::,557:89.02:7469818:0.13:0,557:87.21:5829334:0.23:82,668:86.52:9181283:0.2:36,U:86.05:7728326:U:U
ABBV_121319P78.5,5,5:82.99,7:81.93,7:82.08,7:82.01:6560104:0.97:1,8:85.17:9420181:0.97:0,8:85.54:6219193:0.97:0,8:86.54:9648955:0.2:1,7:86.57:4948264:0.2:0,7:87.64:4676686:0.2:0,7:88.59:6687424:0.2:0,U:267.1:21677338::,7:89.02:7469818:0.2:0,7:87.21:5829334:0.2:2,9:86.52:9181283:0.2:0,9:86.05:7728326:0.22:2
