Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SWKS_112919P97,7:98.48,7:98.72,7:98.16,7:98.64:1476697:7.9:0,7:100.44:1733122:7.9:0,7:100.38:1492618:7.9:0,7:101.59:4126748:7.9:0,7:101.14:7339110:1.0:62,68:98.75:2588345:1.25:123,75:99.42:2686047:1.25:0,75:60.09:2713989:1.45:52,74:96.04:2078849:1.15:11,79:96.41:1478516:1.5:338,[251:97.84:1766997:0.88:44
SWKS_112919P97.5,16:98.48,16:98.72,18:98.16,18:98.64:1476697:3.0:0,18:100.44:1733122:2.65:8,26:100.38:1492618:2.65:0,26:101.59:4126748:2.28:62,75:101.14:7339110:0.83:97,122:98.75:2588345:1.45:19,139:99.42:2686047:1.07:9,146:60.09:2713989:1.9:70,189:96.04:2078849:2.35:15,190:96.41:1478516:1.89:1,[189:97.84:1766997:1.1:37
SWKS_112919P98,22:98.48,31:98.72,31:98.16,31:98.64:1476697:3.25:1,32:100.44:1733122:2.65:24,56:100.38:1492618:2.65:0,56:101.59:4126748:2.48:24,75:101.14:7339110:1.35:33,62:98.75:2588345:1.7:44,78:99.42:2686047:1.25:11,79:60.09:2713989:1.85:257,269:96.04:2078849:2.35:2,269:96.41:1478516:2.35:0,[269:97.84:1766997:1.44:13
SWKS_112919P100,11:98.48,114:98.72,115:98.16,128:98.64:1476697:4.6:0,U:100.44:1733122::,139:100.38:1492618:3.52:6,145:101.59:4126748:3.3:210,339:101.14:7339110:1.89:172,348:98.75:2588345:2.4:11,357:99.42:2686047:2.2:6,359:60.09:2713989:2.35:162,323:96.04:2078849:4.35:0,323:96.41:1478516:3.67:1,[323:97.84:1766997:2.55:26
SWKS_112919P105,0:98.48,0:98.72,3:98.16,175:98.64:1476697:7.3:30,203:100.44:1733122:7.3:0,203:100.38:1492618:7.3:0,203:101.59:4126748:5.35:6,209:101.14:7339110:5.2:108,207:98.75:2588345:5.2:0,207:99.42:2686047:5.2:0,207:60.09:2713989:5.2:0,207:96.04:2078849:9.2:90,200:96.41:1478516:9.2:0,[200:97.84:1766997:9.2:0
SWKS_112919P106,0:98.48,8:98.72,19:98.16,19:98.64:1476697:8.0:9,28:100.44:1733122:8.0:0,28:100.38:1492618:7.1:10,28:101.59:4126748:7.1:0,28:101.14:7339110:7.1:0,28:98.75:2588345:7.1:0,28:99.42:2686047:7.1:0,28:60.09:2713989:7.1:0,18:96.04:2078849:7.1:0,15:96.41:1478516:7.1:0,15:97.84:1766997:7.1:0
SWKS_112919P107,0:98.48,8:98.72,8:98.16,8:98.64:1476697:9.0:0,8:100.44:1733122:9.0:0,8:100.38:1492618:9.0:0,8:101.59:4126748:7.2:4,12:101.14:7339110:7.2:0,12:98.75:2588345:7.2:0,12:99.42:2686047:7.2:0,12:60.09:2713989:7.2:0,12:96.04:2078849:7.2:0,12:96.41:1478516:7.2:0,12:97.84:1766997:7.2:0
SWKS_112919P108,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:8.6:2,2:100.38:1492618:8.6:0,2:101.59:4126748:7.49:4,6:101.14:7339110:10.94:3,6:98.75:2588345:10.94:0,6:99.42:2686047:10.94:0,U:60.09:2713989::,3:96.04:2078849:10.94:0,3:96.41:1478516:10.94:0,3:97.84:1766997:10.94:0
SWKS_112919P109,0:98.48,0:98.72,13:98.16,13:98.64:1476697:10.4:12,24:100.44:1733122:10.4:0,24:100.38:1492618:10.4:0,24:101.59:4126748:10.4:0,24:101.14:7339110:10.4:0,24:98.75:2588345:10.4:0,24:99.42:2686047:10.4:0,U:60.09:2713989:.:,22:96.04:2078849:10.4:0,22:96.41:1478516:10.4:0,22:97.84:1766997:10.4:0
SWKS_112919P110,0:98.48,0:98.72,0:98.16,0:98.64:1476697:0.0:0,0:100.44:1733122:0.0:0,0:100.38:1492618:0.0:0,0:101.59:4126748:9.34:1,1:101.14:7339110:12.2:1,1:98.75:2588345:12.2:0,1:99.42:2686047:12.2:0,U:60.09:2713989::,1:96.04:2078849:12.2:0,1:96.41:1478516:12.2:0,1:97.84:1766997:12.2:0
