Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ALRM_122019C75,20:45.37:419907:0.41:0,20:45.72:226632:0.41:0,20:45.84:160404:0.41:0,20:44.84:246018:0.41:0,20:44.59:223240:0.41:0,20:44.15:354849:0.41:0,U:79.41:404617::,20:42.22:724017:0.41:0,20:42.8:410273:0.41:0,20:41.88:539118:0.41:0,[20:42.14:263382:0.41:0
ALRM_122019C77.5,0:45.37:419907:0.0:0,0:45.72:226632:0.0:0,0:45.84:160404:0.0:0,0:44.84:246018:0.0:0,0:44.59:223240:0.0:0,0:44.15:354849:0.0:0,U:79.41:404617::,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
ALRM_011720C32.5,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
ALRM_011720C35,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:7.51:10,10:41.88:539118:7.51:0,[10:42.14:263382:7.51:0
ALRM_011720C37.5,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:5.67:12,12:41.88:539118:5.67:0,[12:42.14:263382:5.67:0
ALRM_011720C40,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
ALRM_011720C42.5,U,U,U,U,U,U,U,0:42.22:724017:2.15:1,1:42.8:410273:2.15:0,1:41.88:539118:2.15:0,[1:42.14:263382:2.15:0
ALRM_011720C45,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
ALRM_011720C47.5,U,U,U,U,U,U,U,1:42.22:724017:0.85:0,1:42.8:410273:0.85:0,1:41.88:539118:0.85:0,[1:42.14:263382:0.85:0
ALRM_011720C50,U,U,U,U,U,U,U,8:42.22:724017:0.25:0,8:42.8:410273:0.25:0,8:41.88:539118:0.25:0,[8:42.14:263382:0.25:0
ALRM_011720C52.5,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
ALRM_011720C55,U,U,U,U,U,U,U,0:42.22:724017:0.0:0,0:42.8:410273:0.0:0,0:41.88:539118:0.0:0,[0:42.14:263382:0.0:0
