Symbol,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
JBL_121319C35.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319C36,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319C36.5,16:38.45,16:38.93,16:39.12,16:39.18:1975398:1.6:0,16:39.26:834553:1.6:0,16:39.59:870370:1.6:0,16:39.1:1020665:1.6:0,16:39.34:929455:1.6:0,16:38.69:1013846:1.6:0,16:39.02:1174741:1.6:0,U:75.43:212417::,16:38.73:1214584:1.6:0,16:38.94:770105:1.6:0,16:38.76:1014804:1.6:0,[16:38.64:777620:1.6:0
JBL_121319C37,32:38.45,32:38.93,32:39.12,32:39.18:1975398:1.35:0,32:39.26:834553:1.35:0,32:39.59:870370:1.35:0,32:39.1:1020665:1.35:0,32:39.34:929455:1.35:0,32:38.69:1013846:1.35:0,32:39.02:1174741:1.35:0,32:75.43:212417:1.35:0,32:38.73:1214584:1.35:0,32:38.94:770105:1.35:0,32:38.76:1014804:1.35:0,[32:38.64:777620:1.35:0
JBL_121319C37.5,79:38.45,79:38.93,79:39.12,79:39.18:1975398:1.15:0,79:39.26:834553:1.15:0,79:39.59:870370:1.15:0,79:39.1:1020665:1.15:0,79:39.34:929455:1.15:0,79:38.69:1013846:1.15:0,79:39.02:1174741:1.15:0,79:75.43:212417:1.15:0,79:38.73:1214584:1.15:0,79:38.94:770105:1.15:0,79:38.76:1014804:1.15:0,[79:38.64:777620:1.15:0
JBL_121319C38,0:38.45,12:38.93,12:39.12,13:39.18:1975398:1.98:0,13:39.26:834553:1.98:0,13:39.59:870370:1.98:0,13:39.1:1020665:1.98:0,13:39.34:929455:1.98:0,13:38.69:1013846:1.98:0,13:39.02:1174741:1.98:0,13:75.43:212417:1.98:0,13:38.73:1214584:1.98:0,13:38.94:770105:1.98:0,13:38.76:1014804:1.98:0,[13:38.64:777620:1.98:0
JBL_121319C38.5,68:38.45,86:38.93,86:39.12,86:39.18:1975398:1.15:0,86:39.26:834553:1.15:0,86:39.59:870370:1.15:0,86:39.1:1020665:1.15:0,86:39.34:929455:1.15:0,86:38.69:1013846:1.15:0,86:39.02:1174741:1.15:0,86:75.43:212417:1.15:0,86:38.73:1214584:1.15:0,86:38.94:770105:1.15:0,86:38.76:1014804:1.15:0,[86:38.64:777620:1.15:0
JBL_121319C39,33:38.45,69:38.93,69:39.12,69:39.18:1975398:1.05:0,69:39.26:834553:1.05:0,69:39.59:870370:1.05:0,69:39.1:1020665:1.05:0,69:39.34:929455:1.05:0,69:38.69:1013846:1.08:12,80:39.02:1174741:1.08:0,80:75.43:212417:1.08:0,80:38.73:1214584:1.08:0,80:38.94:770105:1.08:0,80:38.76:1014804:1.08:0,[80:38.64:777620:1.08:0
JBL_121319C39.5,115:38.45,115:38.93,115:39.12,115:39.18:1975398:0.5:0,115:39.26:834553:0.5:0,115:39.59:870370:0.5:0,115:39.1:1020665:1.3:2,117:39.34:929455:1.3:0,117:38.69:1013846:1.3:0,117:39.02:1174741:0.85:1,118:75.43:212417:0.85:0,118:38.73:1214584:0.85:0,118:38.94:770105:0.85:0,122:38.76:1014804:0.8:0,[122:38.64:777620:0.8:0
JBL_121319C40,0:38.45,0:38.93,166:39.12,169:39.18:1975398:1.1:0,169:39.26:834553:1.1:0,169:39.59:870370:1.1:0,169:39.1:1020665:1.1:0,169:39.34:929455:1.1:0,169:38.69:1013846:1.1:0,169:39.02:1174741:1.1:0,169:75.43:212417:1.1:0,169:38.73:1214584:1.1:0,169:38.94:770105:1.1:0,169:38.76:1014804:0.55:9,[167:38.64:777620:0.55:0
JBL_121319C40.5,0:38.45,0:38.93,352:39.12,352:39.18:1975398:0.85:0,352:39.26:834553:0.85:0,352:39.59:870370:1.15:1,353:39.1:1020665:1.15:0,353:39.34:929455:1.15:0,353:38.69:1013846:1.15:0,353:39.02:1174741:1.15:0,U:75.43:212417::,353:38.73:1214584:1.15:0,353:38.94:770105:1.15:0,353:38.76:1014804:1.15:0,[353:38.64:777620:1.15:0
JBL_121319C41,0:38.45,0:38.93,152:39.12,152:39.18:1975398:0.7:0,152:39.26:834553:0.7:0,152:39.59:870370:0.7:0,152:39.1:1020665:0.55:7,156:39.34:929455:0.55:0,156:38.69:1013846:0.55:0,156:39.02:1174741:0.55:0,156:75.43:212417:0.55:0,156:38.73:1214584:0.55:0,156:38.94:770105:0.55:0,156:38.76:1014804:0.55:0,[156:38.64:777620:0.55:0
JBL_121319C41.5,0:38.45,0:38.93,225:39.12,225:39.18:1975398:0.6:81,268:39.26:834553:0.6:0,268:39.59:870370:0.6:0,268:39.1:1020665:0.6:0,268:39.34:929455:0.6:0,268:38.69:1013846:0.37:11,279:39.02:1174741:0.37:0,279:75.43:212417:0.25:1,278:38.73:1214584:0.25:0,278:38.94:770105:0.25:0,278:38.76:1014804:0.25:0,[278:38.64:777620:0.25:0
JBL_121319C42,0:38.45,0:38.93,0:39.12,18:39.18:1975398:0.59:0,18:39.26:834553:0.59:0,18:39.59:870370:0.59:0,18:39.1:1020665:0.59:0,18:39.34:929455:0.59:0,18:38.69:1013846:0.59:0,18:39.02:1174741:0.59:0,18:75.43:212417:0.59:0,18:38.73:1214584:0.59:0,18:38.94:770105:0.59:0,18:38.76:1014804:0.59:0,[18:38.64:777620:0.59:0
JBL_121319C42.5,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319C43,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122019C29,20:38.45,20:38.93,20:39.12,20:39.18:1975398:7.03:0,20:39.26:834553:7.03:0,20:39.59:870370:7.03:0,20:39.1:1020665:10.03:1,19:39.34:929455:10.03:0,4:38.69:1013846:10.03:0,4:39.02:1174741:10.03:0,4:75.43:212417:10.03:0,4:38.73:1214584:10.03:0,4:38.94:770105:10.03:0,4:38.76:1014804:10.03:0,4:38.64:777620:10.03:0
JBL_122019C30,62:38.45,63:38.93,63:39.12,63:39.18:1975398:8.5:0,63:39.26:834553:8.5:0,63:39.59:870370:8.5:0,63:39.1:1020665:8.5:0,63:39.34:929455:8.5:0,49:38.69:1013846:8.5:0,49:39.02:1174741:8.5:0,49:75.43:212417:8.5:0,49:38.73:1214584:8.5:0,U:38.94:770105:U:U,49:38.76:1014804:8.5:0,49:38.64:777620:8.5:0
JBL_122019C31,134:38.45,134:38.93,134:39.12,134:39.18:1975398:5.48:0,134:39.26:834553:5.48:0,134:39.59:870370:5.48:0,134:39.1:1020665:8.12:22,98:39.34:929455:8.12:0,88:38.69:1013846:8.12:0,88:39.02:1174741:8.12:0,U:75.43:212417::,88:38.73:1214584:7.35:2,86:38.94:770105:7.35:0,86:38.76:1014804:7.35:0,86:38.64:777620:7.35:0
JBL_122019C32,151:38.45,151:38.93,151:39.12,151:39.18:1975398:4.13:0,151:39.26:834553:4.13:0,151:39.59:870370:4.13:0,151:39.1:1020665:4.13:0,151:39.34:929455:4.13:0,151:38.69:1013846:4.13:0,151:39.02:1174741:4.13:0,151:75.43:212417:4.13:0,151:38.73:1214584:4.13:0,U:38.94:770105:U:U,151:38.76:1014804:4.13:0,U:38.64:777620:U:U
JBL_122019C33,117:38.45,117:38.93,93:39.12,93:39.18:1975398:6.53:2,91:39.26:834553:6.2:2,89:39.59:870370:6.2:0,89:39.1:1020665:6.85:11,78:39.34:929455:6.85:0,78:38.69:1013846:6.85:0,78:39.02:1174741:6.11:10,U:75.43:212417:::75.43:212417::,68:38.73:1214584:5.97:3,68:38.94:770105:5.97:0,68:38.76:1014804:5.9:2,66:38.64:777620:5.9:0
JBL_122019C34,38:38.45,38:38.93,35:39.12,35:39.18:1975398:5.5:2,35:39.26:834553:5.5:0,35:39.59:870370:5.5:0,35:39.1:1020665:5.5:0,35:39.34:929455:5.5:1,35:38.69:1013846:4.96:2,35:39.02:1174741:5.26:1,U:75.43:212417::,35:38.73:1214584:4.9:1,U:38.94:770105:U:U,35:38.76:1014804:4.9:0,[35:38.64:777620:4.9:0
JBL_122019C35,102:38.45,102:38.93,98:39.12,101:39.18:1975398:4.43:0,101:39.26:834553:4.75:10,101:39.59:870370:4.75:0,101:39.1:1020665:4.75:0,101:39.34:929455:4.75:0,101:38.69:1013846:4.2:10,91:39.02:1174741:4.2:0,U:75.43:212417::,91:38.73:1214584:4.2:0,91:38.94:770105:4.4:1,92:38.76:1014804:4.4:0,[92:38.64:777620:4.4:0
JBL_122019C36,60:38.45,60:38.93,60:39.12,60:39.18:1975398:3.78:0,60:39.26:834553:3.78:0,60:39.59:870370:4.16:2,59:39.1:1020665:4.16:0,59:39.34:929455:3.8:11,69:38.69:1013846:3.8:0,69:39.02:1174741:3.8:0,69:75.43:212417:3.8:0,69:38.73:1214584:3.11:4,69:38.94:770105:3.11:0,69:38.76:1014804:3.11:0,[69:38.64:777620:3.24:7
JBL_122019C37,162:38.45,162:38.93,133:39.12,133:39.18:1975398:3.3:3,132:39.26:834553:3.3:0,132:39.59:870370:3.3:1,132:39.1:1020665:3.5:11,121:39.34:929455:3.5:0,121:38.69:1013846:3.5:0,121:39.02:1174741:3.5:0,121:75.43:212417:2.52:4,122:38.73:1214584:2.49:3,120:38.94:770105:2.85:7,120:38.76:1014804:2.85:0,[120:38.64:777620:2.85:0
JBL_122019C38,116:38.45,124:38.93,124:39.12,136:39.18:1975398:2.66:1,136:39.26:834553:2.53:1,136:39.59:870370:2.64:10,146:39.1:1020665:2.3:3,145:39.34:929455:2.3:0,145:38.69:1013846:2.04:1,145:39.02:1174741:2.04:0,U:75.43:212417::,145:38.73:1214584:1.86:2,143:38.94:770105:1.86:0,145:38.76:1014804:2.22:0,[145:38.64:777620:1.9:4
JBL_122019C39,309:38.45,309:38.93,317:39.12,416:39.18:1975398:1.99:4,418:39.26:834553:1.7:3,415:39.59:870370:1.95:2,417:39.1:1020665:1.95:0,417:39.34:929455:1.87:37,380:38.69:1013846:1.6:39,343:39.02:1174741:1.6:0,343:75.43:212417:1.3:76,396:38.73:1214584:1.45:11,405:38.94:770105:1.64:30,399:38.76:1014804:1.64:6,[401:38.64:777620:1.64:0
JBL_122019C40,107:38.45,107:38.93,107:39.12,150:39.18:1975398:1.52:11,160:39.26:834553:1.55:12,162:39.59:870370:1.55:31,170:39.1:1020665:1.28:16,171:39.34:929455:1.43:3,171:38.69:1013846:1.05:3,173:39.02:1174741:1.13:30,U:75.43:212417::,193:38.73:1214584:1.05:3,193:38.94:770105:1.05:0,193:38.76:1014804:1.09:17,[205:38.64:777620:0.96:3
JBL_122019C41,59:38.45,60:38.93,60:39.12,100:39.18:1975398:1.1:0,100:39.26:834553:1.1:0,100:39.59:870370:1.06:16,96:39.1:1020665:1.06:0,96:39.34:929455:1.06:0,96:38.69:1013846:0.72:4,94:39.02:1174741:0.72:0,U:75.43:212417::,90:38.73:1214584:0.6:19,90:38.94:770105:0.6:0,90:38.76:1014804:0.6:0,[90:38.64:777620:0.6:0
JBL_122019C42,11:38.45,11:38.93,16:39.12,2011:39.18:1975398:0.8:262,2143:39.26:834553:0.77:160,2261:39.59:870370:0.75:31,2279:39.1:1020665:0.62:154,2356:39.34:929455:0.61:23,2349:38.69:1013846:0.45:40,2321:39.02:1174741:0.5:23,2298:75.43:212417:0.39:61,2287:38.73:1214584:0.4:10,2282:38.94:770105:0.5:9,2285:38.76:1014804:0.5:0,[2285:38.64:777620:0.4:45
JBL_122019C43,30:38.45,30:38.93,30:39.12,30:39.18:1975398:0.25:0,30:39.26:834553:0.55:10,40:39.59:870370:0.47:10,40:39.1:1020665:0.41:4,42:39.34:929455:0.41:0,42:38.69:1013846:0.41:0,42:39.02:1174741:0.41:0,42:75.43:212417:0.41:0,42:38.73:1214584:0.41:0,42:38.94:770105:0.41:0,42:38.76:1014804:0.41:0,[42:38.64:777620:0.41:0
JBL_122019C44,30:38.45,30:38.93,25:39.12,44:39.18:1975398:0.35:6,48:39.26:834553:0.35:0,48:39.59:870370:0.3:20,68:39.1:1020665:0.25:2,69:39.34:929455:0.25:0,69:38.69:1013846:0.25:0,69:39.02:1174741:0.2:3,U:75.43:212417::,69:38.73:1214584:0.2:0,69:38.94:770105:0.2:0,69:38.76:1014804:0.2:0,69:38.64:777620:0.2:0
JBL_122019C45,0:38.45,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.13:2,2:39.34:929455:0.13:0,2:38.69:1013846:0.13:0,2:39.02:1174741:0.13:0,2:75.43:212417:0.1:10,12:38.73:1214584:0.1:0,12:38.94:770105:0.1:0,12:38.76:1014804:0.08:15,27:38.64:777620:0.08:0
JBL_112219C44.5,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_112919C44,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_120619C44,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_121319C43.5,U,0:38.93,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_112919C44.5,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_120619C44.5,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_121319C44,U,U,0:39.12,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122019C46,U,U,0:39.12,12:39.18:1975398:0.15:0,12:39.26:834553:0.15:0,12:39.59:870370:0.15:0,12:39.1:1020665:0.15:0,12:39.34:929455:0.15:0,12:38.69:1013846:0.15:0,12:39.02:1174741:0.15:0,12:75.43:212417:0.15:0,12:38.73:1214584:0.15:0,12:38.94:770105:0.15:0,12:38.76:1014804:0.15:0,12:38.64:777620:0.15:0
JBL_112219C45.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122719C34.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C35,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C35.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C36,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C36.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C37,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C37.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C38,U,U,U,0:39.18:1975398:2.65:1,1:39.26:834553:2.65:0,1:39.59:870370:2.65:0,1:39.1:1020665:2.65:0,1:39.34:929455:2.65:0,1:38.69:1013846:2.65:0,1:39.02:1174741:2.65:0,1:75.43:212417:2.65:0,1:38.73:1214584:2.65:0,1:38.94:770105:2.65:0,1:38.76:1014804:2.65:0,[1:38.64:777620:2.65:0
JBL_122719C38.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:1.73:2,2:38.73:1214584:1.73:0,2:38.94:770105:1.73:0,2:38.76:1014804:1.87:2,[2:38.64:777620:1.87:0
JBL_122719C39,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:2.17:1,1:39.1:1020665:2.17:0,1:39.34:929455:2.17:0,1:38.69:1013846:2.17:0,1:39.02:1174741:2.17:0,U:75.43:212417::,1:38.73:1214584:2.17:0,1:38.94:770105:2.17:0,1:38.76:1014804:2.17:0,[1:38.64:777620:2.17:0
JBL_122719C39.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C40,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:1.3:2,U:75.43:212417::,2:38.73:1214584:1.3:0,2:38.94:770105:1.3:0,2:38.76:1014804:1.3:0,[2:38.64:777620:1.3:0
JBL_122719C40.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:1.14:5,5:75.43:212417:1.14:0,5:38.73:1214584:1.14:0,5:38.94:770105:1.14:0,5:38.76:1014804:1.14:0,[5:38.64:777620:1.14:0
JBL_122719C41,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:1.15:2,2:39.1:1020665:1.0:1,3:39.34:929455:1.1:1,4:38.69:1013846:1.1:0,4:39.02:1174741:1.1:0,U:75.43:212417::,4:38.73:1214584:1.1:0,4:38.94:770105:1.1:0,4:38.76:1014804:1.1:0,[4:38.64:777620:1.1:0
JBL_122719C41.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:1.0:3,3:39.1:1020665:1.0:0,3:39.34:929455:1.0:0,3:38.69:1013846:1.0:0,3:39.02:1174741:1.0:0,3:75.43:212417:1.0:0,3:38.73:1214584:1.0:0,3:38.94:770105:1.0:0,3:38.76:1014804:1.0:0,[3:38.64:777620:1.0:0
JBL_122719C42,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C42.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.37:2,2:38.73:1214584:0.37:0,2:38.94:770105:0.37:0,2:38.76:1014804:0.44:2,[2:38.64:777620:0.44:0
JBL_122719C43,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.35:3,3:38.73:1214584:0.35:0,3:38.94:770105:0.35:0,3:38.76:1014804:0.35:0,[3:38.64:777620:0.35:0
JBL_122719C43.5,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,[0:38.64:777620:0.0:0
JBL_122719C44,U,U,U,0:39.18:1975398:0.0:0,0:39.26:834553:0.0:0,0:39.59:870370:0.37:1,1:39.1:1020665:0.37:0,1:39.34:929455:0.3:3,4:38.69:1013846:0.3:0,4:39.02:1174741:0.3:0,U:75.43:212417::,4:38.73:1214584:0.3:0,4:38.94:770105:0.3:0,4:38.76:1014804:0.3:0,4:38.64:777620:0.3:0
JBL_112219C46,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112919C45.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:.:U,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_120619C45.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_121319C44.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,U:38.94:770105:U:U,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_122719C44.5,U,U,U,U,U,0:39.59:870370:0.0:0,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,0:75.43:212417:0.0:0,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
JBL_112219C45,U,U,U,U,U,U,0:39.1:1020665:0.0:0,0:39.34:929455:0.0:0,0:38.69:1013846:0.0:0,0:39.02:1174741:0.0:0,U:75.43:212417::,0:38.73:1214584:0.0:0,0:38.94:770105:0.0:0,0:38.76:1014804:0.0:0,0:38.64:777620:0.0:0
