Symbol,20191023,20191024,20191025,20191028,20191029,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
HD_112919C220,2.0,2:233.89,2:234.38,2:236.8,10:234.14,11:236.04,11:234.58,11.0,10:234.92,10:232.2,10:234.01,10:232.94:2832532:17.65:0,10:232.84:2086474:17.65:0,10:231.8:2269738:17.65:0,10:233.12:2712655:17.65:0,10:234.8:2392138:14.67:1,10:236.55:2276413:14.67:0,10:237.29:3473888:14.67:0,10:81.75:121791:14.67:0,10:225.86:14970938:6.7:23,31:221.41:6974466:3.0:212,214:218.54:7633694:1.5:988,[744:218.03:5774296:0.81:1646
HD_112919C222.5,0.0,0:233.89,0:234.38,0:236.8,0:234.14,0:236.03,0:234.58,0.0,0:234.92,0:232.2,0:234.01,0:232.94:2832532:0.0:0,0:232.84:2086474:0.0:0,0:231.8:2269738:0.0:0,0:233.12:2712655:0.0:0,0:234.8:2392138:0.0:0,0:236.55:2276413:0.0:0,0:237.29:3473888:0.0:0,0:81.75:121791:17.2:5,5:225.86:14970938:5.15:26,23:221.41:6974466:1.75:1101,479:218.54:7633694:0.77:1410,[1381:218.03:5774296:0.29:2243
HD_112919C225,3.0,4:233.89,4:234.38,4:236.8,4:234.14,4:236.03,3:234.58,3.0,3:234.92,3:232.2,4:234.01,4:232.94:2832532:11.9:1,4:232.84:2086474:9.65:7,4:231.8:2269738:9.65:0,4:233.12:2712655:9.65:7,6:234.8:2392138:10.47:1,7:236.55:2276413:10.47:0,7:237.29:3473888:13.7:1,8:81.75:121791:13.7:8,10:225.86:14970938:3.23:494,367:221.41:6974466:0.92:882,826:218.54:7633694:0.34:1388,[1048:218.03:5774296:0.11:767
HD_112919C227.5,0.0,0:233.89,0:234.38,0:236.8,0:234.14,0:236.05,0:234.58,5.0,5:234.92,5:232.2,6:234.01,6:232.94:2832532:9.5:1,5:232.84:2086474:7.5:1,6:231.8:2269738:6.53:1,7:233.12:2712655:6.53:0,7:234.8:2392138:9.2:5,8:236.55:2276413:10.9:2,8:237.29:3473888:10.9:0,8:81.75:121791:12.39:32,23:225.86:14970938:2.03:859,511:221.41:6974466:0.45:453,686:218.54:7633694:0.2:695,[849:218.03:5774296:0.06:398
HD_112919C230,21.0,21:233.89,22:234.38,24:236.8,24:234.14,34:236.08,34:234.58,34.0,33:234.92,33:232.2,35:234.01,35:232.94:2832532:6.24:0,35:232.84:2086474:5.71:2,37:231.8:2269738:5.59:24,39:233.12:2712655:6.4:36,52:234.8:2392138:7.0:24,42:236.55:2276413:9.05:1,41:237.29:3473888:9.1:103,129:81.75:121791:10.1:16,138:225.86:14970938:1.19:1970,1273:221.41:6974466:0.21:983,1640:218.54:7633694:0.12:581,[1880:218.03:5774296:0.05:977
HD_112919C232.5,18.0,20:233.89,20:234.38,20:236.8,20:234.14,20:236.08,23:234.58,29.0,37:234.92,36:232.2,56:234.01,67:232.94:2832532:5.42:7,68:232.84:2086474:4.32:53,120:231.8:2269738:4.1:18,123:233.12:2712655:4.91:19,122:234.8:2392138:5.85:33,139:236.55:2276413:6.75:19,124:237.29:3473888:6.9:19,133:81.75:121791:8.55:62,143:225.86:14970938:0.64:836,703:221.41:6974466:0.13:456,789:218.54:7633694:0.08:130,[800:218.03:5774296:0.07:43
HD_112919C235,126.0,132:233.89,152:234.38,164:236.8,168:234.14,172:236.05,172:234.58,172.0,174:234.92,180:232.2,183:234.01,201:232.94:2832532:4.25:34,190:232.84:2086474:3.3:10,189:231.8:2269738:3.0:12,188:233.12:2712655:3.7:37,186:234.8:2392138:4.55:71,189:236.55:2276413:5.55:99,210:237.29:3473888:5.35:207,259:81.75:121791:6.7:325,365:225.86:14970938:0.32:1353,1169:221.41:6974466:0.08:672,1274:218.54:7633694:0.05:188,[1275:218.03:5774296:0.05:171
HD_112919C237.5,53.0,55:233.89,55:234.38,60:236.8,66:234.14,127:236.05,129:234.58,179.0,184:234.92,180:232.2,188:234.01,188:232.94:2832532:2.68:21,195:232.84:2086474:2.24:14,205:231.8:2269738:2.06:21,210:233.12:2712655:2.65:19,206:234.8:2392138:3.12:131,329:236.55:2276413:4.25:34,339:237.29:3473888:4.18:409,594:81.75:121791:5.17:1167,890:225.86:14970938:0.21:1206,1626:221.41:6974466:0.05:213,1660:218.54:7633694:0.04:181,[1772:218.03:5774296:0.01:52
HD_112919C240,51.0,51:233.89,54:234.38,79:236.8,82:234.14,85:236.05,85:234.58,85.0,87:234.92,89:232.2,88:234.01,88:232.94:2832532:1.92:12,92:232.84:2086474:1.64:11,98:231.8:2269738:1.4:58,154:233.12:2712655:1.62:14,157:234.8:2392138:2.35:29,161:236.55:2276413:2.97:103,186:237.29:3473888:2.85:251,330:81.75:121791:3.8:753,693:225.86:14970938:0.1:762,983:221.41:6974466:0.11:82,990:218.54:7633694:0.02:44,[997:218.03:5774296:0.02:45
HD_112919C242.5,13.0,13:233.89,16:234.38,36:236.8,41:234.14,42:236.05,43:234.58,43.0,45:234.92,50:232.2,50:234.01,48:232.94:2832532:1.58:7,53:232.84:2086474:1.12:4,52:231.8:2269738:0.85:3,51:233.12:2712655:1.17:7,51:234.8:2392138:1.52:11,58:236.55:2276413:1.8:45,85:237.29:3473888:2.0:75,126:81.75:121791:2.7:448,412:225.86:14970938:0.06:132,418:221.41:6974466:0.04:83,432:218.54:7633694:0.03:101,[531:218.03:5774296:0.01:15
HD_112919C245,30.0,31:233.89,31:234.38,31:236.8,31:234.14,31:236.04,32:234.58,32.0,32:234.92,33:232.2,37:234.01,55:232.94:2832532:0.97:9,56:232.84:2086474:0.7:5,59:231.8:2269738:0.53:9,63:233.12:2712655:0.7:4,63:234.8:2392138:0.94:12,70:236.55:2276413:1.38:38,90:237.29:3473888:1.27:223,236:81.75:121791:1.78:479,511:225.86:14970938:0.06:318,489:221.41:6974466:0.04:25,481:218.54:7633694:0.01:79,496:218.03:5774296:0.01:1
HD_112919C247.5,82.0,82:233.89,82:234.38,82:236.8,84:234.14,84:236.04,84:234.58,84.0,84:234.92,85:232.2,85:234.01,85:232.94:2832532:0.56:3,85:232.84:2086474:0.42:76,81:231.8:2269738:0.31:1,78:233.12:2712655:0.31:0,78:234.8:2392138:0.59:8,85:236.55:2276413:0.92:33,97:237.29:3473888:0.77:149,162:81.75:121791:1.25:457,333:225.86:14970938:0.03:225,366:221.41:6974466:0.03:0,366:218.54:7633694:0.03:0,366:218.03:5774296:0.01:73
HD_112919C250,15.0,15:233.89,15:234.38,14:236.8,25:234.14,25:236.03,25:234.58,26.0,29:234.92,38:232.2,40:234.01,63:232.94:2832532:0.31:42,62:232.84:2086474:0.22:1,62:231.8:2269738:0.19:2,63:233.12:2712655:0.27:2,63:234.8:2392138:0.37:3,65:236.55:2276413:0.56:8,67:237.29:3473888:0.48:63,83:81.75:121791:0.79:1322,930:225.86:14970938:0.04:787,845:221.41:6974466:0.03:18,842:218.54:7633694:0.02:10,851:218.03:5774296:0.02:0
HD_112919C252.5,31.0,36:233.89,35:234.38,35:236.8,38:234.14,38:236.0,38:234.58,38.0,38:234.92,38:232.2,52:234.01,52:232.94:2832532:0.29:0,52:232.84:2086474:0.29:0,52:231.8:2269738:0.29:0,52:233.12:2712655:0.22:5,52:234.8:2392138:0.21:1,52:236.55:2276413:0.25:4,52:237.29:3473888:0.32:5,52:81.75:121791:0.47:206,155:225.86:14970938:0.04:45,153:221.41:6974466:0.03:35,128:218.54:7633694:0.01:5,126:218.03:5774296:0.01:74
HD_112919C255,21.0,21:233.89,21:234.38,21:236.8,21:234.14,21:236.0,22:234.58,22.0,22:234.92,22:232.2,22:234.01,22:232.94:2832532:0.21:1,22:232.84:2086474:0.21:0,22:231.8:2269738:0.21:0,22:233.12:2712655:0.21:0,22:234.8:2392138:0.21:0,22:236.55:2276413:0.39:1,23:237.29:3473888:0.2:10,33:81.75:121791:0.31:1175,1122:225.86:14970938:0.01:89,1128:221.41:6974466:0.08:1,1129:218.54:7633694:0.01:17,1133:218.03:5774296:0.01:1
HD_112919C257.5,0.0,5:233.89,5:234.38,5:236.8,7:234.14,7:236.0,8:234.58,8.0,8:234.92,7:232.2,7:234.01,7:232.94:2832532:0.16:0,7:232.84:2086474:0.16:0,7:231.8:2269738:0.16:0,7:233.12:2712655:0.16:0,7:234.8:2392138:0.16:0,7:236.55:2276413:0.12:2,9:237.29:3473888:0.15:2,9:81.75:121791:0.19:161,150:225.86:14970938:0.01:16,144:221.41:6974466:0.01:5,139:218.54:7633694:0.01:0,139:218.03:5774296:0.01:0
HD_122019C185,0.0,0:233.89,0:234.38,0:236.8,0:234.14,0:235.97,0:234.58,0.0,0:234.92,0:232.2,0:234.01,0:232.94:2832532:0.0:0,0:232.84:2086474:0.0:0,0:231.8:2269738:0.0:0,0:233.12:2712655:0.0:0,0:234.8:2392138:0.0:0,0:236.55:2276413:0.0:0,0:237.29:3473888:0.0:0,0:81.75:121791:0.0:0,0:225.86:14970938:0.0:0,0:221.41:6974466:0.0:0,0:218.54:7633694:0.0:0,[0:218.03:5774296:0.0:0
HD_122019C190,3.0,6:233.89,6:234.38,6:236.8,6:234.14,6:235.98,6:234.58,6.0,6:234.92,6:232.2,6:234.01,16:232.94:2832532:42.75:0,16:232.84:2086474:42.75:0,16:231.8:2269738:42.75:0,16:233.12:2712655:42.75:0,16:234.8:2392138:42.75:0,16:236.55:2276413:42.75:0,16:237.29:3473888:47.69:10,16:81.75:121791:47.69:0,16:225.86:14970938:47.69:0,16:221.41:6974466:47.69:0,16:218.54:7633694:47.69:0,[16:218.03:5774296:28.7:2
HD_122019C195,1.0,1:233.89,1:234.38,1:236.8,1:234.14,1:235.96,1:234.58,1.0,1:234.92,1:232.2,2:234.01,2:232.94:2832532:36.6:0,2:232.84:2086474:36.6:0,2:231.8:2269738:36.6:0,2:233.12:2712655:38.46:12,13:234.8:2392138:38.46:0,13:236.55:2276413:38.46:0,13:237.29:3473888:38.46:0,13:81.75:121791:38.46:0,13:225.86:14970938:38.46:0,13:221.41:6974466:38.46:0,13:218.54:7633694:38.46:0,[13:218.03:5774296:23.6:1
HD_122019C200,12.0,12:233.89,12:234.38,16:236.8,22:234.14,22:235.95,22:234.58,22.0,22:234.92,22:232.2,22:234.01,22:232.94:2832532:34.49:0,22:232.84:2086474:32.33:2,24:231.8:2269738:32.33:0,24:233.12:2712655:33.66:40,48:234.8:2392138:33.66:0,48:236.55:2276413:36.95:2,50:237.29:3473888:36.9:2,50:81.75:121791:36.9:0,50:225.86:14970938:26.15:25,71:221.41:6974466:21.05:61,124:218.54:7633694:19.1:7,[131:218.03:5774296:18.4:114
HD_122019C205,20.0,20:233.89,20:234.38,20:236.8,20:234.14,20:235.95,21:234.58,24.0,24:234.92,24:232.2,24:234.01,24:232.94:2832532:29.9:0,24:232.84:2086474:29.9:0,24:231.8:2269738:29.9:0,24:233.12:2712655:28.65:65,85:234.8:2392138:28.65:0,85:236.55:2276413:30.61:2,87:237.29:3473888:30.61:0,87:81.75:121791:33.47:1,86:225.86:14970938:21.25:3,86:221.41:6974466:16.52:10,84:218.54:7633694:14.65:7,[89:218.03:5774296:14.65:0
HD_122019C210,77.0,77:233.89,77:234.38,77:236.8,79:234.14,79:235.96,81:234.58,81.0,80:234.92,80:232.2,80:234.01,81:232.94:2832532:23.95:1,82:232.84:2086474:23.95:0,82:231.8:2269738:21.79:1,82:233.12:2712655:21.79:0,82:234.8:2392138:24.63:2,84:236.55:2276413:25.7:13,97:237.29:3473888:27.45:2,96:81.75:121791:27.45:0,96:225.86:14970938:16.45:179,132:221.41:6974466:11.45:78,149:218.54:7633694:9.8:92,[185:218.03:5774296:8.93:261
HD_122019C215,59.0,59:233.89,60:234.38,61:236.8,62:234.14,67:235.91,68:234.58,69.0,69:234.92,69:232.2,75:234.01,80:232.94:2832532:20.0:1,80:232.84:2086474:20.0:0,80:231.8:2269738:17.29:4,84:233.12:2712655:17.29:0,84:234.8:2392138:19.6:1,85:236.55:2276413:21.95:3,85:237.29:3473888:22.78:1,84:81.75:121791:22.78:0,84:225.86:14970938:12.05:52,102:221.41:6974466:8.4:47,121:218.54:7633694:6.3:178,[233:218.03:5774296:5.18:106
HD_122019C220,212.0,211:233.89,213:234.38,215:236.8,213:234.14,220:235.89,223:234.58,224.0,225:234.92,234:232.2,236:234.01,243:232.94:2832532:14.76:17,254:232.84:2086474:14.21:14,260:231.8:2269738:13.3:39,296:233.12:2712655:14.95:18,308:234.8:2392138:15.85:18,317:236.55:2276413:17.75:23,338:237.29:3473888:17.9:75,401:81.75:121791:19.54:33,431:225.86:14970938:7.85:259,506:221.41:6974466:4.71:505,718:218.54:7633694:3.47:875,[1004:218.03:5774296:2.8:759
HD_122019C225,195.0,195:233.89,195:234.38,215:236.8,214:234.14,219:235.89,224:234.58,225.0,226:234.92,225:232.2,239:234.01,241:232.94:2832532:10.55:14,240:232.84:2086474:10.6:2,241:231.8:2269738:9.6:21,251:233.12:2712655:10.77:4,251:234.8:2392138:11.6:14,253:236.55:2276413:13.8:27,273:237.29:3473888:13.4:145,403:81.75:121791:15.1:39,421:225.86:14970938:4.63:1012,945:221.41:6974466:2.47:1463,1628:218.54:7633694:1.75:1082,[1979:218.03:5774296:1.25:549
HD_122019C230,1094.0,1094:233.89,1083:234.38,1239:236.8,1276:234.14,1329:235.92,1324:234.58,1292.0,1298:234.92,1314:232.2,1361:234.01,1364:232.94:2832532:7.54:97,1384:232.84:2086474:7.13:41,1381:231.8:2269738:6.5:83,1398:233.12:2712655:7.45:59,1411:234.8:2392138:8.3:110,1429:236.55:2276413:9.9:72,1448:237.29:3473888:9.85:98,1482:81.75:121791:11.2:143,1515:225.86:14970938:2.53:1949,2171:221.41:6974466:1.13:2244,2683:218.54:7633694:0.76:1022,[2790:218.03:5774296:0.51:692
HD_122019C235,1140.0,1224:233.89,1226:234.38,1243:236.8,1269:234.14,1313:235.92,1621:234.58,1701.0,1729:234.92,1800:232.2,1855:234.01,1919:232.94:2832532:5.0:182,1915:232.84:2086474:4.53:128,1925:231.8:2269738:4.03:128,2010:233.12:2712655:4.63:219,2031:234.8:2392138:5.3:135,2051:236.55:2276413:6.57:124,2110:237.29:3473888:6.65:194,2102:81.75:121791:7.71:431,2249:225.86:14970938:1.22:1585,2705:221.41:6974466:0.52:756,2845:218.54:7633694:0.31:224,[2815:218.03:5774296:0.22:204
