Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
CCMP_011720P170,U,U,U,U,0:153.09:199423:0.0:0,0:156.01:249799:0.0:0,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P175,U,U,U,U,0:153.09:199423:0.0:0,0:156.01:249799:0.0:0,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P180,U,U,U,U,0:153.09:199423:0.0:0,0:156.01:249799:0.0:0,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,0:128.42:393968:0.0:0
CCMP_122019P105,U,U,U,U,0:153.09:199423:0.0:0,0:156.01:249799:0.0:0,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P100,U,U,U,U,U,U,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P85,U,U,U,U,U,U,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P90,U,U,U,U,U,U,0:132.59:883174:0.0:0,0:135.46:469233:0.0:0,0:133.79:174908:0.0:0,0:126.95:726462:0.0:0,[0:128.42:393968:0.0:0
CCMP_011720P95,U,U,U,U,U,U,8:132.59:883174:7.0:0,8:135.46:469233:7.0:0,8:133.79:174908:7.0:0,8:126.95:726462:7.0:0,[8:128.42:393968:7.0:0
CCMP_122019P100,U,U,U,U,U,U,211:132.59:883174:0.71:3,213:135.46:469233:0.71:0,213:133.79:174908:0.71:0,213:126.95:726462:0.25:124,[336:128.42:393968:0.25:0
CCMP_011720P80,U,U,U,U,U,U,U,U,U,2:126.95:726462:2.0:0,[2:128.42:393968:2.0:0
