Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
CNMD_011720C115,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:3.0:2,2:112.34:168772:3.0:0,[2:113.28:165967:3.0:0
CNMD_011720C120,U,U,U,U,U,U,0:113.0:195203:2.15:1,1:113.0:415001:2.15:0,1:112.955:237574:2.15:0,1:112.34:168772:2.15:0,[1:113.28:165967:2.15:0
CNMD_011720C125,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C130,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C135,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C140,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C145,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C150,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C155,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C160,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C70,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C75,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C80,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C85,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C90,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
CNMD_011720C95,U,U,U,U,U,U,0:113.0:195203:0.0:0,0:113.0:415001:0.0:0,0:112.955:237574:0.0:0,0:112.34:168772:0.0:0,[0:113.28:165967:0.0:0
