Symbol,20191028,20191101,20191104,20191105,20191106,20191107,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
TECD_122019C140,18:122.41,18.0,18:127.33,18:128.96,18:124.68,18:124.6:205054:2.0:0,18:124.5:228523:2.0:0,18:124.3:144580:2.0:0,18:125.41:338977:2.0:0,18:121.49:980916:0.15:5,23:130.55:1275622:0.25:1,24:130.43:998372:0.25:0,24:129.8:866792:0.25:0,24:129.65:1053766:0.1:0,24:129.42:1071749:0.1:0,[24:129.09:771412:0.1:1
TECD_122019C145,5:122.41,5.0,5:127.33,5:128.96,5:124.68,5:124.6:205054:2.7:0,5:124.5:228523:2.7:0,5:124.3:144580:2.7:0,5:125.41:338977:2.7:0,5:121.49:980916:2.7:0,5:130.55:1275622:2.7:0,5:130.43:998372:2.7:0,5:129.8:866792:2.7:0,5:129.65:1053766:2.7:0,5:129.42:1071749:2.7:0,[5:129.09:771412:2.7:0
TECD_122019C150,6:122.41,6.0,6:127.33,6:128.96,6:124.68,6:124.6:205054:0.75:0,6:124.5:228523:0.75:0,6:124.3:144580:0.75:0,6:125.41:338977:0.75:0,6:121.49:980916:0.75:0,6:130.55:1275622:0.75:0,6:130.43:998372:0.75:0,6:129.8:866792:0.75:0,6:129.65:1053766:0.75:0,6:129.42:1071749:0.75:0,[6:129.09:771412:0.75:0
TECD_122019C155,0:122.41,0.0,0:127.33,0:128.96,0:124.68,0:124.6:205054:0.0:0,0:124.5:228523:0.0:0,0:124.3:144580:0.0:0,0:125.41:338977:0.0:0,0:121.49:980916:0.0:0,0:130.55:1275622:0.0:0,0:130.43:998372:0.0:0,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_122019C160,160:122.41,160.0,160:127.33,160:128.96,160:124.68,160:124.6:205054:0.1:0,160:124.5:228523:0.1:0,160:124.3:144580:0.1:0,160:125.41:338977:0.1:0,160:121.49:980916:0.05:2,162:130.55:1275622:0.05:0,162:130.43:998372:0.05:0,162:129.8:866792:0.05:0,162:129.65:1053766:0.05:0,162:129.42:1071749:0.05:0,[162:129.09:771412:0.05:0
TECD_011720C100,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C105,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C110,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C115,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C120,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C125,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C130,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C135,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C140,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C145,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C150,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C155,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C160,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C165,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C170,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C175,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C85,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C90,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
TECD_011720C95,U,U,U,U,U,U,U,U,U,U,U,U,0:129.8:866792:0.0:0,0:129.65:1053766:0.0:0,0:129.42:1071749:0.0:0,[0:129.09:771412:0.0:0
