Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
ACIA_011720P50,U,U,U,U,853:66.49:402103:0.1:0,853:67.0775:236216:0.1:0,853:67.01:351837:0.1:0,853:67.12:253581:0.1:0,853:66.805:129338:0.1:0,853:66.7:766870:0.1:0,[853:66.64:267389:0.1:0
ACIA_011720P55,U,U,U,U,126:66.49:402103:0.15:0,126:67.0775:236216:0.15:0,126:67.01:351837:0.15:0,126:67.12:253581:0.15:0,126:66.805:129338:0.15:0,126:66.7:766870:0.15:0,[126:66.64:267389:0.15:0
ACIA_011720P60,U,U,U,U,2611:66.49:402103:0.25:0,2611:67.0775:236216:0.25:0,2611:67.01:351837:0.2:46,2611:67.12:253581:0.2:0,2611:66.805:129338:0.2:0,2611:66.7:766870:0.15:6,[2611:66.64:267389:0.15:0
ACIA_011720P65,U,U,U,U,600:66.49:402103:0.55:1,601:67.0775:236216:0.4:16,617:67.01:351837:0.4:0,617:67.12:253581:0.4:0,617:66.805:129338:0.4:0,617:66.7:766870:0.4:16,[633:66.64:267389:0.4:0
ACIA_011720P70,U,U,U,U,67:66.49:402103:4.5:0,67:67.0775:236216:4.5:0,67:67.01:351837:4.5:0,67:67.12:253581:4.5:0,67:66.805:129338:4.5:0,67:66.7:766870:4.5:0,[67:66.64:267389:4.5:0
ACIA_011720P75,U,U,U,U,0:66.49:402103:0.0:0,0:67.0775:236216:0.0:0,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
ACIA_011720P80,U,U,U,U,0:66.49:402103:0.0:0,0:67.0775:236216:0.0:0,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
ACIA_011720P85,U,U,U,U,0:66.49:402103:0.0:0,0:67.0775:236216:0.0:0,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
ACIA_011720P90,U,U,U,U,0:66.49:402103:0.0:0,0:67.0775:236216:0.0:0,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
ACIA_011720P100,U,U,U,U,U,U,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
ACIA_011720P95,U,U,U,U,U,U,0:67.01:351837:0.0:0,0:67.12:253581:0.0:0,0:66.805:129338:0.0:0,0:66.7:766870:0.0:0,[0:66.64:267389:0.0:0
