Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
LITE_112219P70.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:2.51:6,6:68.91:968045:1.9:16,22:69.25:826590:1.9:0,U:68.17:670669:U:U,22:67.15:1165003:1.9:0,[21:68.19:858666:2.3:6
LITE_112219P71,25:66.53:1018954:5.7:0,25:66.65:1445424:5.7:0,25:67.7:1211498:5.7:0,25:67.81:1029256:5.7:0,25:67.99:1086775:5.7:0,25:68.9:1538132:5.7:0,25:68.91:968045:5.7:0,25:69.25:826590:5.7:0,25:68.17:670669:2.4:92,117:67.15:1165003:2.4:0,[117:68.19:858666:2.4:0
LITE_112219P71.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,0:69.25:826590:0.0:0,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_112919P62,13:66.53:1018954:0.85:0,13:66.65:1445424:0.85:0,13:67.7:1211498:0.85:0,13:67.81:1029256:0.37:20,33:67.99:1086775:0.37:0,33:68.9:1538132:0.37:0,33:68.91:968045:0.37:0,:69.25:826590:U:U,33:68.17:670669:0.1:2,33:67.15:1165003:0.15:1,34:68.19:858666:0.15:0
LITE_112919P62.5,1:66.53:1018954:1.2:0,1:66.65:1445424:1.2:0,1:67.7:1211498:1.2:0,1:67.81:1029256:1.2:0,1:67.99:1086775:1.2:0,1:68.9:1538132:1.2:0,1:68.91:968045:1.2:0,1:69.25:826590:1.2:0,1:68.17:670669:1.2:0,1:67.15:1165003:1.2:0,1:68.19:858666:1.2:0
LITE_112919P63,8:66.53:1018954:1.11:0,8:66.65:1445424:1.11:0,8:67.7:1211498:1.11:0,8:67.81:1029256:1.11:0,8:67.99:1086775:1.11:0,8:68.9:1538132:0.25:2,U:68.91:968045::,10:69.25:826590:0.25:0,10:68.17:670669:0.25:0,10:67.15:1165003:0.25:0,10:68.19:858666:0.25:0
LITE_112919P63.5,2:66.53:1018954:1.4:50,50:66.65:1445424:1.4:0,50:67.7:1211498:1.4:0,50:67.81:1029256:1.4:0,50:67.99:1086775:1.4:0,50:68.9:1538132:1.4:0,U:68.91:968045::,50:69.25:826590:1.4:0,50:68.17:670669:1.4:0,50:67.15:1165003:1.4:0,[50:68.19:858666:1.4:0
LITE_112919P64,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:0.0:0,0:67.81:1029256:0.0:0,0:67.99:1086775:0.0:0,0:68.9:1538132:0.0:0,0:68.91:968045:0.0:0,U:69.25:826590:0.0:0:69.25:826590:.:U,0:68.17:670669:0.0:0,0:67.15:1165003:0.0:0,[0:68.19:858666:0.0:0
LITE_112919P64.5,0:66.53:1018954:0.0:0,0:66.65:1445424:0.0:0,0:67.7:1211498:1.0:11,11:67.81:1029256:1.0:0,11:67.99:1086775:1.0:0,11:68.9:1538132:0.5:11,U:68.91:968045:0.0:0:68.91:968045:.:,:69.25:826590:U:U,11:68.17:670669:0.5:0,11:67.15:1165003:0.5:0,[11:68.19:858666:0.5:0
LITE_112919P65,0:66.53:1018954:1.9:3,3:66.65:1445424:1.9:0,3:67.7:1211498:1.9:0,3:67.81:1029256:0.92:20,23:67.99:1086775:0.92:0,23:68.9:1538132:0.92:0,23:68.91:968045:0.92:0,23:69.25:826590:0.92:0,23:68.17:670669:0.92:0,23:67.15:1165003:0.92:0,[23:68.19:858666:0.92:0
LITE_112919P65.5,10:66.53:1018954:2.05:0,10:66.65:1445424:2.05:0,10:67.7:1211498:2.05:0,10:67.81:1029256:2.05:0,10:67.99:1086775:2.05:0,10:68.9:1538132:2.05:0,10:68.91:968045:0.56:5,:69.25:826590:U:U,12:68.17:670669:0.56:0,12:67.15:1165003:0.55:4,[11:68.19:858666:0.55:0
