Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191119,20191120,20191121,20191122
IRBT_112919C48.5,128:49.32:924324:2.7:0,128:49.24:771657:2.7:0,128:47.68:1372582:2.7:0,128:44.91:2058638:0.9:3,128:44.93:1354224:0.9:0,128:45.13:929609:0.55:2,126:46.68:1218471:0.85:1,125:46.41:775660:0.69:1,126:273.0:891144:0.65:143,268:46.02:705222:0.5:3,[271:46.51:683008:0.38:28
IRBT_112919C49,277:49.32:924324:2.75:0,277:49.24:771657:1.9:3,275:47.68:1372582:1.35:4,278:44.91:2058638:1.28:2,279:44.93:1354224:0.52:2,280:45.13:929609:0.5:2,280:46.68:1218471:0.6:2,280:46.41:775660:0.6:0,U:273.0:891144:U:U,281:46.02:705222:0.3:0,[281:46.51:683008:0.26:15
IRBT_112919C49.5,10:49.32:924324:1.73:10,5:49.24:771657:1.8:16,10:47.68:1372582:1.8:0,10:44.91:2058638:0.45:5,13:44.93:1354224:0.45:0,13:45.13:929609:0.45:0,13:46.68:1218471:0.45:1,13:46.41:775660:0.43:11,13:273.0:891144:0.43:0,13:46.02:705222:0.43:0,[13:46.51:683008:0.2:2
IRBT_112919C50,50:49.32:924324:1.55:11,41:49.24:771657:1.5:15,41:47.68:1372582:1.21:1,42:44.91:2058638:1.21:0,42:44.93:1354224:0.45:164,183:45.13:929609:0.4:11,184:46.68:1218471:0.46:28,185:46.41:775660:0.45:1,186:273.0:891144:0.25:10,U:46.02:705222:U:U,[186:46.51:683008:0.25:0
IRBT_112919C50.5,5:49.32:924324:2.0:0,5:49.24:771657:2.0:0,5:47.68:1372582:2.0:0,5:44.91:2058638:2.0:0,5:44.93:1354224:0.5:39,40:45.13:929609:0.35:1,40:46.68:1218471:0.35:0,40:46.41:775660:0.35:0,40:273.0:891144:0.35:0,40:46.02:705222:0.35:0,[40:46.51:683008:0.35:0
IRBT_112919C51,6:49.32:924324:2.75:0,6:49.24:771657:1.05:12,18:47.68:1372582:1.05:0,18:44.91:2058638:0.72:3,21:44.93:1354224:0.25:5,21:45.13:929609:0.25:1,21:46.68:1218471:0.4:2,22:46.41:775660:0.25:2,U:273.0:891144:U:U,21:46.02:705222:0.25:0,[21:46.51:683008:0.25:0
IRBT_112919C51.5,2:49.32:924324:2.6:0,2:49.24:771657:2.6:0,2:47.68:1372582:2.6:0,2:44.91:2058638:0.37:2,2:44.93:1354224:0.37:0,2:45.13:929609:0.37:0,2:46.68:1218471:0.37:0,2:46.41:775660:0.37:0,2:273.0:891144:0.37:0,2:46.02:705222:0.37:0,[2:46.51:683008:0.37:0
IRBT_112919C52,13:49.32:924324:1.2:1,13:49.24:771657:0.9:27,34:47.68:1372582:0.55:8,34:44.91:2058638:0.5:3,37:44.93:1354224:0.25:42,74:45.13:929609:0.25:0,74:46.68:1218471:0.25:2,:46.41:775660:U:U,U:273.0:891144:U:U,74:46.02:705222:0.25:0,74:46.51:683008:0.25:0
IRBT_112919C52.5,1:49.32:924324:1.95:0,1:49.24:771657:1.95:0,1:47.68:1372582:1.95:0,1:44.91:2058638:1.95:0,1:44.93:1354224:1.95:0,1:45.13:929609:1.95:0,U:46.68:1218471::,1:46.41:775660:1.95:0,1:273.0:891144:1.95:0,1:46.02:705222:0.1:1,1:46.51:683008:0.1:0
IRBT_112919C53,17:49.32:924324:1.0:0,17:49.24:771657:1.0:0,17:47.68:1372582:0.33:5,15:44.91:2058638:0.15:3,17:44.93:1354224:0.15:0,17:45.13:929609:0.18:4,20:46.68:1218471:0.17:14,:46.41:775660:U:U,U:273.0:891144:U:U,U:46.02:705222:U:U,20:46.51:683008:0.17:0
IRBT_112919C53.5,2:49.32:924324:0.75:0,2:49.24:771657:0.75:0,2:47.68:1372582:0.75:0,2:44.91:2058638:0.75:0,2:44.93:1354224:0.75:0,2:45.13:929609:0.15:69,U:46.68:1218471::,71:46.41:775660:0.08:20,51:273.0:891144:0.12:23,45:46.02:705222:0.12:0,45:46.51:683008:0.12:0
