Symbol,20191028,20191030,20191031,20191101,20191104,20191105,20191106,20191107,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
SAGE_120619P138,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,0:149.0:278972:7.2:2
SAGE_120619P139,4:142.27,4:138.01,4:135.65,4.0,4:143.7,4:144.44,4:138.71,4:138.93:231450:20.4:0,4:144.34:332290:20.4:0,4:141.55:572910:20.4:0,4:144.05:335818:20.4:0,4:140.79:296213:20.4:0,4:146.32:302683:20.4:0,4:145.96:446497:20.4:0,4:151.52:572833:20.4:0,U:151.78:499381:0.0:0:0:0:.:U,[4:149.0:278972:20.4:0
SAGE_120619P140,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:14.61:1,1:144.05:335818:14.61:0,1:140.79:296213:16.02:1,0:146.32:302683:16.02:0,0:145.96:446497:16.02:0,1:151.52:572833:10.2:0,1:0:0:10.2:0,[1:149.0:278972:10.2:0
SAGE_120619P141,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_120619P142,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_120619P143,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,0:0:0:0.0:0,[0:149.0:278972:0.0:0
SAGE_120619P144,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,U:0:0:U:U,[0:149.0:278972:0.0:0
SAGE_120619P145,0:142.27,0:138.01,0:135.65,0.0,1:143.7,0:144.44,0:138.71,0:138.93:231450:21.0:0,0:144.34:332290:21.0:0,0:141.55:572910:21.0:0,0:144.05:335818:21.0:0,0:140.79:296213:21.0:0,0:146.32:302683:21.0:0,0:145.96:446497:21.0:0,U:151.52:572833:U:U,0:0:0:21.0:0,[0:149.0:278972:12.0:1
SAGE_120619P146,1:142.27,1:138.01,1:135.65,1.0,1:143.7,1:144.44,1:138.71,1:138.93:231450:24.0:0,1:144.34:332290:24.0:0,1:141.55:572910:24.0:0,1:144.05:335818:24.0:0,1:140.79:296213:24.0:0,1:146.32:302683:24.0:0,1:145.96:446497:24.0:0,U:151.52:572833:U:U,1:0:0:24.0:0,[1:149.0:278972:24.0:0
SAGE_120619P147,0:142.27,0:138.01,0:135.65,0.0,0:143.7,0:144.44,0:138.71,0:138.93:231450:0.0:0,0:144.34:332290:0.0:0,0:141.55:572910:0.0:0,0:144.05:335818:0.0:0,0:140.79:296213:0.0:0,0:146.32:302683:0.0:0,0:145.96:446497:0.0:0,0:151.52:572833:0.0:0,U:0:0:U:U,[0:149.0:278972:0.0:0
