Symbol,20191108,20191111,20191112,20191113,20191114,20191115,20191118,20191120,20191121,20191122
UBER_121319P30,125:27.01:44941622:3.23:15,133:27.14:41300937:3.39:3,132:26.7:32448063:3.2:2,134:26.71:33124982:3.2:0,134:25.99:27991933:4.2:1,133:26.79:41353173:4.2:0,133:26.75:37309667:4.2:0,111:28.03:52741127:3.2:0,111:29.46:55638958:1.5:12,[118:29.56:44372725:1.32:24
UBER_121319P30.5,161:27.01:44941622:3.93:0,161:27.14:41300937:3.93:0,161:26.7:32448063:3.93:0,161:26.71:33124982:3.93:0,161:25.99:27991933:3.93:0,161:26.79:41353173:3.9:1,161:26.75:37309667:3.9:1,161:28.03:52741127:3.9:0,161:29.46:55638958:1.77:10,[161:29.56:44372725:1.77:0
UBER_121319P31,39:27.01:44941622:4.2:0,39:27.14:41300937:4.2:0,39:26.7:32448063:4.2:0,39:26.71:33124982:4.2:0,39:25.99:27991933:4.8:2,38:26.79:41353173:4.8:0,38:26.75:37309667:4.8:0,38:28.03:52741127:3.2:3,38:29.46:55638958:2.15:9,[41:29.56:44372725:1.95:3
UBER_121319P31.5,0:27.01:44941622:4.85:0,0:27.14:41300937:4.85:0,0:26.7:32448063:4.85:0,0:26.71:33124982:4.85:0,0:25.99:27991933:4.85:0,0:26.79:41353173:4.85:0,0:26.75:37309667:4.85:0,0:28.03:52741127:4.85:0,0:29.46:55638958:4.85:0,[0:29.56:44372725:4.85:0
UBER_121319P32,90:27.01:44941622:4.9:122,72:27.14:41300937:5.6:30,42:26.7:32448063:5.25:7,48:26.71:33124982:5.25:0,48:25.99:27991933:5.25:0,48:26.79:41353173:5.25:0,48:26.75:37309667:5.25:0,48:28.03:52741127:5.25:0,48:29.46:55638958:2.93:4,[48:29.56:44372725:2.7:10
UBER_122019P18,6087:27.01:44941622:0.03:1,6087:27.14:41300937:0.03:9,6085:26.7:32448063:0.03:0,6085:26.71:33124982:0.03:0,6085:25.99:27991933:0.05:2063,1286:26.79:41353173:0.05:0,1286:26.75:37309667:0.05:0,1286:28.03:52741127:0.05:0,1286:29.46:55638958:0.18:2,1284:29.56:44372725:0.18:0
UBER_122019P19,5309:27.01:44941622:0.05:5,5305:27.14:41300937:0.05:24,5305:26.7:32448063:0.02:1,5304:26.71:33124982:0.02:2,5304:25.99:27991933:0.03:9,5299:26.79:41353173:0.03:1,5299:26.75:37309667:0.03:0,5299:28.03:52741127:0.05:1201,2399:29.46:55638958:0.01:2,1399:29.56:44372725:0.03:1
UBER_122019P20,9665:27.01:44941622:0.08:302,9912:27.14:41300937:0.06:71,9899:26.7:32448063:0.09:42,9858:26.71:33124982:0.07:25,9843:25.99:27991933:0.09:10,9845:26.79:41353173:0.07:23,9850:26.75:37309667:0.03:144,9829:28.03:52741127:0.03:120,9769:29.46:55638958:0.03:4,9765:29.56:44372725:0.02:17
UBER_122019P21,988:27.01:44941622:0.1:15,987:27.14:41300937:0.12:6,989:26.7:32448063:0.1:112,1090:26.71:33124982:0.1:9,1092:25.99:27991933:0.1:0,1092:26.79:41353173:0.05:13,1099:26.75:37309667:0.05:39,1128:28.03:52741127:0.03:67,1068:29.46:55638958:0.03:55,1013:29.56:44372725:0.01:30
UBER_122019P22,4628:27.01:44941622:0.17:116,4536:27.14:41300937:0.19:100,4621:26.7:32448063:0.12:28,4613:26.71:33124982:0.17:2021,6574:25.99:27991933:0.17:162,6710:26.79:41353173:0.12:41,6705:26.75:37309667:0.15:320,6781:28.03:52741127:0.05:98,6709:29.46:55638958:0.05:132,6617:29.56:44372725:0.05:67
UBER_122019P23,1937:27.01:44941622:0.27:4180,5679:27.14:41300937:0.27:338,5743:26.7:32448063:0.28:228,5715:26.71:33124982:0.26:101,5746:25.99:27991933:0.31:493,6158:26.79:41353173:0.2:1156,7045:26.75:37309667:0.19:294,7217:28.03:52741127:0.07:1048,6654:29.46:55638958:0.07:78,6627:29.56:44372725:0.06:92
UBER_122019P24,2686:27.01:44941622:0.47:732,3188:27.14:41300937:0.45:614,3333:26.7:32448063:0.43:275,3355:26.71:33124982:0.45:640,3352:25.99:27991933:0.6:1546,4709:26.79:41353173:0.37:498,5043:26.75:37309667:0.34:102,5073:28.03:52741127:0.17:239,5065:29.46:55638958:0.1:590,4522:29.56:44372725:0.12:90
UBER_122019P25,7448:27.01:44941622:0.72:2850,9599:27.14:41300937:0.67:628,9860:26.7:32448063:0.7:2030,11739:26.71:33124982:0.7:243,11802:25.99:27991933:0.87:1797,12642:26.79:41353173:0.64:453,12704:26.75:37309667:0.58:388,12790:28.03:52741127:0.3:569,12624:29.46:55638958:0.17:506,[12572:29.56:44372725:0.17:152
UBER_122019P26,3091:27.01:44941622:1.05:883,3012:27.14:41300937:1.0:355,3071:26.7:32448063:1.05:573,3229:26.71:33124982:1.05:814,3733:25.99:27991933:1.3:481,3808:26.79:41353173:0.95:2731,6232:26.75:37309667:0.96:399,6444:28.03:52741127:0.49:713,6313:29.46:55638958:0.28:428,[6147:29.56:44372725:0.3:266
UBER_122019P27,8943:27.01:44941622:1.52:1923,9771:27.14:41300937:1.4:694,10303:26.7:32448063:1.54:2467,12619:26.71:33124982:1.51:677,12739:25.99:27991933:1.85:937,12701:26.79:41353173:1.45:263,12845:26.75:37309667:1.42:2137,14961:28.03:52741127:0.82:760,15208:29.46:55638958:0.48:1102,[15154:29.56:44372725:0.45:7191
UBER_122019P28,14478:27.01:44941622:2.06:1517,15611:27.14:41300937:2.0:208,15667:26.7:32448063:2.12:26,15663:26.71:33124982:2.09:187,15668:25.99:27991933:2.56:735,16154:26.79:41353173:2.03:59,16145:26.75:37309667:2.03:67,16088:28.03:52741127:1.22:811,15744:29.46:55638958:0.74:582,[15705:29.56:44372725:0.7:9319
UBER_122019P29,1449:27.01:44941622:2.69:37,1440:27.14:41300937:2.65:63,1459:26.7:32448063:2.8:41,1436:26.71:33124982:2.8:63,1394:25.99:27991933:3.3:38,1403:26.79:41353173:2.74:15,1403:26.75:37309667:2.65:10,1395:28.03:52741127:1.81:65,1395:29.46:55638958:1.15:736,[1806:29.56:44372725:1.1:455
UBER_122019P30,10319:27.01:44941622:3.4:114,10313:27.14:41300937:3.39:365,10195:26.7:32448063:3.5:214,10235:26.71:33124982:3.7:208,10250:25.99:27991933:4.17:116,10253:26.79:41353173:3.6:57,10271:26.75:37309667:3.57:14,10155:28.03:52741127:2.57:145,10147:29.46:55638958:1.62:1114,[10472:29.56:44372725:1.5:3189
UBER_122019P31,3515:27.01:44941622:4.1:19,3513:27.14:41300937:4.23:802,3149:26.7:32448063:4.5:17,3133:26.71:33124982:4.6:532,3118:25.99:27991933:5.08:34,3099:26.79:41353173:4.44:17,3100:26.75:37309667:4.3:24,3070:28.03:52741127:3.39:15,3059:29.46:55638958:2.27:19,[3056:29.56:44372725:2.14:38
UBER_122019P32,3437:27.01:44941622:5.15:48,3414:27.14:41300937:5.0:55,3396:26.7:32448063:5.3:11,3393:26.71:33124982:5.66:4,3392:25.99:27991933:5.3:1,3393:26.79:41353173:5.37:19,3397:26.75:37309667:5.5:17,3372:28.03:52741127:4.3:14,3364:29.46:55638958:2.98:12,[3353:29.56:44372725:2.94:9
UBER_122019P33,3480:27.01:44941622:6.0:31,3464:27.14:41300937:6.05:28,3452:26.7:32448063:6.3:63,3414:26.71:33124982:6.4:20,3404:25.99:27991933:7.06:143,3471:26.79:41353173:6.34:103,3474:26.75:37309667:6.4:5,3473:28.03:52741127:5.3:1,3473:29.46:55638958:3.9:17,[3461:29.56:44372725:3.45:10
UBER_122019P34,1170:27.01:44941622:6.71:4,1170:27.14:41300937:7.0:22,1188:26.7:32448063:7.0:0,1188:26.71:33124982:7.7:27,1167:25.99:27991933:7.7:0,963:26.79:41353173:7.5:41,957:26.75:37309667:7.52:1,957:28.03:52741127:6.06:13,950:29.46:55638958:4.76:60,[899:29.56:44372725:4.6:3
UBER_122019P35,6454:27.01:44941622:7.5:2,6452:27.14:41300937:7.89:5,6449:26.7:32448063:8.13:13,6437:26.71:33124982:8.34:8,5865:25.99:27991933:8.6:7,5623:26.79:41353173:8.4:50,5616:26.75:37309667:8.59:21,5589:28.03:52741127:7.21:46,5589:29.46:55638958:5.9:40,[5567:29.56:44372725:5.49:60
UBER_122019P36,1729:27.01:44941622:8.74:0,1729:27.14:41300937:9.0:14,1723:26.7:32448063:8.65:1,1439:26.71:33124982:9.5:11,1431:25.99:27991933:10.0:14,1428:26.79:41353173:9.4:55,1425:26.75:37309667:9.3:2,1001:28.03:52741127:9.06:0,1001:29.46:55638958:7.0:2,[1001:29.56:44372725:7.0:0
UBER_122019P37,1618:27.01:44941622:10.0:3,1379:27.14:41300937:10.55:15,1378:26.7:32448063:10.1:41,1352:26.71:33124982:10.28:1,1313:25.99:27991933:10.28:0,1313:26.79:41353173:10.28:0,920:26.75:37309667:10.14:2,921:28.03:52741127:8.99:5,919:29.46:55638958:8.99:0,919:29.56:44372725:8.99:0
UBER_122719P22.5,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:0.25:1,1:25.99:27991933:0.32:6,7:26.79:41353173:0.32:0,7:26.75:37309667:0.32:0,7:28.03:52741127:0.32:0,7:29.46:55638958:0.32:0,7:29.56:44372725:0.08:2
UBER_122719P23,0:27.01:44941622:0.34:10,10:27.14:41300937:0.35:41,41:26.7:32448063:0.35:0,41:26.71:33124982:0.34:20,41:25.99:27991933:0.4:4,43:26.79:41353173:0.35:4,46:26.75:37309667:0.25:4,46:28.03:52741127:0.25:0,46:29.46:55638958:0.25:0,46:29.56:44372725:0.25:0
UBER_122719P23.5,0:27.01:44941622:0.39:11,11:27.14:41300937:0.39:0,11:26.7:32448063:0.39:0,11:26.71:33124982:0.39:0,11:25.99:27991933:0.45:2,13:26.79:41353173:0.45:0,13:26.75:37309667:0.35:1,14:28.03:52741127:0.23:18,20:29.46:55638958:0.1:1,20:29.56:44372725:0.1:0
UBER_122719P24,3:27.01:44941622:0.75:0,3:27.14:41300937:0.7:1,4:26.7:32448063:0.5:1,5:26.71:33124982:0.52:52,55:25.99:27991933:0.55:151,205:26.79:41353173:0.5:2,205:26.75:37309667:0.46:34,210:28.03:52741127:0.46:0,210:29.46:55638958:0.12:5,205:29.56:44372725:0.13:3
UBER_122719P24.5,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.65:4,4:26.71:33124982:0.62:2,6:25.99:27991933:0.75:1,5:26.79:41353173:0.75:0,5:26.75:37309667:0.55:40,52:28.03:52741127:0.3:18,67:29.46:55638958:0.2:5,70:29.56:44372725:0.18:9
UBER_122719P25,1:27.01:44941622:0.75:1,2:27.14:41300937:0.77:52,54:26.7:32448063:0.77:0,54:26.71:33124982:0.9:14,66:25.99:27991933:0.95:5162,5214:26.79:41353173:0.75:11,5224:26.75:37309667:0.75:6,5229:28.03:52741127:0.4:264,5470:29.46:55638958:0.4:0,[5470:29.56:44372725:0.2:8
UBER_122719P25.5,2:27.01:44941622:0.87:2,0:27.14:41300937:1.2:2,2:26.7:32448063:0.93:10,11:26.71:33124982:1.0:7,18:25.99:27991933:1.15:45,61:26.79:41353173:0.9:1,60:26.75:37309667:0.87:16,59:28.03:52741127:0.52:29,76:29.46:55638958:0.28:6,[74:29.56:44372725:0.27:2
UBER_122719P26,1:27.01:44941622:1.13:29,29:27.14:41300937:1.12:88,111:26.7:32448063:1.1:40,98:26.71:33124982:1.2:2,99:25.99:27991933:1.32:11,107:26.79:41353173:1.04:23,130:26.75:37309667:1.05:16,137:28.03:52741127:0.61:129,212:29.46:55638958:0.36:130,[182:29.56:44372725:0.3:8
UBER_122719P26.5,0:27.01:44941622:0.0:0,0:27.14:41300937:1.32:11,11:26.7:32448063:1.32:0,11:26.71:33124982:1.4:126,77:25.99:27991933:1.5:41,77:26.79:41353173:1.29:126,123:26.75:37309667:1.22:114,235:28.03:52741127:0.8:2,235:29.46:55638958:0.45:88,[262:29.56:44372725:0.45:10
UBER_122719P27,13:27.01:44941622:1.56:5,14:27.14:41300937:1.9:10,24:26.7:32448063:1.5:16,20:26.71:33124982:1.89:20,37:25.99:27991933:1.94:6,38:26.79:41353173:1.59:14,42:26.75:37309667:1.45:29,78:28.03:52741127:0.9:20,85:29.46:55638958:0.55:4,[86:29.56:44372725:0.52:11
UBER_122719P27.5,0:27.01:44941622:1.7:3,3:27.14:41300937:1.7:0,3:26.7:32448063:1.7:14,11:26.71:33124982:1.7:0,11:25.99:27991933:1.7:0,11:26.79:41353173:1.85:17,28:26.75:37309667:1.85:0,29:28.03:52741127:1.16:1,30:29.46:55638958:0.75:10,[30:29.56:44372725:0.65:5
UBER_122719P28,0:27.01:44941622:2.08:1,1:27.14:41300937:2.08:0,1:26.7:32448063:2.08:0,1:26.71:33124982:2.16:5,6:25.99:27991933:2.6:1,6:26.79:41353173:2.6:0,6:26.75:37309667:2.27:1,7:28.03:52741127:1.3:51,50:29.46:55638958:0.85:50,[74:29.56:44372725:0.8:44
UBER_122719P28.5,0:27.01:44941622:0.0:0,0:27.14:41300937:2.45:1,1:26.7:32448063:2.45:0,1:26.71:33124982:2.5:1,1:25.99:27991933:2.5:0,1:26.79:41353173:2.6:2,3:26.75:37309667:2.6:0,3:28.03:52741127:1.5:4,4:29.46:55638958:1.0:4,[5:29.56:44372725:1.2:1
UBER_122719P29,0:27.01:44941622:2.55:1,1:27.14:41300937:2.55:0,1:26.7:32448063:2.55:0,1:26.71:33124982:2.55:0,1:25.99:27991933:2.55:0,1:26.79:41353173:2.9:2,2:26.75:37309667:2.9:2,2:28.03:52741127:2.0:18,20:29.46:55638958:1.25:19,[35:29.56:44372725:1.25:11
UBER_122719P29.5,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:0.0:0,0:25.99:27991933:0.0:0,0:26.79:41353173:0.0:0,0:26.75:37309667:0.0:0,0:28.03:52741127:0.0:0,0:29.46:55638958:1.5:11,[11:29.56:44372725:1.52:1
UBER_122719P30,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:0.0:0,0:25.99:27991933:4.15:1,1:26.79:41353173:4.15:0,1:26.75:37309667:3.82:1,0:28.03:52741127:3.82:0,0:29.46:55638958:1.8:9,[9:29.56:44372725:1.62:27
UBER_122719P30.5,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:4.4:1,1:25.99:27991933:4.4:0,1:26.79:41353173:4.17:1,0:26.75:37309667:4.17:0,0:28.03:52741127:4.17:0,0:29.46:55638958:2.05:4,[4:29.56:44372725:2.05:0
UBER_122719P31,0:27.01:44941622:4.14:1,1:27.14:41300937:4.14:0,1:26.7:32448063:4.14:0,1:26.71:33124982:4.14:0,1:25.99:27991933:4.14:0,1:26.79:41353173:4.58:1,1:26.75:37309667:4.58:0,1:28.03:52741127:4.58:0,1:29.46:55638958:4.58:0,[1:29.56:44372725:4.58:0
UBER_122719P31.5,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:0.0:0,0:25.99:27991933:0.0:0,0:26.79:41353173:0.0:0,0:26.75:37309667:0.0:0,0:28.03:52741127:0.0:0,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
UBER_122719P32,0:27.01:44941622:0.0:0,0:27.14:41300937:0.0:0,0:26.7:32448063:0.0:0,0:26.71:33124982:0.0:0,0:25.99:27991933:0.0:0,0:26.79:41353173:0.0:0,0:26.75:37309667:0.0:0,0:28.03:52741127:0.0:0,0:29.46:55638958:3.1:5,[5:29.56:44372725:3.2:8
UBER_112219P22,U,U,431:26.7:32448063:0.03:0,431:26.71:33124982:0.03:0,431:25.99:27991933:0.03:0,431:26.79:41353173:0.03:0,431:26.75:37309667:0.02:10,421:28.03:52741127:0.02:0,421:29.46:55638958:0.02:0,421:29.56:44372725:0.02:0
UBER_112919P22,U,U,1140:26.7:32448063:0.05:10,1140:26.71:33124982:0.05:10,1150:25.99:27991933:0.05:5,1155:26.79:41353173:0.05:0,1155:26.75:37309667:0.05:0,1155:28.03:52741127:0.05:0,1155:29.46:55638958:0.05:0,1155:29.56:44372725:0.05:0
UBER_122019P17,U,U,52:26.7:32448063:0.05:0,52:26.71:33124982:0.05:0,52:25.99:27991933:0.05:0,52:26.79:41353173:0.03:1,51:26.75:37309667:0.03:0,51:28.03:52741127:0.03:0,51:29.46:55638958:0.03:0,51:29.56:44372725:0.03:0
UBER_122719P22,U,U,0:26.7:32448063:0.0:0,0:26.71:33124982:0.0:0,0:25.99:27991933:0.25:288,288:26.79:41353173:0.15:51,288:26.75:37309667:0.15:2,270:28.03:52741127:0.12:0,270:29.46:55638958:0.12:0,270:29.56:44372725:0.12:0
UBER_011720P16,U,U,U,U,60:25.99:27991933:0.09:0,60:26.79:41353173:0.09:0,60:26.75:37309667:0.09:0,60:28.03:52741127:0.09:0,60:29.46:55638958:0.01:40,70:29.56:44372725:0.01:0
UBER_011720P17,U,U,U,U,365:25.99:27991933:0.01:3,364:26.79:41353173:0.01:1,365:26.75:37309667:0.01:0,365:28.03:52741127:0.01:0,365:29.46:55638958:0.01:0,365:29.56:44372725:0.03:10
UBER_011720P18,U,U,U,U,435:25.99:27991933:0.09:0,435:26.79:41353173:0.09:0,435:26.75:37309667:0.07:2,436:28.03:52741127:0.04:11,435:29.46:55638958:0.04:0,435:29.56:44372725:0.02:30
UBER_011720P19,U,U,U,U,219:25.99:27991933:0.15:1,219:26.79:41353173:0.1:31,249:26.75:37309667:0.07:7,250:28.03:52741127:0.07:2,251:29.46:55638958:0.07:0,251:29.56:44372725:0.04:3
UBER_011720P20,U,U,U,U,7366:25.99:27991933:0.21:129,7286:26.79:41353173:0.14:503,7714:26.75:37309667:0.14:66,7757:28.03:52741127:0.05:77,7812:29.46:55638958:0.08:57,[7866:29.56:44372725:0.07:27
UBER_011720P21,U,U,U,U,3277:25.99:27991933:0.35:43,3286:26.79:41353173:0.22:33,3301:26.75:37309667:0.2:16,3302:28.03:52741127:0.12:13,3312:29.46:55638958:0.06:148,[3385:29.56:44372725:0.07:31
UBER_011720P22,U,U,U,U,3276:25.99:27991933:0.49:996,3250:26.79:41353173:0.32:102,3277:26.75:37309667:0.35:36,3381:28.03:52741127:0.2:261,3416:29.46:55638958:0.14:22,[3411:29.56:44372725:0.11:155
UBER_011720P23,U,U,U,U,2363:25.99:27991933:0.7:138,2402:26.79:41353173:0.5:761,3067:26.75:37309667:0.5:238,3192:28.03:52741127:0.32:237,2982:29.46:55638958:0.2:38,[2971:29.56:44372725:0.15:62
UBER_011720P24,U,U,U,U,6008:25.99:27991933:0.95:134,6032:26.79:41353173:0.72:92,6029:26.75:37309667:0.7:125,6134:28.03:52741127:0.47:122,6134:29.46:55638958:0.3:108,[6139:29.56:44372725:0.3:55
UBER_011720P25,U,U,U,U,18233:25.99:27991933:1.4:3767,17029:26.79:41353173:1.04:1467,18472:26.75:37309667:1.02:313,18374:28.03:52741127:0.7:5513,19731:29.46:55638958:0.43:2385,[19778:29.56:44372725:0.45:234
UBER_011720P26,U,U,U,U,2075:25.99:27991933:1.8:254,2098:26.79:41353173:1.4:1163,3127:26.75:37309667:1.37:61,3145:28.03:52741127:0.9:1049,3205:29.46:55638958:0.6:175,[3178:29.56:44372725:0.63:51
UBER_011720P27,U,U,U,U,5497:25.99:27991933:2.37:1053,5489:26.79:41353173:1.9:247,5476:26.75:37309667:1.9:71,5338:28.03:52741127:1.3:192,5421:29.46:55638958:0.87:232,[5586:29.56:44372725:0.92:169
UBER_011720P28,U,U,U,U,2143:25.99:27991933:2.95:63,2149:26.79:41353173:2.45:32,2159:26.75:37309667:2.45:434,2074:28.03:52741127:1.71:332,2282:29.46:55638958:1.25:279,[2342:29.56:44372725:1.17:151
UBER_011720P29,U,U,U,U,1694:25.99:27991933:3.44:4,1694:26.79:41353173:3.2:55,1696:26.75:37309667:3.11:27,1711:28.03:52741127:2.35:47,1699:29.46:55638958:1.6:374,[1968:29.56:44372725:1.55:104
UBER_011720P30,U,U,U,U,4846:25.99:27991933:4.49:186,4819:26.79:41353173:3.86:100,4853:26.75:37309667:3.8:38,4859:28.03:52741127:2.88:90,4878:29.46:55638958:2.1:194,[4863:29.56:44372725:2.05:170
UBER_011720P31,U,U,U,U,1304:25.99:27991933:5.32:20,1307:26.79:41353173:4.8:63,1295:26.75:37309667:4.5:1,1284:28.03:52741127:3.7:4,1284:29.46:55638958:2.7:21,[1302:29.56:44372725:2.74:36
UBER_011720P32,U,U,U,U,2913:25.99:27991933:6.0:9,2913:26.79:41353173:5.5:1,2912:26.75:37309667:5.5:59,2928:28.03:52741127:4.4:20,2926:29.46:55638958:3.4:12,[2926:29.56:44372725:3.3:6
UBER_011720P33,U,U,U,U,1429:25.99:27991933:6.68:14,1422:26.79:41353173:6.6:7,1421:26.75:37309667:6.6:0,1421:28.03:52741127:5.13:21,1414:29.46:55638958:4.6:1,[1414:29.56:44372725:4.15:45
UBER_011720P34,U,U,U,U,1629:25.99:27991933:8.1:5,1630:26.79:41353173:7.48:1,1630:26.75:37309667:7.4:2,1630:28.03:52741127:7.05:0,1630:29.46:55638958:7.05:0,[1630:29.56:44372725:7.05:0
UBER_011720P35,U,U,U,U,4791:25.99:27991933:9.0:14,4780:26.79:41353173:8.3:127,4898:26.75:37309667:8.26:2,4899:28.03:52741127:7.46:15,4914:29.46:55638958:5.75:57,[4905:29.56:44372725:5.73:103
UBER_112219P20,U,U,U,U,77:25.99:27991933:0.05:0,77:26.79:41353173:0.03:2,79:26.75:37309667:0.03:0,79:28.03:52741127:0.03:0,79:29.46:55638958:0.03:0,79:29.56:44372725:0.03:0
UBER_112219P21,U,U,U,U,630:25.99:27991933:0.05:0,630:26.79:41353173:0.05:0,630:26.75:37309667:0.05:0,630:28.03:52741127:0.05:0,630:29.46:55638958:0.05:0,630:29.56:44372725:0.05:0
UBER_112919P20,U,U,U,U,359:25.99:27991933:0.05:0,359:26.79:41353173:0.05:0,359:26.75:37309667:0.05:0,359:28.03:52741127:0.05:0,359:29.46:55638958:0.05:0,359:29.56:44372725:0.05:0
UBER_112919P21,U,U,U,U,13:25.99:27991933:0.08:0,13:26.79:41353173:0.08:0,13:26.75:37309667:0.08:0,13:28.03:52741127:0.08:0,13:29.46:55638958:0.08:0,13:29.56:44372725:0.08:0
UBER_122019P16,U,U,U,U,75:25.99:27991933:0.04:0,75:26.79:41353173:0.04:0,75:26.75:37309667:0.04:0,75:28.03:52741127:0.04:0,75:29.46:55638958:0.04:0,75:29.56:44372725:0.04:0
UBER_122719P21,U,U,U,U,35:25.99:27991933:0.12:5,40:26.79:41353173:0.12:0,40:26.75:37309667:0.12:0,40:28.03:52741127:0.03:5,35:29.46:55638958:0.03:0,35:29.56:44372725:0.03:0
UBER_122719P21.5,U,U,U,U,3:25.99:27991933:0.25:0,3:26.79:41353173:0.25:0,3:26.75:37309667:0.25:0,3:28.03:52741127:0.25:0,3:29.46:55638958:0.25:0,3:29.56:44372725:0.25:0
UBER_011720P36,U,U,U,U,U,396:26.79:41353173:9.3:2,398:26.75:37309667:9.3:0,398:28.03:52741127:9.3:0,398:29.46:55638958:7.01:3,[399:29.56:44372725:7.01:0
UBER_122019P22.5,U,U,U,U,U,U,0:26.75:37309667:0.15:10,10:28.03:52741127:0.08:15,25:29.46:55638958:0.06:2,25:29.56:44372725:0.06:0
UBER_122019P23.5,U,U,U,U,U,U,0:26.75:37309667:0.25:38,105:28.03:52741127:0.13:30,135:29.46:55638958:0.13:0,135:29.56:44372725:0.13:0
UBER_122019P24.5,U,U,U,U,U,U,0:26.75:37309667:0.43:36,39:28.03:52741127:0.25:12,45:29.46:55638958:0.12:113,123:29.56:44372725:0.12:11
UBER_122019P25.5,U,U,U,U,U,U,0:26.75:37309667:0.71:24,167:28.03:52741127:0.39:36,199:29.46:55638958:0.2:24,[194:29.56:44372725:0.19:3
UBER_122019P26.5,U,U,U,U,U,U,0:26.75:37309667:1.11:25,23:28.03:52741127:0.68:79,95:29.46:55638958:0.4:8,[97:29.56:44372725:0.37:15
UBER_122019P27.5,U,U,U,U,U,U,0:26.75:37309667:0.0:0,2:28.03:52741127:1.01:86,82:29.46:55638958:0.57:673,[601:29.56:44372725:0.56:130
UBER_122019P28.5,U,U,U,U,U,U,0:26.75:37309667:2.3:24,24:28.03:52741127:1.63:2,26:29.46:55638958:0.95:373,[379:29.56:44372725:0.84:2285
UBER_122019P29.5,U,U,U,U,U,U,0:26.75:37309667:0.0:0,0:28.03:52741127:2.2:3,3:29.46:55638958:1.35:47,[47:29.56:44372725:1.25:35
UBER_122019P30.5,U,U,U,U,U,U,0:26.75:37309667:0.0:0,0:28.03:52741127:0.0:0,0:29.46:55638958:2.05:9,[9:29.56:44372725:1.75:21
UBER_122019P31.5,U,U,U,U,U,U,0:26.75:37309667:0.0:0,0:28.03:52741127:0.0:0,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
UBER_122719P32.5,U,U,U,U,U,U,U,0:28.03:52741127:0.0:0,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
UBER_011720P38,U,U,U,U,U,U,U,310:28.03:52741127:10.6:4,310:29.46:55638958:10.6:0,[310:29.56:44372725:10.6:0
UBER_122019P32.5,U,U,U,U,U,U,U,0:28.03:52741127:0.0:0,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
UBER_120619P32.5,U,U,U,U,U,U,U,82:28.03:52741127:5.37:0,82:29.46:55638958:3.2:32,[79:29.56:44372725:2.95:3
UBER_112219P32.5,U,U,U,U,U,U,U,6:28.03:52741127:6.3:0,6:29.46:55638958:6.3:0,[6:29.56:44372725:6.3:0
UBER_120619P33,U,U,U,U,U,U,U,89:28.03:52741127:6.2:0,89:29.46:55638958:6.2:0,[89:29.56:44372725:6.2:0
UBER_121319P32.5,U,U,U,U,U,U,U,15:28.03:52741127:6.43:0,15:29.46:55638958:6.43:0,[15:29.56:44372725:6.43:0
UBER_011720P37,U,U,U,U,U,U,U,1077:28.03:52741127:9.0:6,1077:29.46:55638958:7.72:1,[1077:29.56:44372725:7.4:3
UBER_112219P33,U,U,U,U,U,U,U,15:28.03:52741127:5.1:1,15:29.46:55638958:5.1:0,[15:29.56:44372725:3.32:1
UBER_122719P33,U,U,U,U,U,U,U,0:28.03:52741127:0.0:0,0:29.46:55638958:3.9:1,[1:29.56:44372725:3.9:0
UBER_112919P32.5,U,U,U,U,U,U,U,46:28.03:52741127:5.72:0,46:29.46:55638958:5.72:0,[46:29.56:44372725:5.72:0
UBER_112919P33,U,U,U,U,U,U,U,58:28.03:52741127:6.5:0,58:29.46:55638958:6.5:0,[58:29.56:44372725:3.29:17
UBER_121319P33,U,U,U,U,U,U,U,5:28.03:52741127:4.2:0,5:29.46:55638958:4.2:0,[5:29.56:44372725:4.2:0
UBER_120619P34,U,U,U,U,U,U,U,U,140:29.46:55638958:7.2:0,[140:29.56:44372725:7.2:0
UBER_010320P34,U,U,U,U,U,U,U,U,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
UBER_112919P34,U,U,U,U,U,U,U,U,49:29.46:55638958:7.43:0,[49:29.56:44372725:7.43:0
UBER_010320P24.5,U,U,U,U,U,U,U,U,0:29.46:55638958:0.0:0,0:29.56:44372725:0.0:0
UBER_112919P33.5,U,U,U,U,U,U,U,U,13:29.46:55638958:4.27:8,[13:29.56:44372725:4.27:0
UBER_010320P31,U,U,U,U,U,U,U,U,0:29.46:55638958:0.0:0,[0:29.56:44372725:0.0:0
